country_iso,country_name,admin1_name,admin1_type,area_km2,pct_of_country,gadm_gid,varname
ZAF,South Africa,North West,Province,104881.69013512152,8.598906832260177,ZAF.7_1,North-West|Noordwes
ZAF,South Africa,Northern Cape,Province,372916.50898283906,30.574205209926685,ZAF.8_1,Noord-Kaap
ZAF,South Africa,Western Cape,Province,129472.98313668623,10.615066536902999,ZAF.9_1,Wes-Kaap
COL,Colombia,Amazonas,Commissiary,107462.82380138963,9.4534409235322,COL.1_1,
COL,Colombia,Antioquia,Department,63162.737455995695,5.556388581528307,COL.2_1,
COL,Colombia,Arauca,Intendancy,25337.836193734314,2.2289544338635356,COL.3_1,
COL,Colombia,Atlántico,Department,4415.243957678954,0.3884063943270468,COL.4_1,
COL,Colombia,Bolívar,Department,26034.778758507204,2.2902640582537552,COL.5_1,
COL,Colombia,Boyacá,Department,23375.964632063788,2.0563697552579625,COL.6_1,
COL,Colombia,Caldas,Department,7554.431876063779,0.6645588951133998,COL.7_1,
COL,Colombia,Caquetá,Intendancy,90141.78332997407,7.929719258323921,COL.8_1,
COL,Colombia,Casanare,Intendancy,44621.93551780805,3.9253652229619416,COL.9_1,
COL,Colombia,Cauca,Department,29163.756888075648,2.5655184099686137,COL.10_1,
COL,Colombia,Cesar,Department,22917.21503494128,2.016013825070357,COL.11_1,El Cesar
COL,Colombia,Chocó,Department,45230.16610942656,3.9788709076476274,COL.12_1,
COL,Colombia,Córdoba,Department,24920.967317287097,2.192282725853737,COL.13_1,
COL,Colombia,Cundinamarca,Department,24448.63277130226,2.150731735765634,COL.14_1,
COL,Colombia,Guainía,Commissiary,68819.23255248951,6.053987102927504,COL.15_1,Guania
COL,Colombia,Guaviare,Commissiary,55592.276969265215,4.890419659033681,COL.16_1,
COL,Colombia,Huila,Department,20301.113606269682,1.7858769327844934,COL.17_1,
COL,Colombia,La Guajira,Department,21012.204676429094,1.8484311928086596,COL.18_1,Guajira|Goagira|La Goajira
COL,Colombia,Magdalena,Department,21546.630763703415,1.8954443389863513,COL.19_1,La Magdalena
COL,Colombia,Meta,Department,85325.5836858455,7.506041029880444,COL.20_1,
COL,Colombia,Nariño,Department,31915.23949798382,2.8075647045361753,COL.21_1,
COL,Colombia,Norte de Santander,Department,22805.659749052065,2.006200372682297,COL.22_1,Santander del Norte
COL,Colombia,Putumayo,Intendancy,24331.90477822703,2.14046324339195,COL.23_1,
COL,Colombia,Quindío,Department,1730.5668658720526,0.1522369415955378,COL.24_1,
COL,Colombia,Risaralda,Department,4038.300907397977,0.3552469375836334,COL.25_1,
COL,Colombia,San Andrés y Providencia,Department,52.363792668712634,0.004606411808428229,COL.26_1,Saint Andrew and Providence
COL,Colombia,Santander,Department,30283.86921492614,2.6640540275434086,COL.27_1,
COL,Colombia,Sucre,Department,10807.535975255229,0.9507325348145477,COL.28_1,
COL,Colombia,Tolima,Department,23409.064213827492,2.059281505849731,COL.29_1,
COL,Colombia,Valle del Cauca,Department,22001.947905721954,1.935498318132655,COL.30_1,Valle
COL,Colombia,Vaupés,Commissiary,53242.25333544714,4.683689472673954,COL.31_1,
COL,Colombia,Vichada,Commissiary,100754.80114084434,8.863340145495878,COL.32_1,
PER,Peru,Amazonas,Region,39582.79321328314,3.061745851631272,PER.1_1,
PER,Peru,Ancash,Region,35893.29396805379,2.776361519408682,PER.2_1,Ancachs
PER,Peru,Apurímac,Region,21101.749608873335,1.6322292865741626,PER.3_1,Apuromac
PER,Peru,Arequipa,Region,63276.69442499454,4.894479164639968,PER.4_1,
PER,Peru,Ayacucho,Region,43556.074031831275,3.3690808089700957,PER.5_1,
PER,Peru,Cajamarca,Region,32901.23502775291,2.5449244907245046,PER.6_1,Caxamarca
PER,Peru,Callao,Province,160.83749760428003,0.01244084868956154,PER.7_1,El Callao
PER,Peru,Cusco,Region,72243.08159994733,5.588033017424135,PER.8_1,Cuzco|Qosqo
PER,Peru,Huancavelica,Region,22082.596121892657,1.7080981805691458,PER.9_1,
PER,Peru,Huánuco,Region,37081.89397758797,2.86830023451732,PER.10_1,Huknuco
PER,Peru,Ica,Region,21168.029899747013,1.637356095198656,PER.11_1,
PER,Peru,Junín,Region,44629.84152451936,3.452137180172596,PER.12_1,Junnn
PER,Peru,La Libertad,Region,25308.013449683403,1.9575855795490882,PER.13_1,Libertad
PER,Peru,Lambayeque,Region,14283.585014142342,1.1048413619480788,PER.14_1,
PER,Peru,Lima,Region,32336.86872577152,2.501270517782743,PER.16_1,
PER,Peru,Lima Province,Province,2705.344991884789,0.2092595831098414,PER.15_1,
PER,Peru,Loreto,Region,375631.5840198758,29.05526241964635,PER.17_1,
PER,Peru,Madre de Dios,Region,84419.15828805695,6.529857716052365,PER.18_1,
PER,Peru,Moquegua,Region,15756.108324128421,1.2187416648268377,PER.19_1,
PER,Peru,Pasco,Region,23970.70447642093,1.854144162992825,PER.20_1,
PER,Peru,Piura,Region,35856.86812906383,2.7735439653058482,PER.21_1,
PER,Peru,Puno,Region,72759.41057937114,5.6279712830818855,PER.22_1,
PER,Peru,San Martín,Region,50368.421153047275,3.896018749551205,PER.23_1,San Mart
PER,Peru,Tacna,Region,16023.488276377237,1.2394236175934368,PER.24_1,
PER,Peru,Tumbes,Region,4641.982291090749,0.3590592999971384,PER.25_1,Tumbez
PER,Peru,Ucayali,Region,105078.07124958307,8.127833400040679,PER.26_1,
EGY,Egypt,Ad Daqahliyah,Governorate,3704.912877160062,0.3766056298346043,EGY.1_1,Al Daqahliyah|Dacahlia|Dagahlia|Dakahlieh|Dakahliya|Dakalieh|Daqalīya|Dakahlia|Dekahlia
EGY,Egypt,Al Bahr al Ahmar,Governorate,104684.80704800872,10.641245556805057,EGY.2_1,Mar Rojo|Mar Vermelho|Mer Rouge|Red Sea
EGY,Egypt,Al Buhayrah,Governorate,11447.206935299979,1.1636124034906554,EGY.3_1,Beheira|Behera|El Buhayra|Béhéra
EGY,Egypt,Al Fayyum,Governorate,5847.97403087596,0.594448510984325,EGY.4_1,El Faiyum|el Fayoum|Faium|Faiyūm|Fayum|Fayoum|Fayyum
EGY,Egypt,Al Gharbiyah,Governorate,1999.2028064685603,0.20321963216428773,EGY.5_1,al-Garbīyah|El Gharbiya|Garbia|Gharbieh|Gharbīya|Gharbia
EGY,Egypt,Al Iskandariyah,Governorate,2552.3208230424025,0.2594442630561033,EGY.6_1,Alexandria|Alexandrie|El Iskandariya
EGY,Egypt,Al Isma`iliyah,Governorate,5687.6854693972755,0.5781551252415449,EGY.7_1,As Ismailiyah|Ismailia|Ismaïlia|Isma'iliya
EGY,Egypt,Al Jizah,Governorate,36354.06593614929,3.695402929265897,EGY.8_1,El Giza|El Gīzah|Gizeh|Giza|Guizèh
EGY,Egypt,Al Minufiyah,Governorate,2166.629551983053,0.22023861669543715,EGY.9_1,Menoufieh|Menufia|Menūfīya|Minūfīya|Munufia|Menoufia|Minufia
EGY,Egypt,Al Minya,Governorate,31383.029314315467,3.190095398436278,EGY.10_1,Minia|Minieh|Menia|Minya
EGY,Egypt,Al Qahirah,Governorate,2895.9031250112234,0.2943695186621613,EGY.11_1,Cairo|El Cairo|El Qahira|Le Caire
EGY,Egypt,Al Qalyubiyah,Governorate,1150.3792677563465,0.11693643630674036,EGY.12_1,Caliubia|Kalioubieh|Kalioubiya|Qaliyubia|Qalyubiya|Kalyoubia|Kalyubia
EGY,Egypt,Al Uqsur,Governorate,617.590251346825,0.0627782550629015,EGY.13_1,Luxor
EGY,Egypt,Al Wadi al Jadid,Governorate,426476.6800206484,43.35149678662967,EGY.14_1,Al Wadi/Al Jadid|El-Wadi El-Gidid|New Valley|Novo Vale|Ouādi El Guedīd|Southern Desert
EGY,Egypt,As Suways,Governorate,9406.6209218954,0.9561861545368626,EGY.15_1,El Suweiz|Es Suweis|Suez
EGY,Egypt,Ash Sharqiyah,Governorate,5330.560800589712,0.5418532835289155,EGY.16_1,Charkieh|Sharqia|Sharqīya|Sharquia|Sharkia
EGY,Egypt,Aswan,Governorate,61077.8067770805,6.208579433001579,EGY.17_1,Assouan|Assuã|Assuán|Syene
EGY,Egypt,Asyut,Governorate,16495.30477827011,1.6767532331545802,EGY.18_1,Asyiut|Assiout|Assiut|Assyut|Asyout
EGY,Egypt,Bani Suwayf,Governorate,10674.231327190058,1.0850391750799064,EGY.19_1,Beni Suwayf|Beni Souef|Beni Suef
EGY,Egypt,Bur Sa`id,Governorate,1460.1695462206444,0.14842672145134406,EGY.20_1,Bur Said|Canal|Port Said|Port-Saïd
EGY,Egypt,Dumyat,Governorate,935.0100447583924,0.09504408294692081,EGY.21_1,Damietta|Damiette|Dumiāt
EGY,Egypt,Janub Sina',Governorate,29277.510785276307,2.9760687376082795,EGY.22_1,Janub Sina|Sina al-Janubiyah|Sina' al-Janūbīyah|Sinai al Janūbīa|South Sinai|Sud Sinaī
EGY,Egypt,Kafr ash Shaykh,Governorate,3767.14710627013,0.3829317599835092,EGY.23_1,Kafr-El-Sheikh|Kafr ash Shaikh|Kafr ash-Shayk|Kafr el Sheik|Kafr el Sheikh
EGY,Egypt,Matrouh,Governorate,158551.34046732858,16.11679664748008,EGY.24_1,Marsā Matrūh|Mersa Matruh|Western Desert|Matrouh
EGY,Egypt,Qina,Governorate,13190.184891527366,1.3407866941573796,EGY.25_1,Kena|Qena|Quena
EGY,Egypt,Shamal Sina',Governorate,26548.34283248588,2.698647904821271,EGY.26_1,Shamal Sina|Nord Sinaï|North Sinai|Sina ash-Shamālīyah|Sinai ash Shamālīya
EGY,Egypt,Suhaj,Governorate,10081.98471718252,1.0248371096131825,EGY.27_1,Girga|Girgeh|Sawhāj|Sohag|Suhag
