polity_code,polity_name,polity_type,continent,area_deg2,centroid_lon,centroid_lat,n_parts,n_vertices,n_holes,compactness,is_valid,span_lon,span_lat
BAS-1884-2025,Basutoland,aggregate,Africa,2.841528893669023,28.2429739565123,-29.581013658660577,1,101,0,0.7089647665071943,True,2.4415810022738356,2.0798360019369966
BSO-1884-2025,British Protectorate (British Somaliland),aggregate,Africa,14.025850659999998,46.33325362261123,9.718643706293788,17,800,0,0.4932803572986327,True,6.375299999999996,3.5300000000000002
CMR-1884-2025,Cameroon (Kamerun),aggregate,Africa,41.739968872948246,12.71901535195397,6.001348377051315,1,493,0,0.3362862583814229,True,7.70311284717414,11.430836010645876
BEC-1885-2025,Bechuanaland Protectorate,aggregate,Africa,10.61992151755207,22.9289955889174,-26.672411024727953,1,321,0,0.5148117951530987,True,5.084104686696918,3.2189968162523357
BEL-1885-2025,Belgian Congo,aggregate,Africa,189.79197782161313,23.65498170888296,-2.8762359640269333,1,1192,0,0.34288529368287896,True,19.08821901777725,18.838746017544942
FSM-1887-2025,French Somaliland,aggregate,Africa,1.7775682369136647,42.577707382340634,11.749632349766213,1,151,0,0.42218669033321526,True,1.6605550015464132,1.766109001644807
NYA-1891-2025,Nyasaland Protectorate (Malawi),aggregate,Africa,9.885993307455168,34.30723535007089,-13.21586853093642,2,347,0,0.23353326493873416,True,3.2390900030166563,7.758608973095619
BEA-1895-2025,British East Africa,aggregate,Africa,47.30912292861626,37.85800253328941,0.5299165289679706,2,354,0,0.5273074352888146,True,7.992599101193775,9.291594579466974
FWA-1895-2025,French West Africa,aggregate,Africa,486.5025589767233,-0.24514839335873212,20.79392095109016,1,1178,0,0.4197714751611586,True,33.072218030801,22.76152702119836
ITS-1908-2025,Italian Somaliland,aggregate,Africa,37.93653154541347,45.68300917006142,4.703032801967663,1,443,0,0.3198680044116349,True,10.422709009706857,13.654037012716248
FEA-1910-2025,French Equatorial Africa,aggregate,Africa,21.18485058700381,11.797392296273863,-0.5908307524543168,2,595,0,0.25759674300552615,True,5.818746005419143,6.239845505811289
ITL-1911-2025,Italian Libia Cyrenaica (Lybia),aggregate,Africa,147.3456733486355,18.023184157355704,27.044051211255425,1,543,0,0.5612868787427855,True,15.839647264751818,13.664522012725996
BCA-1914-2025,British Cameroon,aggregate,Africa,7.170517394466322,11.17339620629098,7.5164135221894695,2,345,0,0.13922970515300323,True,6.147291005725094,9.175356496033842
RWB-1919-2025,Rwanda and Burundi,aggregate,Africa,4.256007863992573,29.90179745352973,-2.7040860285614086,1,162,0,0.5185863323165771,True,2.0388179282451517,3.3958775814973303
