polity_code,polity_name,start_year,end_year,polity_type,iso3_code,cow_code,continent,wiki_status,last_ingest,polygon_source,polygon_feature_id,polygon_feature_year,polygon_status,polygon_area_km2,predecessor,successor
NAM-1920-1990,Namibia (1920-1990),1920,1990,national,NAM,565,Africa,draft,2026-04-13,cshapes-2.0,565,1920,assigned,,NAM-1915-1920,NAM-1990-2025
NAM-1990-2025,Namibia (1990-2025),1990,2025,national,NAM,565,Africa,draft,2026-04-13,cshapes-2.0,565,1990,assigned,,NAM-1920-1990,
NAT-1843-1895,Natal (to 1895),1843,1895,national,NAT,NA,Africa,draft,2026-04-15,cshapes-2.0,562,1886,assigned,,ZUL-1816-1879,
NAT-1895-1910,Natal (1895-1910),1895,1910,national,NAT,NA,Africa,draft,2026-04-15,cshapes-2.0,562,1886,assigned,,NAT-1843-1895,ZAF-1828-2025
NCL-1800-2025,New Caledonia,1800,2025,national,NCL,NA,Oceania,draft,2026-06-09,gadm-4.1-adm0,NCL,,proxy,,,
NDB-1823-1894,Ndebele Kingdom,1823,1894,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Ndebele,,assigned,,,ZWE-1890-1891
NER-1922-1947,Colonial Niger (1922-1947),1922,1947,national,NER,436,Africa,draft,2026-06-24,cshapes-2.0,436,1926,assigned,1182017,AOF-1895-1960,NER-1947-1960
NER-1947-1960,Niger (1947-1960),1947,1960,national,NER,436,Africa,draft,2026-04-16,cshapes-2.0,436,1947,assigned,,NER-1932-1947,NER-1960-2025
NER-1960-2025,Niger,1960,2025,national,NER,436,Africa,draft,2026-04-13,cshapes-2.0,436,1960,assigned,,DMG-1800-1899,
NFL-1907-1949,Dominion of Newfoundland,1907,1949,national,CAN,21,North America,draft,2026-06-25,cshapes-2.0,21,1920,assigned,398416,,CAN-1948-2025
NGA-1886-1914,Colonial Nigeria,1886,1914,national,NGA,NA,Africa,draft,2026-04-16,cshapes-2.0,475,1914,assigned,,,NGA-1914-1960
NGA-1914-1960,Nigeria (1914-1960),1914,1960,national,NGA,475,Africa,reviewed,2026-04-13,cshapes-2.0,475,1914,assigned,,NNI-1904-1913; SNI-1906-1913; BRG-1800-1897,NGA-1960-1961
NGA-1960-1961,Nigeria (1960-1961),1960,1961,national,NGA,475,Africa,draft,2026-04-12,cshapes-2.0,475,1960,assigned,,NGA-1914-1960,NGA-1961-2025
NGA-1961-2025,Nigeria,1961,2025,national,NGA,475,Africa,reviewed,2026-04-12,cshapes-2.0,475,1961,assigned,,NGA-1960-1961,
NIC-1800-2025,Nicaragua,1800,2025,national,NIC,93,North America,draft,2026-04-12,cshapes-2.0,93,1886,assigned,,,
NKR-1800-1901,Kingdom of Nkore (Ankole),1800,1901,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Nkore,,assigned,,,UGA-1894-1902; UGA-1962-2025
NLD-1800-1830,United Kingdom of the Netherlands,1800,1830,national,NLD,NA,Europe,draft,2026-04-12,cliopatria,Netherlands,1820,assigned,,,NLD-1830-2025; LUX-1839-2025
NLD-1830-2025,Netherlands,1830,2025,national,NLD,NA,Europe,draft,2026-04-12,cliopatria,Netherlands,1950,assigned,,NLD-1800-1830,
NNI-1899-1904,Northern Nigeria (1899-1904),1899,1904,national,NNI,385,Africa,draft,2026-04-13,cshapes-2.0,4784,1899,assigned,,,NNI-1904-1913
NNI-1904-1913,Northern Nigeria (1904-1913),1904,1913,national,NNI,385,Africa,draft,2026-04-13,cshapes-2.0,385,1905,assigned,,NNI-1899-1904; NWR-1900-1905,NGA-1914-1960
NOR-1800-2025,Norway,1800,2025,national,NOR,385,Europe,draft,2026-04-13,cshapes-2.0,385,1905,assigned,,,
NPL-1800-1816,Greater Nepal,1800,1816,national,NPL,NA,Asia,draft,2026-04-13,cliopatria,Nepal,1800,assigned,,,NPL-1816-2025
NPL-1816-2025,Nepal,1816,2025,national,NPL,NA,Asia,draft,2026-04-12,cliopatria,Nepal,1929,assigned,,NPL-1800-1816,
NRH-1911-1953,Northern Rhodesia (1911-1953),1911,1953,,ZMB,,,,,,,,assigned,,NWR-1900-1905,FRN-1953-1964
NRU-1888-2025,Nauru,1888,2025,national,NRU,970,Oceania,draft,2026-04-13,gadm-4.1-adm0,NRU,,assigned,,,
NSW-1800-1900,New South Wales (to 1900),1800,1900,national,NSW,NA,Oceania,draft,2026-04-15,cshapes-2.0,901,1886,assigned,,,AUS-1901-2025
NUP-1800-1897,Nupe Kingdom (Bida Emirate),1800,1897,national,NGA,NA,Africa,draft,2026-04-15,none,,,missing,,,NNI-1899-1904
NWR-1900-1905,Northwestern Rhodesia (1900-1905),1900,1905,national,NWR,NA,Africa,draft,2026-04-13,cshapes-2.0,5519,1900,assigned,,,NNI-1904-1913
NZL-1840-2025,New Zealand,1840,2025,national,NZL,920,Oceania,draft,2026-04-13,cshapes-2.0,920,1907,assigned,,,
OMN-1800-1856,Omani Empire,1800,1856,national,OMN,NA,Asia,draft,2026-04-13,cliopatria,Sultanate of Oman,1840,assigned,,,OMN-1856-2025
OMN-1856-2025,Sultanate of Oman,1856,2025,national,OMN,NA,Asia,draft,2026-04-12,cliopatria,Sultanate of Oman,1973,assigned,,OMN-1800-1856,
OTT-1800-1886,Ottoman Empire (to 1886),1800,1886,national,OTT,640,Asia,draft,2026-04-11,cliopatria,Ottoman Empire,1857,assigned,,,OTT-1886-1908
OTT-1886-1908,Ottoman Empire (1886–1908),1886,1908,national,OTT,640,Asia,reviewed,2026-04-12,cshapes-2.0,640,1886,assigned,,OTT-1800-1886,OTT-1908-1912
OTT-1908-1912,Ottoman Empire (1908–1912),1908,1912,national,OTT,640,Asia,draft,2026-04-11,cshapes-2.0,640,1886,assigned,,OTT-1886-1908,TUR-1913-1914; SAU-1924-2025
OYO-1800-1836,Oyo Empire,1800,1836,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Oyo,,assigned,,,IBD-1829-1893
PAK-1800-1947,Pakistan (territory within British India),1800,1947,national,PAK,770,Asia,draft,2026-04-16,cshapes-2.0,770,1947,assigned,,,PAK-1947-1949
PAK-1947-1949,Pakistan (1947-1949),1947,1949,national,PAK,770,Asia,draft,2026-04-13,cshapes-2.0,770,1947,assigned,,,PAK-1949-1971
PAK-1949-1971,Pakistan (1949-1971),1949,1971,national,PAK,770,Asia,draft,2026-04-12,cshapes-2.0,770,1949,assigned,,PAK-1947-1949,PAK-1971-2025; BGD-1971-2025
PAK-1971-2025,Pakistan,1971,2025,national,PAK,770,Asia,draft,2026-04-12,cshapes-2.0,770,1971,assigned,,PAK-1949-1971,
PAL-1920-1948,Palestine (1920-1948),1920,1948,national,PAL,NA,Asia,draft,2026-04-13,cshapes-2.0,665,1920,assigned,,,ISR-1948-1967
PAN-1800-1979,Panama (before Canal Zone return),1800,1979,national,PAN,95,North America,draft,2026-04-15,cshapes-2.0,95,1903,assigned,,,PAN-1979-2025
PAN-1979-2025,Panama (post-Canal Zone),1979,2025,national,PAN,95,North America,draft,2026-04-12,cshapes-2.0,95,1903,assigned,,COL-1830-1903,
PAP-1800-1870,Papal States,1800,1870,national,PAP,327,Europe,draft,2026-04-12,cliopatria,Papal States,1814,assigned,,,ITA-1861-1919
PER-1825-1909,Peru (to 1909),1825,1909,national,PER,135,South America,draft,2026-04-12,cshapes-2.0,135,1886,assigned,,,PER-1909-1922
PER-1909-1922,Peru (1909-1922),1909,1922,national,PER,135,South America,reviewed,2026-04-12,cshapes-2.0,135,1909,assigned,,PER-1825-1909,PER-1922-1942
PER-1922-1942,Peru (1922-1942),1922,1942,national,PER,135,South America,draft,2026-04-12,cshapes-2.0,135,1922,assigned,,PER-1909-1922,PER-1942-2025
PER-1942-2025,Peru,1942,2025,national,PER,135,South America,reviewed,2026-04-12,cshapes-2.0,135,1942,assigned,,PER-1922-1942,
PHL-1800-2025,Philippines,1800,2025,national,PHL,840,Asia,draft,2026-04-13,cshapes-2.0,840,1898,assigned,,,
PLW-1991-2025,Palau,1991,2025,national,PLW,986,Oceania,draft,2026-04-13,none,,,missing,,,
GNGU-1884-1914,German New Guinea,1884,1914,colonial,PNG,912,Oceania,draft,2026-06-26,cshapes-2.0,744,1910,assigned,228080,,TNGU-1920-1949
TPAP-1906-1949,Territory of Papua,1906,1949,colonial,PNG,911,Oceania,draft,2026-06-26,cshapes-2.0,740,1920,assigned,224148,,PNG-1949-1975
TNGU-1920-1949,Territory of New Guinea,1920,1949,colonial,PNG,912,Oceania,draft,2026-06-26,cshapes-2.0,746,1920,assigned,237536,GNGU-1884-1914,PNG-1949-1975
PNG-1949-1975,Territory of Papua and New Guinea,1949,1975,national,PNG,NA,Oceania,draft,2026-04-16,cshapes-2.0,910,1949,assigned,,"TPAP-1906-1949; TNGU-1920-1949",PNG-1975-2025
PNG-1975-2025,Papua New Guinea,1975,2025,national,PNG,910,Oceania,draft,2026-04-12,cshapes-2.0,910,1975,assigned,,,
PNV-1800-1882,Kingdom of Porto-Novo,1800,1882,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Porto Novo,,assigned,,,BEN-1960-2025; BEN-1898-1960
POL-1815-1918,Congress Poland (1815-1918),1815,1918,national,POL,290,Europe,draft,2026-04-16,cshapes-2.0,290,1918,assigned,,,POL-1918-1919
POL-1918-1919,Poland (1918-1919),1918,1919,national,POL,290,Europe,draft,2026-04-12,cshapes-2.0,290,1918,assigned,,AUH-1908-1918; F228-1856-1905; DEU-1800-1866,POL-1919-1920
POL-1919-1920,Poland (1919-1920),1919,1920,national,POL,290,Europe,draft,2026-04-12,cshapes-2.0,290,1919,assigned,,POL-1918-1919,POL-1920-1921
POL-1920-1921,Poland (1920-1921),1920,1921,national,POL,290,Europe,draft,2026-04-12,cshapes-2.0,290,1920,assigned,,POL-1919-1920,POL-1921-1945
POL-1921-1945,Poland (1921-1945),1921,1945,national,POL,290,Europe,draft,2026-04-12,cshapes-2.0,290,1921,assigned,,POL-1920-1921,POL-1945-2025
POL-1945-2025,Poland (1945-2025),1945,2025,national,POL,290,Europe,reviewed,2026-04-12,cshapes-2.0,290,1945,assigned,,POL-1921-1945,
PRI-1800-2025,Puerto Rico,1800,2025,national,PRI,NA,North America,draft,2026-06-09,gadm-4.1-adm0,PRI,,proxy,,,
PRK-1948-2025,North Korea,1948,2025,national,PRK,731,Asia,draft,2026-04-12,cshapes-2.0,731,1948,assigned,,,
PRT-1800-2025,Portugal,1800,2025,national,PRT,235,Europe,draft,2026-04-13,cshapes-2.0,235,1886,assigned,,,
PRY-1811-1938,Paraguay (to 1938),1811,1938,national,PRY,150,South America,draft,2026-04-12,cshapes-2.0,150,1886,assigned,,,PRY-1938-2025
PRY-1938-2025,Paraguay,1938,2025,national,PRY,150,South America,draft,2026-04-12,cshapes-2.0,150,1938,assigned,,PRY-1811-1938,
PYF-1800-2025,French Polynesia,1800,2025,national,PYF,NA,Oceania,draft,2026-06-09,gadm-4.1-adm0,PYF,,proxy,,,
QAT-1800-2025,Qatar,1800,2025,national,QAT,694,Asia,draft,2026-04-12,cshapes-2.0,694,1916,assigned,,,
QUE-1859-1900,Queensland (to 1900),1859,1900,national,QUE,NA,Oceania,draft,2026-04-15,cshapes-2.0,905,1886,assigned,,NSW-1800-1900,AUS-1901-2025
RAFR-1850-2021,Africa Other,1850,2021,aggregate,RAFR,,Africa,draft,2026-06-11,reporting-areas,RAFR-1850-2021,,derived,,,
RASI-1850-2021,Asia Other,1850,2021,aggregate,RASI,,Asia,draft,2026-06-11,reporting-areas,RASI-1850-2021,,derived,,,
REU-1816-1946,Réunion (French Colony),1816,1946,,,,Africa,,2026-06-24,cshapes-2.0,585,1886,assigned,2642,,REU-1946-2025
REU-1946-2025,Réunion (French Overseas Department),1946,2025,national,REU,585,Africa,draft,2026-06-26,cshapes-2.0,585,1886,assigned,2642,REU-1816-1946,
REUR-1850-2021,Europe Other,1850,2021,aggregate,REUR,,Europe,draft,2026-06-11,reporting-areas,REUR-1850-2021,,derived,,,
RLAM-1850-2013,Latin America Other,1850,2013,aggregate,RLAM,,South America,draft,2026-06-11,reporting-areas,RLAM-1850-2013,,derived,,,
RNAM-1850-2021,North America Other,1850,2021,aggregate,RNAM,,North America,draft,2026-06-11,reporting-areas,RNAM-1850-2021,,derived,,,
ROCE-1850-2021,Oceania Other,1850,2021,aggregate,ROCE,,Oceania,draft,2026-06-11,reporting-areas,ROCE-1850-2021,,derived,,,
ROU-1859-1913,Romania (to 1913),1859,1913,national,ROU,360,Europe,draft,2026-04-12,cshapes-europe,360,1886,assigned,,,ROU-1913-1918
ROU-1913-1918,Romania (1913-1918),1913,1918,national,ROU,360,Europe,draft,2026-04-12,cshapes-2.0,360,1913,assigned,,ROU-1859-1913,ROU-1918-1919
ROU-1918-1919,Romania (1918-1919),1918,1919,national,ROU,360,Europe,draft,2026-04-12,cshapes-2.0,360,1918,assigned,,ROU-1913-1918,ROU-1919-1920
ROU-1919-1920,Romania (1919-1920),1919,1920,national,ROU,360,Europe,draft,2026-04-12,cshapes-2.0,360,1919,assigned,,ROU-1918-1919,ROU-1920-1940
ROU-1920-1940,Romania (1920-1940),1920,1940,national,ROU,360,Europe,draft,2026-04-12,cshapes-2.0,360,1920,assigned,,ROU-1919-1920,ROU-1940-2025
ROU-1940-2025,Romania (1940-2025),1940,2025,national,ROU,360,Europe,reviewed,2026-04-12,cshapes-2.0,360,1940,assigned,,ROU-1920-1940,
ROW-1850-2023,Rest of World,1850,2023,aggregate,ROW,,World,draft,2026-06-11,reporting-areas,ROW-1850-2023,,derived,,,
RSFSR-1917-1991,Russian SFSR (1917-1991),1917,1991,national,RUS,365,Europe,draft,2026-06-24,cshapes-2.0,365,1991,proxy,17098242,F228-1914-1917,RUS-1991-2014
RUS-1991-2014,Russia (1991-2014),1991,2014,national,RUS,365,Europe,draft,2026-04-12,cshapes-2.0,365,1991,assigned,,F228-1945-1991,RUS-2014-2025
RUS-2014-2025,Russia,2014,2025,national,RUS,365,Europe,draft,2026-04-12,cshapes-2.0,365,2014,assigned,,RUS-1991-2014,
RVN-1954-1975,Republic of Vietnam (South Vietnam),1954,1975,national,NA,817,Asia,draft,2026-06-24,cshapes-2.0,817,1960,assigned,,FID-1887-1954,VNM-1975-2025
RWA-1962-2025,Rwanda,1962,2025,national,RWA,517,Africa,draft,2026-04-12,cshapes-2.0,517,1962,assigned,,RWK-1800-1890; RWB-1922-1962,
RWB-1919-1922,Rwanda and Burundi,1919,1922,national,RWB,NA,Africa,draft,2026-04-13,none,,,missing,,TAN-1891-1920,RWB-1922-1962
RWB-1922-1962,Ruanda-Urundi (1922-1962),1922,1962,national,RWB,515,Africa,draft,2026-04-13,cshapes-2.0,515,1922,assigned,,RWB-1919-1922,RWA-1962-2025; BDI-1962-2025
RWK-1800-1890,Kingdom of Rwanda,1800,1890,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Rwanda,,assigned,,,TAN-1891-1920
RYU-1937-1945,Ryukyu Islands / Okinawa Prefecture (Japanese),1937,1945,national,JPN,NA,Asia,draft,2026-06-24,gadm-4.1-adm1,JPN.38_1,,proxy,2271,JPN-1895-1945,RYU-1945-1972
RYU-1945-1972,Ryukyu Islands (US Administration),1945,1972,national,NA,NA,Asia,draft,2026-06-24,gadm-4.1-adm1,JPN.38_1,,proxy,2271,RYU-1937-1945,JPN-1952-2025
SAA-1947-1957,Saar Protectorate,1947,1957,national,SAA,NA,Europe,draft,2026-06-24,none,,,missing,,DEU-1945-1949,F78-1949-1990
SAB-1920-1935,Saar Basin Territory (League of Nations),1920,1935,colonial,SAB,,Europe,draft,2026-06-25,,,,unassigned,,DEU-1919-1920,DEU-1920-1938
SAR-1800-1860,Sardinia,1800,1860,national,SAR,338,Europe,draft,2026-04-12,cliopatria,Kingdom of Sardinia,1815,assigned,,,ITA-1861-1919
SAU-1924-2025,Saudi Arabia,1924,2025,national,SAU,670,Asia,draft,2026-04-12,cshapes-2.0,670,1935,assigned,,OTT-1908-1912,
SCG-1992-2006,Serbia and Montenegro,1992,2006,national,SCG,NA,Europe,draft,2026-04-12,cshapes-2.0,345,1992,assigned,,F248-1991-1992,SER-2006-2008; MNE-2006-2025
SDN-2011-2025,Sudan,2011,2025,national,SDN,625,Africa,draft,2026-04-12,cshapes-2.0,625,2011,assigned,,SUD-1956-2011,
SEN-1854-1886,Senegal (colony),1854,1886,national,SEN,NA,Africa,draft,2026-04-16,cshapes-2.0,433,1886,assigned,,,SEN-1886-1959
SEN-1886-1959,Senegal (1886-1959),1886,1959,national,SEN,433,Africa,draft,2026-04-13,cshapes-2.0,433,1886,assigned,,CAY-1800-1886; BND-1800-1887; FTT-1800-1862; WLO-1800-1855; SNE-1800-1887; JOL-1800-1890; SLM-1800-1887,SEN-1960-2025
SEN-1960-2025,Senegal,1960,2025,national,SEN,433,Africa,draft,2026-04-12,cshapes-2.0,433,1960,assigned,,CAY-1800-1886; SEN-1886-1959,
SER-1816-1913,Serbia (1816-1913),1816,1913,national,SER,NA,Europe,draft,2026-04-12,cshapes-2.0,340,1886,assigned,,OTT-1800-1886,SER-1913-1918
SER-1913-1918,Serbia (1913-1918),1913,1918,national,SER,NA,Europe,draft,2026-04-12,cshapes-2.0,345,1918,assigned,,SER-1816-1913,F248-1918-1919
SER-2006-2008,Serbia (2006-2008),2006,2008,national,SER,NA,Europe,draft,2026-04-12,cshapes-2.0,345,1992,assigned,,SCG-1992-2006,SRB-2008-2025; KOS-2008-2025
SGP-1946-1963,Singapore (Crown Colony),1946,1963,colonial,SGP,830,Asia,draft,2026-06-25,cshapes-2.0,830,1953,assigned,544.72,GBM-1895-1946,MYS-1963-1965; SGP-1965-2025
SGP-1965-2025,Singapore,1965,2025,national,SGP,830,Asia,draft,2026-04-12,cshapes-2.0,830,1965,assigned,,,
SLB-1800-2025,Solomon Islands,1800,2025,national,SLB,940,Oceania,draft,2026-06-09,gadm-4.1-adm0,SLB,,proxy,,,
SLE-1800-1886,Sierra Leone,1800,1886,national,SLE,451,Africa,draft,2026-04-13,cshapes-2.0,451,1895,assigned,,,SLE-1886-1889
SLE-1886-1889,Sierra Leone (1886-1889),1886,1889,national,SLE,451,Africa,draft,2026-04-13,cshapes-2.0,451,1886,assigned,,SLE-1800-1886,SLE-1889-1961
SLE-1889-1961,Sierra Leone (1889-1961),1889,1961,national,SLE,451,Africa,draft,2026-04-13,cshapes-2.0,451,1895,assigned,,SLE-1886-1889,SLE-1961-2025
SLE-1961-2025,Sierra Leone (1961-2025),1961,2025,national,SLE,451,Africa,draft,2026-04-13,cshapes-2.0,451,1961,assigned,,SLE-1889-1961,
SLM-1800-1887,Kingdom of Saloum,1800,1887,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Salum,,assigned,,,SEN-1960-2025
SLV-1821-2025,El Salvador,1821,2025,national,SLV,92,North America,draft,2026-04-12,cshapes-2.0,92,1886,assigned,,,
SMO-1912-1956,Spanish Morocco (1912-1956),1912,1956,national,SMO,NA,Africa,draft,2026-04-15,cshapes-2.0,602,1912,assigned,,SWA-1884-1912,
SMR-1800-2025,San Marino,1800,2025,national,SMR,NA,Europe,draft,2026-04-13,cshapes-2.0,339,1920,assigned,,,
SNE-1800-1887,Kingdom of Sine,1800,1887,national,NA,NA,Africa,draft,2026-04-13,paine-2024,Sine,,assigned,,,SEN-1960-2025
SNI-1899-1906,Southern Nigeria (1899-1906),1899,1906,national,SNI,NA,Africa,draft,2026-04-13,cshapes-2.0,4783,1899,assigned,,,SNI-1906-1913
SNI-1906-1913,Southern Nigeria (1906-1913),1906,1913,national,SNI,NA,Africa,draft,2026-04-13,cshapes-2.0,4783,1899,assigned,,SNI-1899-1906,NGA-1914-1960
SNW-1814-1905,"Sweden-Norway (Union, 1814-1905)",1814,1905,national,SNW,380,Europe,draft,2026-04-12,cshapes-europe,380,1816,assigned,,SWE-1809-1814,SWE-1905-2025; NOR-1800-2025
SOK-1804-1903,Sokoto Caliphate,1804,1903,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Sokoto,,assigned,,GOB-1800-1808,NNI-1899-1904
SOM-1960-2025,Somalia,1960,2025,national,SOM,520,Africa,draft,2026-04-13,cshapes-2.0,520,1960,assigned,,,
SRB-2008-2025,Serbia,2008,2025,national,SRB,345,Europe,reviewed,2026-04-12,cshapes-2.0,340,2006,assigned,,SER-2006-2008,
SRH-1953-1964,"Southern Rhodesia (within Federation, 1953-1964)",1953,1964,national,ZWE,552,Africa,draft,2026-06-24,cshapes-2.0,552,1953,assigned,390610,ZWE-1900-1953,ZWE-1964-1980
SSD-2011-2025,South Sudan,2011,2025,national,SSD,626,Africa,draft,2026-04-12,cshapes-2.0,626,2011,assigned,,SUD-1956-2011,
STP-1800-2025,Sao Tome and Principe,1800,2025,national,STP,411,Africa,draft,2026-04-13,cshapes-2.0,411,1900,assigned,,,
SUD-1899-1934,"Sudan (Anglo-Egyptian Condominium, to 1934)",1899,1934,national,SUD,NA,Africa,draft,2026-04-17,cshapes-2.0,625,1914,assigned,2579525,,SUD-1934-1956
SUD-1934-1956,Sudan (1934-1956),1934,1956,national,SUD,NA,Africa,draft,2026-04-16,cshapes-2.0,625,1914,assigned,,SUD-1899-1934,SUD-1956-2011
SUD-1956-2011,Sudan (1956-2011),1956,2011,national,SUD,NA,Africa,draft,2026-04-12,cshapes-2.0,625,1956,assigned,,,SDN-2011-2025; SSD-2011-2025
SUR-1886-2025,Suriname,1886,2025,national,SUR,115,South America,draft,2026-04-12,cshapes-2.0,115,1886,assigned,,,
SVK-1993-2025,Slovakia,1993,2025,national,SVK,317,Europe,reviewed,2026-04-12,cshapes-2.0,317,1993,assigned,,F51-1947-1993,
SVN-1992-2025,Slovenia,1992,2025,national,SVN,349,Europe,reviewed,2026-04-12,cshapes-2.0,349,1992,assigned,,F248-1991-1992,
SWA-1884-1912,Spanish West Africa (to 1912),1884,1912,national,SWA,NA,Africa,draft,2026-04-13,cshapes-2.0,610,1886,assigned,,,SWA-1912-1958
SWA-1912-1958,Spanish West Africa (1912-1958),1912,1958,national,SWA,NA,Africa,draft,2026-04-13,cshapes-2.0,610,1900,assigned,,SWA-1884-1912,ESH-1958-1975
SWE-1800-1809,Sweden (with Finland to 1809),1800,1809,national,SWE,380,Europe,reviewed,2026-04-13,gadm-4.1-adm0,SWE,,proxy,,,SWE-1809-1814
SWE-1809-1814,Sweden (1809-1814),1809,1814,national,SWE,380,Europe,draft,2026-04-12,gadm-4.1-adm0,SWE,,proxy,,SWE-1800-1809,SWE-1814-1905
SWE-1814-1905,Sweden (1814-1905),1814,1905,national,SWE,380,Europe,draft,2026-04-16,gadm-4.1-adm0,SWE,,proxy,,SWE-1809-1814,SWE-1905-2025
SWE-1905-2025,Sweden,1905,2025,national,SWE,380,Europe,draft,2026-04-13,cshapes-2.0,380,1905,assigned,,SWE-1814-1905; NOR-1800-2025,
SWK-1800-1894,Swazi Kingdom,1800,1894,national,NA,NA,Africa,draft,2026-04-15,paine-2024,Swazi,,assigned,,,SWZ-1894-2025
SWZ-1894-2025,Eswatini,1894,2025,national,SWZ,572,Africa,draft,2026-04-13,cshapes-2.0,572,1902,assigned,,,
SYC-1903-2025,Seychelles,1903,2025,national,SYC,591,Africa,draft,2026-04-13,gadm-4.1-adm0,SYC,,assigned,,MUS-1800-2025,
SYR-1920-1922,Syria (French Mandate),1920,1922,national,SYR,NA,Asia,draft,2026-04-16,cshapes-2.0,652,1920,assigned,,SYR-1918-1920,SYR-1922-1945
SYR-1922-1945,Syria (1922-1945),1922,1945,national,SYR,652,Asia,draft,2026-04-13,cshapes-2.0,652,1922,assigned,,,SYR-1946-1967
SYR-1946-1967,Syrian Arab Republic (1946-1967),1946,1967,national,SYR,652,Asia,draft,2026-04-13,cshapes-2.0,652,1946,assigned,,SYR-1922-1945,SYR-1967-2025
SYR-1967-2025,Syrian Arab Republic,1967,2025,national,SYR,652,Asia,draft,2026-04-12,cshapes-2.0,652,1967,assigned,,SYR-1946-1967,
