source,edition,data_year,label,continent,stated_area_km2,footnote
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: BERMUDES,Amérique septentrionale et centrale,50.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: BARBADE,Amérique septentrionale et centrale,430.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: GRENADE,Amérique septentrionale et centrale,344.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: SAINT-VINCENT,Amérique septentrionale et centrale,389.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: SAINTE-LUCIE,Amérique septentrionale et centrale,616.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: ANTIGUA (et,Amérique septentrionale et centrale,440.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: DOMINIQUE,Amérique septentrionale et centrale,754.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: ILES VIERGES,Amérique septentrionale et centrale,150.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: MONTSERRAT (et,Amérique septentrionale et centrale,84.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: SAINT-CHRISTOPHE ET NIEVES,Amérique septentrionale et centrale,388.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: JAMAIQUE,Amérique septentrionale et centrale,11526.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: JAMAIQUE: CAIMANS,Amérique septentrionale et centrale,231.0,
iia,1925,1913,INDES OCCIDENTALES BRITANNIQUES: JAMAIQUE: TURQUES ET CAIQUES,Amérique septentrionale et centrale,438.0,
iia,1925,1913,INDOCHINE,Asie,710842.0,
iia,1925,1913,ITALIE,Europe,286610.0,
iia,1925,1913,JAPON,Asie,387963.0,
iia,1925,1913,KENIA (ex-Afrique orient british,Afrique,541942.0,
iia,1925,1913,KIAO-TCHEOU,Asie,552.0,
iia,1925,1913,KOUANG-TOUNG,Asie,3378.0,
iia,1925,1913,LIBÉRIA,Afrique,100000.0,
iia,1925,1913,LIECHTENSTEIN,Europe,159.0,
iia,1925,1913,LUXEMBOURG,Europe,2586.0,
iia,1925,1913,LYBIE: CYRÉNAIQUE italian,Afrique,600000.0,
iia,1925,1913,LYBIE: TRIPOLITAINE italian,Afrique,900000.0,
iia,1925,1913,MACAO,Asie,11.0,
iia,1925,1913,MADAGASCAR et dependences french,Afrique,582180.0,
iia,1925,1913,MALTE,Europe,303.0,
iia,1925,1913,MAROC ESPAGNOL,Afrique,21800.0,
iia,1925,1913,MAROC FRANÇAIS,Afrique,415000.0,
iia,1925,1913,MARTINIQUE,Amérique septentrionale et centrale,987.0,
iia,1925,1913,MAURICE british,Afrique,1865.0,
iia,1925,1913,MEXIQUE,Amérique septentrionale et centrale,1969153.0,
iia,1925,1913,MONACO,Europe,21.0,
iia,1925,1913,MONTÉNÉGRO,Europe,14512.0,
iia,1925,1913,MOZAMBIQUE portuguese,Afrique,1105475.0,
iia,1925,1913,NEPAL,Asie,140000.0,
iia,1925,1913,NICARAGUA,Amérique septentrionale et centrale,150667.0,
iia,1925,1913,NIGERIA british,Afrique,871470.0,
iia,1925,1913,NOCVELLE-ZÉLANDE british,Océanie,268998.0,
iia,1925,1913,NORVEGE,Europe,323793.0,
iia,1925,1913,NOUVELLE-CALEDONIE et dependences french,Océanie,19823.0,
iia,1925,1913,NOUVELLE-GUINÉE german,Océanie,240000.0,
iia,1925,1913,NOUVELLES-HEBRIDES iles frenchbritish,Océanie,14800.0,
iia,1925,1913,NYASSALAND british,Afrique,124947.0,
iia,1925,1913,OUGANDA british,Afrique,285700.0,
iia,1925,1913,PANAMA,Amérique septentrionale et centrale,88500.0,
iia,1925,1913,PANAMA (zone du,Amérique septentrionale et centrale,1365.0,
iia,1925,1913,PARAGUAY,Amérique méridionale,450000.0,
iia,1925,1913,PAYS-BAS,Europe,34218.0,
iia,1925,1913,PERSE,Asie,1645000.0,
iia,1925,1913,PESCADORES,Asie,123.0,
iia,1925,1913,PHILIPPINES,Asie,297919.0,
iia,1925,1913,PORTO-RICO,Amérique septentrionale et centrale,8897.0,
iia,1925,1913,PORTUGAL,Europe,91944.0,
iia,1925,1913,PÉROU,Amérique méridionale,1382832.0,
iia,1925,1913,RHODESIE  british septentr et merd,Afrique,1140000.0,
iia,1925,1913,RIO DE ORO spanish,Afrique,285000.0,
iia,1925,1913,ROUMANIE,Europe,137903.0,
iia,1925,1913,RÉPUBLIQUE DOMINICAINE,Amérique septentrionale et centrale,50070.0,
iia,1925,1913,RÉUNION french,Afrique,2500.0,
iia,1925,1913,SAHARA french,Afrique,2394000.0,
iia,1925,1913,SAINT-MARIN,Europe,61.0,
iia,1925,1913,SAINT-PIERRE ET MIQUELON,Amérique septentrionale et centrale,242.0,
iia,1925,1913,SAINT-THOMAS ET PRINCE portuguese,Afrique,932.0,
iia,1925,1913,SAINTE-HELENE british,Afrique,122.0,
iia,1925,1913,SAKHALINE JAPONAISE,Asie,36090.0,
iia,1925,1913,SAMOA AMERICAINE usa,Océanie,199.0,
iia,1925,1913,SAMOA german,Océanie,2572.0,
iia,1925,1913,SAN SALVADOR,Amérique septentrionale et centrale,34126.0,
iia,1925,1913,SEVCHELLES british,Afrique,405.0,
iia,1925,1913,SIAM,Asie,518159.0,
iia,1925,1913,SIERRA-LEONE british,Afrique,70580.0,
iia,1925,1913,SOKOTRA,Asie,3579.0,
iia,1925,1913,SOMALIE BRITANNIQUE british,Afrique,176000.0,
iia,1925,1913,SOMALIE italian,Afrique,400000.0,
iia,1925,1913,SOUDAN ANGLO-ÉGYPTIEN,Afrique,2627800.0,
iia,1925,1913,SUISSE,Europe,41295.0,
iia,1925,1913,SUÈDE,Europe,448091.0,
iia,1925,1913,SWAZIELAND british,Afrique,17296.0,
iia,1925,1913,TANGER,Afrique,600.0,
iia,1925,1913,TERRE-NEUVE,Amérique septentrionale et centrale,108778.0,
iia,1925,1913,TERRE-NEUVE: LABRADOR,Amérique septentrionale et centrale,310794.0,
iia,1925,1913,TIEN-TSIN,Asie,0.5,
iia,1925,1913,TIMOR ET KAMBING,Asie,18990.0,
iia,1925,1913,TOGO german,Afrique,87200.0,
iia,1925,1913,TRINITÉ ET TOBAGO,Amérique méridionale,5118.0,
iia,1925,1913,TRISTAN DE CUNHA british,Afrique,116.0,
iia,1925,1913,TUNISIE french,Afrique,125130.0,
iia,1925,1913,TURQUIE D'ASIE,Asie,1740000.0,
iia,1925,1913,TURQUIE D'EUROPE,Europe,28184.0,
iia,1925,1913,UNION DE L'AFRIQUE DU SUD british,Afrique,1223356.0,
iia,1925,1913,UNION DES RÉPUBLIQUES S SOVIETI- QUES TERRITOIRES D'ASIE,Asie,16572498.0,
iia,1925,1913,UNION DES RÉPUBLIQUES S SOVIETI- QUES TERRITOIRES D'EUROPE,Europe,5172983.0,
iia,1925,1913,URUGUAY,Amérique méridionale,186926.0,
iia,1925,1913,VÉNÉZUÉLA,Amérique méridionale,1020400.0,
iia,1925,1913,WEI-HAI-WEL,Asie,746.0,
iia,1925,1913,ZANZIBAR british,Afrique,2642.0,
iia,1925,1925,ADEN ET PÉRIM,Asie,207.0,
iia,1925,1925,AFGHANISTAN,Asie,635000.0,
iia,1925,1925,AFRIQUE DU NORD spanish,Afrique,213.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE,Afrique,3639202.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Côte l'Ivoire,Afrique,315000.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Dahomey,Afrique,107000.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Guinee française,Afrique,231702.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Haute-Volta,Afrique,270000.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Mauritanie,Afrique,400000.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Soudan trançais,Afrique,923500.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Sénégal,Afrique,192000.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: Territoire du Niger,Afrique,1200000.0,
iia,1925,1925,AFRIQUE OCCIDENTALE FRANÇAISE: togo fr,Afrique,53000.0,
iia,1925,1925,AFRIQUE ÉQUATORIALE FRANÇAISE,Afrique,2255870.0,
iia,1925,1925,ALASKA,Amérique septentrionale et centrale,1530399.0,
iia,1925,1925,ALBANIE,Europe,45000.0,
iia,1925,1925,ALGÉRIE french,Afrique,575511.0,
iia,1925,1925,ALLEMAGNE,Europe,472037.0,
iia,1925,1925,ANDAMAN ET NICOBAR,Asie,8140.0,
iia,1925,1925,ANDORRE,Europe,453.0,
iia,1925,1925,ANGOLA portuguese,Afrique,1256000.0,
iia,1925,1925,ARABIE etats autonomies,Asie,860000.0,
iia,1925,1925,ARGENTINE,Amérique méridionale,2792713.0,
iia,1925,1925,ASCENSION british,Afrique,88.0,
iia,1925,1925,AUSTRALIE british,Océanie,7704022.0,
iia,1925,1925,AUSTRALIE: NOUVELLE-GUINRE british,Océanie,240000.0,
iia,1925,1925,AUSTRALIE: PAPOUA british,Océanie,234494.0,
iia,1925,1925,AUTRICHE,Europe,83833.0,
iia,1925,1925,BAHREIN,Asie,552.0,
iia,1925,1925,BASQUTOLAND british,Afrique,30344.0,
iia,1925,1925,BECHOUANALAND british,Afrique,712000.0,
iia,1925,1925,BELGIQUE,Europe,30444.0,
iia,1925,1925,BOLIVIE,Amérique méridionale,1834225.0,
iia,1925,1925,BORNEO BRITANNIQUE: BORNEO SEPTENTRIONAL,Asie,80563.0,
iia,1925,1925,BORNEO BRITANNIQUE: BRUNEI,Asie,7000.0,
iia,1925,1925,BORNEO BRITANNIQUE: SARAWAK,Asie,108778.0,
iia,1925,1925,BOUTAN,Asie,51800.0,
iia,1925,1925,BRESIL,Amérique méridionale,8511189.0,
iia,1925,1925,BULGARIE,Europe,103146.0,
iia,1925,1925,CAMEROUN (zone british,Afrique,80289.0,
iia,1925,1925,CAMEROUN french,Afrique,431199.0,
iia,1925,1925,CANADA,Amérique septentrionale et centrale,9834366.0,
iia,1925,1925,CAP VERT portuguese,Afrique,3928.0,
iia,1925,1925,CAROLINES PALAOS MARIANNES ET MARSHALL iles japanese,Océanie,2450.0,
iia,1925,1925,CEYLAN,Asie,65608.0,
iia,1925,1925,CHILI,Amérique méridionale,751515.0,
iia,1925,1925,CHINE,Asie,11080000.0,
iia,1925,1925,CHYPRE,Asie,9282.0,
iia,1925,1925,COLOMBIE,Amérique méridionale,1195870.0,
iia,1925,1925,CONGO BELGE,Afrique,2385120.0,
iia,1925,1925,COREE,Asie,220741.0,
iia,1925,1925,COSTA-RICA,Amérique septentrionale et centrale,54000.0,
iia,1925,1925,COTE DE L'OR british,Afrique,207805.0,
iia,1925,1925,COTE DES SOMALIS french,Afrique,120000.0,
iia,1925,1925,CUBA,Amérique septentrionale et centrale,118831.0,
iia,1925,1925,CURAÇAO et dependences,Amérique méridionale,960.0,
iia,1925,1925,DANEMARK,Europe,43017.0,
iia,1925,1925,DANEMARK: ILES FÉROÉ,Europe,1399.0,
iia,1925,1925,DANEMARK: ISLANDE,Europe,102819.0,
iia,1925,1925,DANTZIG,Europe,1894.0,
iia,1925,1925,EGYPTE,Afrique,1000000.0,
iia,1925,1925,EQUATEUR,Amérique méridionale,307243.0,
iia,1925,1925,ERYTHREE italian,Afrique,119000.0,
iia,1925,1925,ESPAGNE,Europe,505208.0,
iia,1925,1925,ESTHONIE,Europe,47549.0,
iia,1925,1925,ETABLISSEMENTS DU DÉTROIT,Asie,4143.0,
iia,1925,1925,ETABLISSEMENTS FRANÇAIS DANS L'INDE,Asie,508.0,
iia,1925,1925,ETABLISSEMENTS FRANÇAIS DE L'OCÉANIE,Océanie,3998.0,
iia,1925,1925,ETAT SERBE-CROATE-SLOVENE,Europe,248488.0,
iia,1925,1925,ETATS MALAIS FÉDÉRÉS,Asie,71239.0,
iia,1925,1925,ETATS MALAIS FÉDÉRÉS: Negri Sembilan,Asie,6604.0,
iia,1925,1925,ETATS MALAIS FÉDÉRÉS: Pahang,Asie,36259.0,
iia,1925,1925,ETATS MALAIS FÉDÉRÉS: Pérak,Asie,20202.0,
iia,1925,1925,ETATS MALAIS FÉDÉRÉS: Sélangor,Asie,8174.0,
iia,1925,1925,ETATS MALAIS PROTÉGÉS,Asie,61137.0,
iia,1925,1925,ETATS MALAIS PROTÉGÉS: Johor,Asie,20720.0,
iia,1925,1925,ETATS MALAIS PROTÉGÉS: Kédah,Asie,9842.0,
iia,1925,1925,ETATS MALAIS PROTÉGÉS: Kélantan,Asie,14245.0,
iia,1925,1925,ETATS MALAIS PROTÉGÉS: Perlis,Asie,790.0,
iia,1925,1925,ETATS MALAIS PROTÉGÉS: Trengganu,Asie,15540.0,
iia,1925,1925,ETATS-UNIS,Amérique septentrionale et centrale,7839432.0,
iia,1925,1925,ETHIOPIE,Afrique,900000.0,
iia,1925,1925,FALKLAND et dependences,Amérique méridionale,14550.0,
iia,1925,1925,FINLANDE,Europe,388483.0,
iia,1925,1925,FORMOSE,Asie,35846.0,
iia,1925,1925,FRANCE,Europe,550986.0,
iia,1925,1925,GAMBIE british,Afrique,10702.0,
iia,1925,1925,GIBRALTAR,Europe,5.0,
iia,1925,1925,GRANDE-BRETAGNE,Europe,230616.0,
iia,1925,1925,GRANDE-BRETAGNE: IRLANDE DU NORD,Europe,13565.0,
iia,1925,1925,GRECE,Europe,140135.0,
iia,1925,1925,GROENLAND,Amérique septentrionale et centrale,88100.0,
iia,1925,1925,GUADELOUPE et dependences,Amérique septentrionale et centrale,1780.0,
iia,1925,1925,GUAM usa,Océanie,544.0,
iia,1925,1925,GUATÉMALA,Amérique septentrionale et centrale,109724.0,
iia,1925,1925,GUINEE PORTUGAISE portuguese,Afrique,36125.0,
iia,1925,1925,GUINÉE ESPAGNOLE,Afrique,26630.0,
iia,1925,1925,GUYANE BRITANNIQUE,Amérique méridionale,231749.0,
iia,1925,1925,GUYANE FRANÇAISE,Amérique méridionale,88240.0,
iia,1925,1925,GUYANE NEERLANDAISE,Amérique méridionale,150000.0,
iia,1925,1925,HAITI,Amérique septentrionale et centrale,26435.0,
iia,1925,1925,HAWAI usa,Océanie,16703.0,
iia,1925,1925,HONDURAS,Amérique septentrionale et centrale,119819.0,
iia,1925,1925,HONDURAS BRITANNIQUE,Amérique septentrionale et centrale,22268.0,
iia,1925,1925,HONG-KONG,Asie,1013.0,
iia,1925,1925,HONGRIE,Europe,92928.0,
iia,1925,1925,ILES DE L'EGÉE,Asie,2640.0,
iia,1925,1925,ILES DU PACIFIQUE: AUTRES ILES (DUCIE PITCAIRN DU: DOZA VICTORIA PHOENIX DUFF STARBUCH MALDEN JARVIS PAL- MYRA british,Océanie,212.0,
iia,1925,1925,ILES DU PACIFIQUE: FIDJI OU VITI british,Océanie,19256.0,
iia,1925,1925,ILES DU PACIFIQUE: GUBERT ET ELLICE british,Océanie,466.0,
iia,1925,1925,ILES DU PACIFIQUE: NAURU british,Océanie,26.0,
iia,1925,1925,ILES DU PACIFIQUE: SALOMON (ites britanniques du british,Océanie,38000.0,
iia,1925,1925,ILES DU PACIFIQUE: TONGA british,Océanie,1010.0,
iia,1925,1925,ILES VIERGES,Amérique septentrionale et centrale,342.0,
iia,1925,1925,ILFS DU SUD Kerguélen Saint-Paul amsterdam french,Afrique,3514.0,
iia,1925,1925,INDE BRITANNIQUE,Asie,4667376.0,
iia,1925,1925,INDE BRITANNIQUE: Etats indigènes,Asie,1841539.0,
iia,1925,1925,INDE BRITANNIQUE: Provinces britanniques,Asie,2825837.0,
iia,1925,1925,INDE PORTUGAISE,Asie,4242.0,
iia,1925,1925,INDES NÉERLANDAISES,Asie,1900151.0,
iia,1925,1925,INDES NÉERLANDAISES: Java et Madoura,Asie,131440.0,
iia,1925,1925,INDES NÉERLANDAISES: Possessions extérieures,Asie,1768711.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: BAHAMAS,Amérique septentrionale et centrale,11406.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: BERMUDES,Amérique septentrionale et centrale,50.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: BARBADE,Amérique septentrionale et centrale,430.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: GRENADE,Amérique septentrionale et centrale,344.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: SAINT-VINCENT,Amérique septentrionale et centrale,389.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES DU VENT: SAINTE-LUCIE,Amérique septentrionale et centrale,616.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: ANTIGUA (et,Amérique septentrionale et centrale,440.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: DOMINIQUE,Amérique septentrionale et centrale,754.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: ILES VIERGES,Amérique septentrionale et centrale,150.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: MONTSERRAT (et,Amérique septentrionale et centrale,84.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: ILES SOUS LE VENT: SAINT-CHRISTOPHE ET NIEVES,Amérique septentrionale et centrale,388.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: JAMAIQUE,Amérique septentrionale et centrale,11526.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: JAMAIQUE: CAIMANS,Amérique septentrionale et centrale,231.0,
iia,1925,1925,INDES OCCIDENTALES BRITANNIQUES: JAMAIQUE: TURQUES ET CAIQUES,Amérique septentrionale et centrale,438.0,
iia,1925,1925,INDOCHINE,Asie,710842.0,
iia,1925,1925,IRAK,Asie,301758.0,
iia,1925,1925,IRLANDE (ETAT,Europe,68873.0,
iia,1925,1925,ITALIE,Europe,310090.0,
iia,1925,1925,JAPON,Asie,387963.0,
iia,1925,1925,KENIA (ex-Afrique orient british,Afrique,541942.0,
iia,1925,1925,KOUANG-TOUNG,Asie,3378.0,
iia,1925,1925,LETTONIE,Europe,65791.0,
iia,1925,1925,LIBÉRIA,Afrique,100000.0,
iia,1925,1925,LIECHTENSTEIN,Europe,159.0,
iia,1925,1925,LITHUANIE,Europe,55658.0,
iia,1925,1925,LUXEMBOURG,Europe,2586.0,
iia,1925,1925,LYBIE: CYRÉNAIQUE italian,Afrique,600000.0,
iia,1925,1925,LYBIE: TRIPOLITAINE italian,Afrique,900000.0,
iia,1925,1925,MACAO,Asie,11.0,
iia,1925,1925,MADAGASCAR et dependences french,Afrique,582180.0,
iia,1925,1925,MALTE,Europe,303.0,
iia,1925,1925,MAROC ESPAGNOL,Afrique,21800.0,
iia,1925,1925,MAROC FRANÇAIS,Afrique,415000.0,
iia,1925,1925,MARTINIQUE,Amérique septentrionale et centrale,987.0,
iia,1925,1925,MAURICE british,Afrique,1865.0,
iia,1925,1925,MEXIQUE,Amérique septentrionale et centrale,1969153.0,
iia,1925,1925,MONACO,Europe,21.0,
iia,1925,1925,MOZAMBIQUE portuguese,Afrique,1108841.0,
iia,1925,1925,NEPAL,Asie,140000.0,
iia,1925,1925,NICARAGUA,Amérique septentrionale et centrale,150667.0,
iia,1925,1925,NIGERIA british,Afrique,871470.0,
iia,1925,1925,NOCVELLE-ZÉLANDE british,Océanie,268998.0,
iia,1925,1925,NOUVELLE-CALEDONIE et dependences french,Océanie,19823.0,
iia,1925,1925,NOUVELLES-HEBRIDES iles frenchbritish,Océanie,14800.0,
iia,1925,1925,NYASSALAND british,Afrique,124947.0,
iia,1925,1925,OUGANDA british,Afrique,285700.0,
iia,1925,1925,PALESTINE,Asie,23000.0,
iia,1925,1925,PANAMA,Amérique septentrionale et centrale,88500.0,
iia,1925,1925,PANAMA (zone du,Amérique septentrionale et centrale,1365.0,
iia,1925,1925,PARAGUAY,Amérique méridionale,450000.0,
iia,1925,1925,PERSE,Asie,1645000.0,
iia,1925,1925,PESCADORES,Asie,123.0,
iia,1925,1925,PHILIPPINES,Asie,297919.0,
iia,1925,1925,POLOGNE,Europe,388279.0,
iia,1925,1925,PORTO-RICO,Amérique septentrionale et centrale,8897.0,
iia,1925,1925,PORTUGAL,Europe,91944.0,
iia,1925,1925,PROTECTORAT DE L'AFRIQUE SUD- OCCIDENTALE british,Afrique,835953.0,
iia,1925,1925,PÉROU,Amérique méridionale,1382832.0,
iia,1925,1925,RHODESIE  british septentr et merd,Afrique,1140000.0,
iia,1925,1925,RIO DE ORO spanish,Afrique,285000.0,
iia,1925,1925,ROUMANIE,Europe,294892.0,
iia,1925,1925,RUANDA-URUNDI BELGE,Afrique,54000.0,
iia,1925,1925,RÉPUBLIQUE DOMINICAINE,Amérique septentrionale et centrale,50070.0,
iia,1925,1925,RÉUNION french,Afrique,2500.0,
iia,1925,1925,SAHARA french,Afrique,2394000.0,
iia,1925,1925,SAINT-MARIN,Europe,61.0,
iia,1925,1925,SAINT-PIERRE ET MIQUELON,Amérique septentrionale et centrale,242.0,
iia,1925,1925,SAINT-THOMAS ET PRINCE portuguese,Afrique,932.0,
iia,1925,1925,SAINTE-HELENE british,Afrique,122.0,
iia,1925,1925,SAKHALINE JAPONAISE,Asie,36090.0,
iia,1925,1925,SAMOA AMERICAINE usa,Océanie,199.0,
iia,1925,1925,SAMOA OCCIDENTALE british,Océanie,2572.0,
iia,1925,1925,SAN SALVADOR,Amérique septentrionale et centrale,34126.0,
iia,1925,1925,SEVCHELLES british,Afrique,405.0,
iia,1925,1925,SIAM,Asie,518159.0,
iia,1925,1925,SIERRA-LEONE british,Afrique,70580.0,
iia,1925,1925,SOKOTRA,Asie,3579.0,
iia,1925,1925,SOMALIE BRITANNIQUE british,Afrique,86000.0,
iia,1925,1925,SOMALIE italian,Afrique,490000.0,
iia,1925,1925,SOUDAN ANGLO-ÉGYPTIEN,Afrique,2627800.0,
iia,1925,1925,SUISSE,Europe,41295.0,
iia,1925,1925,SUÈDE,Europe,448460.0,
iia,1925,1925,SWAZIELAND british,Afrique,17296.0,
iia,1925,1925,SYRIE ET LIBAN,Asie,130600.0,
iia,1925,1925,Spitzberg,Europe,65178.0,
iia,1925,1925,TANGANYIKA british,Afrique,937634.0,
iia,1925,1925,TANGER,Afrique,600.0,
iia,1925,1925,TCHÉCOSLOVAQUIE,Europe,140345.0,
iia,1925,1925,TERRE-NEUVE,Amérique septentrionale et centrale,108778.0,
iia,1925,1925,TERRE-NEUVE: LABRADOR,Amérique septentrionale et centrale,310794.0,
iia,1925,1925,TIEN-TSIN,Asie,0.5,
iia,1925,1925,TIMOR ET KAMBING,Asie,18990.0,
iia,1925,1925,TOGOLAND british,Afrique,34200.0,
iia,1925,1925,TRANSJORDANIE,Asie,40000.0,
iia,1925,1925,TRINITÉ ET TOBAGO,Amérique méridionale,5118.0,
iia,1925,1925,TRISTAN DE CUNHA british,Afrique,116.0,
iia,1925,1925,TUNISIE french,Afrique,125130.0,
iia,1925,1925,TURQUIE D'ASIE,Asie,850000.0,
iia,1925,1925,TURQUIE D'EUROPE,Europe,21200.0,
iia,1925,1925,UNION DE L'AFRIQUE DU SUD british,Afrique,1223356.0,
iia,1925,1925,UNION DES RÉPUBLIQUES S SOVIETI- QUES TERRITOIRES D'ASIE,Asie,17008200.0,
iia,1925,1925,UNION DES RÉPUBLIQUES S SOVIETI- QUES TERRITOIRES D'EUROPE,Europe,4202300.0,
iia,1925,1925,URUGUAY,Amérique méridionale,186926.0,
iia,1925,1925,VÉNÉZUÉLA,Amérique méridionale,1020400.0,
iia,1925,1925,WEI-HAI-WEL,Asie,746.0,
iia,1925,1925,ZANZIBAR british,Afrique,2642.0,
iia,1929,1913,afghanistan,ASIE,650000.0,
iia,1929,1913,afrique du nord,AFRIQUE,213.0,
iia,1929,1913,afrique du sud-ouest allemande,AFRIQUE,835000.0,
iia,1929,1913,afrique occidentale française,AFRIQUE,3749000.0,
iia,1929,1913,afrique orientale allemande,AFRIQUE,995000.0,
iia,1929,1913,afrique équatoriale française,AFRIQUE,1978046.0,
iia,1929,1913,alaska,AMERIQUE SEPTENTRIONALE ET CENTRALE,1530399.0,
iia,1929,1913,albanie,EUROPE,45000.0,
iia,1929,1913,algérie,AFRIQUE,576000.0,
iia,1929,1913,allemagne,EUROPE,540857.0,
iia,1929,1913,andorre,EUROPE,453.0,
iia,1929,1913,angola,AFRIQUE,1255755.0,
iia,1929,1913,arabie (etats autonomes,ASIE,400000.0,
iia,1929,1913,argentine,AMERIQUE MERIDIONALE,2792713.0,
iia,1929,1913,australie,OCEANIE,7704022.0,
iia,1929,1913,australie: papouasie,OCEANIE,234494.0,
iia,1929,1913,autriche,EUROPE,300004.0,
iia,1929,1913,basoutoland,AFRIQUE,30344.0,
iia,1929,1913,belgique,EUROPE,29451.0,
iia,1929,1913,bolivie,AMERIQUE MERIDIONALE,1332808.0,
iia,1929,1913,borneo britannique: bornéo septentrional,ASIE,80000.0,
iia,1929,1913,borneo britannique: brunéi,ASIE,7000.0,
iia,1929,1913,borneo britannique: sarawak,ASIE,130000.0,
iia,1929,1913,bosnie et herzégovine,EUROPE,51199.0,
iia,1929,1913,boutan,ASIE,51800.0,
iia,1929,1913,brésil,AMERIQUE MERIDIONALE,8511189.0,
iia,1929,1913,bulgarie,EUROPE,111837.0,
iia,1929,1913,béchouanaland,AFRIQUE,712000.0,
iia,1929,1913,cameroun,AFRIQUE,789312.0,
iia,1929,1913,canada,AMERIQUE SEPTENTRIONALE ET CENTRALE,9834366.0,
iia,1929,1913,cap vert,AFRIQUE,3915.0,
iia,1929,1913,carolines palaos mariannes et marshall,OCEANIE,2171.0,
iia,1929,1913,ceylan,ASIE,65608.0,
iia,1929,1913,chili,AMERIQUE MERIDIONALE,751605.0,
iia,1929,1913,chine,ASIE,11080000.0,
iia,1929,1913,chypre,ASIE,9282.0,
iia,1929,1913,colombie,AMERIQUE MERIDIONALE,1283405.0,
iia,1929,1913,colonies britanniques: gibraltar,EUROPE,5.0,
iia,1929,1913,colonies britanniques: malte,EUROPE,316.0,
iia,1929,1913,colonies danoises: antilles,AMERIQUE SEPTENTRIONALE ET CENTRALE,342.0,
iia,1929,1913,colonies danoises: groenland,AMERIQUE SEPTENTRIONALE ET CENTRALE,88100.0,
iia,1929,1913,condominion franco-britannique: nouvelles-hébrides,OCEANIE,14800.0,
iia,1929,1913,congo belge,AFRIQUE,2385120.0,
iia,1929,1913,corée,ASIE,220017.0,
iia,1929,1913,costa-rica,AMERIQUE SEPTENTRIONALE ET CENTRALE,48550.0,
iia,1929,1913,cuba,AMERIQUE SEPTENTRIONALE ET CENTRALE,114524.0,
iia,1929,1913,curaçao (et dependences,AMERIQUE MERIDIONALE,1044.0,
iia,1929,1913,côte de l'or,AFRIQUE,203700.0,
iia,1929,1913,côte des somalis,AFRIQUE,22000.0,
iia,1929,1913,danemark,EUROPE,38971.0,
iia,1929,1913,danemark: iles féroe,EUROPE,1399.0,
iia,1929,1913,danemark: islande,EUROPE,102846.0,
iia,1929,1913,egypte,AFRIQUE,1020000.0,
iia,1929,1913,equateur,AMERIQUE MERIDIONALE,451180.0,
iia,1929,1913,erythrée,AFRIQUE,119000.0,
iia,1929,1913,espagne,EUROPE,505208.0,
