source,label_pattern,item_pattern,flow_type,polity_code,origin_iso3,wiki_page,verified
iia,djibouti,"coffee, green",entrepot_transit,FRS-1884-1977,ETH,wiki/polities/frs-1884-1977.md,2026-07-27
