Bibliographical References January 2019
REFERENCE (literature)
"Absell, C. D. and Tena-Junguito, A. (2015): “Brazilian export growth and divergence in the tropics during the nineteenth century.”  Working Paper in Economic History WP 15-03, Instituto Figuerola en Ciencias Sociales e Historia."
"Absell, C.D. & Tena-Junguito, A. (forthcoming)) “The reconstruction of Brazil´s foreign trade series 1821-1913”THE RECONSTRUCTION OF BRAZIL’S FOREIGN TRADE SERIES, 1821-1913 "" Revista de Historia Económica-Journal of Iberian and Latinamerican Economic History  nº 1 2018 (forthcoming)"
"Absell, C.D. & Tena-Junguito, A. (2016): “Brazilian Export Growth and Divergence in the Tropics during the Nineteenth Century” Journal of Latin American Studies Volume 48, Issue 4, November 2016, pp. 677-706."
"Acevedo Díaz, E. (1933): Anales históricos del Uruguay. Tomo 2. Abarca los Gobiernos de Rivera, Suárez, Giró, Flores y Pereyra. Desde 1838 hasta 1860 . Tomo 3. Abarca los gobiernos de Berro, Aguirre, Flores, Batlle, Comensoro, Ellauri y Varela, desde 1860 hasta 1876. Tomo 4. Abarca los Gobiernos de Latorre, Vidal, Santos, Tajes y Herrera y Obes, desde 1876 hasta 1894 Montevideo: Casa A. Barreiro y Ramos."
"Allen, R.G.D. and Ely, J.E. (1953): International Trade Statistics. John Wiley, New York."
"Austen, R. (1987): African economic history: internal development and external dependence London: James Currey."
"Bairoch, P. (1976): Commerce extérieur et développement économique de l'Europe Paris: Mouton/EHESS."
"Autio, Jakko (1992): Valuuttakurssit Suomessa 1864–1991, Suomen Pan­kin kes­kustelualoitteita 1/92 (Exchange rates in Finland 1864-1991, Bank of Finland's discussion Papers)."
"Axenciuc, Victor (2000): Evolutia economica a Romaniei  Bucarest: Editura Academiei Romane vol III."
"Babtista,  Asdrubal (1997): Bases Cuantitativas de la Economía Venezolana, Caracas:Fundación Polar."
"Barbieri, K. and O. Keshk (2012): Correlates of War Project Trade Data Set Codebook, Version 3.0."
"Barbieri, K., O. Keshk, and B. Pollins (2009): “TRADING DATA: Evaluating our Assumptions and Coding Rules.” Conflict Management and Peace Science. 26(5), pp. 471-491."
"Bassino, J.-P., and Bui Thi Lan Huong (2000): “Estimates of Indochina's and Vietnam's International Trade (1890–1946).” In Jean-Pascal Bassino, Jean-Domenique Giacometti and K.Okada (eds.) Quantitative Economic History of Vietnam 1900-1990. Tokyo: Hitothubashi University, Institute of Economic Research."
"Batista Dina, Carlos Martins, Maximiano Pinheiro and Jaime Reis (1997): “New estimates for Portugal GDP” Historia Economica 7. Banco de Portugal."
"Batista, B. and Bertola, L. (Unpublished): “Uruguay 1870-1910 Indicadores del Comercio exterior”."
"Battaglia Rosario (1983): Sicilia e Gran Bretagna, Milano: Giuffrè."
"Beatty Edward (2000): “The impact of foreign trade on the Mexican economy.” Journal of Latin American studies, 32  pp. 399-433"
"Berrneker W. L.(2006): “La competencia comercial europea a través del Atlántico : El caso de México, siglo XIX” in México y la economía atlántica. Siglos XVIII-XX. Edt by Kuntz-Ficker, S. and  Pietschmann, H.. Mexico DF., El Colegio de Mexico."
"Bertola, Luis  (1991): ""La industria manufacturera Uruguaya 1913-1961"". Tesis Doctoral. Universidad de la Republica."
"Birnberg, T B. and S.A. Resnick  (1975): Colonial development. New Haven and London Yale UP."
"Blattman Christopher, Jason Hwang and Jeffrey G. Williamson (2007):  ‘Winners and losers in the commodity lottery: the impact of terms of trade growth and volatility in the periphery 1870-1939’ Journal of development economics, 82,  pp.156-179."
Bonelli Franco (1961):  Il commercio estero dello stato Pontificio nel secolo XIX Roma:ILTE.
"Bonino-Gayoso, N. A. Tena-Junguito and H.Willebald (2015): “Uruguay in the first Globalization. On the accuracy of Export Growth 1870-1913”. Revista de Historia Económica. Journal of Iberian and Latin American Economic History, 33, pp.287-320."
"Bondi Gerhard (1958): Deutschlands  Aussenhandel,  Berlin: Akademie-Verlag."
"Borries, Bodo F.R. von (1970): Deutschlands Außenhandel 1836 bis 1856. Eine statistische Untersuchung zur Frühindustrialisierung. Stuttgart: Gustav Fischer."
"Braun,J,  M. Briones and J.Diaz (2000): Economía Chilena 1810-1995. Estadísticas Históricas.  Documento de Trabajo Economía nº 187  Universidad Pontificia Católica de Chile."
"Broadberry Stephen and Peter Howlett (2005): “The  United Kingdom during World War One: business as usual?“ in Stephen Broadberry and Mark Harrison (eds) The economics of World War One, Cambridge: Cambridge University Press pp. 206-234"
"Bulmer-Thomas, Victor (2012): The Economic History of the Caribbean since the Napoleonic Wars, Cambridge, Cambridge University Press."
"Butlin, Noel G. (1962): Australian Domestic Product, investment and Foreign Borrowing, 1861-1938/9 Cambridge: Cambridge."
"Capelle Stanislas (1938): ‘Le Volume du commerce extérieur de la Belgique 1830-1913’ Bulletin de l’Institute de recherches économiques, Université catholique de Louvain, 10, pp. 15-56."
"Campbell, G (1983): 'Toamasina (Tamatave) and the Growth of Foreign Trade in Imperial Madagascar, 1862-1895 ' in G. Liesegang, H . Pasch and A. Jones (eds) , Figuring African Trade. Proceeding of the Symposium on the Quantification and Structure of the Import and Export and Long Distance Trade in Africa (c. 1800-1913), Berlin: Dietrich Reimer Verlag."
"Carreras Marin & Peres Cajías. J.A. (forthcoming): ""Las estadísticas oficiales de comercio exterior de Bolivia: fiabilidad y estimación de una nueva serie corregida"" Revista de Historia Económica-Journal of Iberian and Latinamerican Economic History Nº 1 2018 (forthcoming)"
"Carreras, A. and Badia-Miró, M.), (2008): ""La fiabilidad de la asignación geográfica en las estadísticas de comercio exterior: América Latina y el Caribe (1908-1930)"", Revista de Historia Económica-Journal of Iberian and Latin American Economic History, 27, pp.355-373."
"Central Bureau voor de Statistik (1951): ‘Terms of trade’ Statistische en econometrische onderzoekingen, 2nd quarter pp. 112-120."
"Chauduri K.N.  (1983): ‘Foreign trade and the balance of payments (1757-1947) in Dhama Kumara and Meghnad Desai (eds.) The Cambridge Economic History of India, vol II. Cambridge: Cambridge University Press pp. 336-341."
"Chilosi David and Giovanni Federico (2013): “Early globalizations: the integration of Asia in the world economy LSE Economic History Working Papers,nº: 183/2013."
"Chilosi David and Giovanni (2015): ‘Asian Globalisations: Market Integration, trade and economic growth, 1800-1938’ Explorations in economic history, 57, 1–18."
