layer_b_label,item,unit,when,value,raw_label,raw_product,variable,n_products_searched,n_raw_rows_in_cell,cells_for_this_label,cells_in_series
algeria,grapes,ha,1909,154456,french algeria,vineyards,area,8,23,24,24
algeria,grapes,ha,1910,145633,french algeria,vineyards,area,8,27,24,24
algeria,grapes,ha,1911,145026,french algeria,vineyards,area,8,30,24,24
algeria,grapes,ha,1912,148754,french algeria,vineyards,area,8,29,24,24
algeria,grapes,ha,1913,148581,french algeria,vineyards,area,8,28,24,24
algeria,grapes,ha,1914,150621,french algeria,vineyards,area,8,32,24,24
algeria,grapes,ha,1915,151561,french algeria,vineyards,area,8,32,24,24
algeria,grapes,ha,1916,177475,french algeria,vineyards,area,8,31,24,24
algeria,grapes,ha,1917,132964,french algeria,vineyards,area,8,28,24,24
algeria,grapes,ha,1919,196300,french algeria,vineyards,area,8,24,24,24
algeria,grapes,ha,1920,216000,french algeria,vineyards,area,8,22,24,24
algeria,grapes,ha,1921,173545,french algeria,vineyards,area,8,17,24,24
algeria,grapes,ha,1928-1932,345000,french algeria,vineyards: all,area,8,49,24,24
algeria,grapes,ha,1933,4360,french algeria,grapes: table,area,8,63,24,24
algeria,grapes,ha,1934,405000,french algeria,vineyards: all,area,8,44,24,24
algeria,grapes,ha,1934-1938,406000,french algeria,vineyards: all,area,8,102,24,24
algeria,grapes,ha,1935,408000,french algeria,vineyards: all,area,8,47,24,24
algeria,grapes,ha,1936,396000,french algeria,vineyards: all,area,8,38,24,24
algeria,grapes,ha,1937,408000,french algeria,vineyards: all,area,8,32,24,24
algeria,grapes,ha,1939,411000,french algeria,vineyards: all,area,8,66,24,24
algeria,grapes,ha,1940,407000,french algeria,vineyards: all,area,8,64,24,24
algeria,grapes,ha,1942,385000,french algeria,vineyards: all,area,8,53,24,24
algeria,grapes,ha,1943,367000,french algeria,vineyards: all,area,8,54,24,24
algeria,grapes,ha,1944,362000,french algeria,vineyards: all,area,8,46,24,24
australia,cotton seed,ha,1909-1913,150,australia,cottonseed,area,1,38,9,17
australia,cotton seed,ha,1922,15619,australia,cottonseed,area,1,51,9,17
australia,cotton seed,ha,1923,16801,australia,cottonseed,area,1,51,9,17
australia,cotton seed,ha,1924,20337,australia,cottonseed,area,1,53,9,17
australia,cotton seed,ha,1925,15681,australia,cottonseed,area,1,38,9,17
australia,cotton seed,ha,1925-1929,7419,australia: queensland,cottonseed,area,1,82,8,17
australia,cotton seed,ha,1928-1932,13000,australia,cottonseed,area,1,75,9,17
australia,cotton seed,ha,1930,9086,australia: queensland,cottonseed,area,1,78,8,17
australia,cotton seed,ha,1931,12138,australia: queensland,cottonseed,area,1,79,8,17
australia,cotton seed,ha,1932,27600,australia: queensland,cottonseed,area,1,69,8,17
australia,cotton seed,ha,1934-1938,22000,australia: queensland,cottonseed,area,1,66,8,17
australia,cotton seed,ha,1936,21000,australia,cottonseed,area,1,68,9,17
australia,cotton seed,ha,1937,24000,australia,cottonseed,area,1,60,9,17
australia,cotton seed,ha,1938,25000,australia,cottonseed,area,1,37,9,17
australia,cotton seed,ha,1940,23000,australia: queensland,cottonseed,area,1,56,8,17
australia,cotton seed,ha,1942,16000,australia: queensland,cottonseed,area,1,53,8,17
australia,cotton seed,ha,1943,6000,australia: queensland,cottonseed,area,1,56,8,17
australia,cotton seed,tonnes,1922,3977,australia,cottonseed,production,1,61,6,18
australia,cotton seed,tonnes,1923,5078,australia,cottonseed,production,1,63,6,18
australia,cotton seed,tonnes,1924,7292,australia,cottonseed,production,1,62,6,18
australia,cotton seed,tonnes,1925,3171,australia,cottonseed,production,1,40,6,18
australia,cotton seed,tonnes,1925-1929,3230,australia: queensland,cottonseed,production,1,92,12,18
australia,cotton seed,tonnes,1928-1932,3700,australia,cottonseed,production,1,85,6,18
australia,cotton seed,tonnes,1930,4610,australia: queensland,cottonseed,production,1,85,12,18
australia,cotton seed,tonnes,1931,1900,australia: queensland,cottonseed,production,1,84,12,18
australia,cotton seed,tonnes,1932,5360,australia: queensland,cottonseed,production,1,76,12,18
australia,cotton seed,tonnes,1933,8060,australia: queensland,cottonseed,production,1,142,12,18
australia,cotton seed,tonnes,1934,5700,australia,cottonseed,production,1,66,6,18
australia,cotton seed,tonnes,1934-1938,4600,australia: queensland,cottonseed,production,1,77,12,18
australia,cotton seed,tonnes,1939,3300,australia: queensland,cottonseed,production,1,68,12,18
australia,cotton seed,tonnes,1940,4600,australia: queensland,cottonseed,production,1,71,12,18
australia,cotton seed,tonnes,1941,3900,australia: queensland,cottonseed,production,1,67,12,18
australia,cotton seed,tonnes,1942,2700,australia: queensland,cottonseed,production,1,65,12,18
australia,cotton seed,tonnes,1943,2400,australia: queensland,cottonseed,production,1,65,12,18
australia,cotton seed,tonnes,1945,400,australia: queensland,cottonseed,production,1,50,12,18
australia,grapes,ha,1909,21128,australia,vineyards,area,8,23,19,19
australia,grapes,ha,1909-1913,24398,australia,grapes,area,8,13,19,19
australia,grapes,ha,1910,20975,australia,vineyards,area,8,27,19,19
australia,grapes,ha,1911,20392,australia,vineyards,area,8,30,19,19
australia,grapes,ha,1912,20929,australia,vineyards,area,8,29,19,19
australia,grapes,ha,1913,20544,australia,vineyards,area,8,28,19,19
australia,grapes,ha,1914,20437,australia,vineyards,area,8,32,19,19
australia,grapes,ha,1915,20790,australia,vineyards,area,8,32,19,19
australia,grapes,ha,1916,21356,australia,vineyards,area,8,31,19,19
australia,grapes,ha,1917,21773,australia,vineyards,area,8,28,19,19
australia,grapes,ha,1918,22616,australia,vineyards,area,8,28,19,19
australia,grapes,ha,1919,23928,australia,vineyards,area,8,24,19,19
australia,grapes,ha,1922,42684,australia,grapes,area,8,11,19,19
australia,grapes,ha,1923,45716,australia,grapes,area,8,11,19,19
australia,grapes,ha,1925-1929,2920,australia,grapes: table,area,8,37,19,19
australia,grapes,ha,1930,2890,australia,grapes: table,area,8,36,19,19
australia,grapes,ha,1931,2944,australia,grapes: table,area,8,39,19,19
australia,grapes,ha,1932,2993,australia,grapes: table,area,8,38,19,19
australia,grapes,ha,1944,4000,australia,"vineyards: grapes, raisins",area,8,46,19,19
australia,grapes,tonnes,1909,77565,australia,vineyards: grapes,production,8,12,30,30
australia,grapes,tonnes,1909-1913,88521.7,australia,grapes,production,8,17,30,30
australia,grapes,tonnes,1910,85924,australia,vineyards: grapes,production,8,12,30,30
australia,grapes,tonnes,1911,88356.5,australia,vineyards: grapes,production,8,12,30,30
australia,grapes,tonnes,1912,95937.2,australia,vineyards: grapes,production,8,14,30,30
australia,grapes,tonnes,1913,94825.6,australia,vineyards: grapes,production,8,12,30,30
australia,grapes,tonnes,1914,65649.8,australia,vineyards: grapes,production,8,15,30,30
australia,grapes,tonnes,1915,115304.1,australia,vineyards: grapes,production,8,15,30,30
australia,grapes,tonnes,1916,100318.4,australia,vineyards: grapes,production,8,16,30,30
australia,grapes,tonnes,1917,101794.7,australia,vineyards: grapes,production,8,15,30,30
australia,grapes,tonnes,1918,124158.9,australia,vineyards: grapes,production,8,15,30,30
australia,grapes,tonnes,1919,140727.6,australia,vineyards: grapes,production,8,12,30,30
australia,grapes,tonnes,1922,204757.9,australia,grapes,production,8,17,30,30
australia,grapes,tonnes,1923,279452.5,australia,grapes,production,8,16,30,30
australia,grapes,tonnes,1925-1929,13124.7,australia,grapes: table,production,8,45,30,30
australia,grapes,tonnes,1928-1932,13900,australia,"vineyards: grapes, raisins",production,8,118,30,30
australia,grapes,tonnes,1930,13485,australia,grapes: table,production,8,40,30,30
australia,grapes,tonnes,1931,13242.1,australia,grapes: table,production,8,42,30,30
australia,grapes,tonnes,1932,15454.1,australia,grapes: table,production,8,44,30,30
australia,grapes,tonnes,1933,13900,australia,"vineyards: grapes, raisins",production,8,146,30,30
australia,grapes,tonnes,1934,12700,australia,"vineyards: grapes, raisins",production,8,119,30,30
australia,grapes,tonnes,1934-1938,14300,australia,"vineyards: grapes, raisins",production,8,138,30,30
australia,grapes,tonnes,1935,14200,australia,"vineyards: grapes, raisins",production,8,121,30,30
australia,grapes,tonnes,1937,15500,australia,"vineyards: grapes, raisins",production,8,105,30,30
australia,grapes,tonnes,1939,14000,australia,"vineyards: grapes, raisins",production,8,81,30,30
australia,grapes,tonnes,1940,16000,australia,"vineyards: grapes, raisins",production,8,71,30,30
australia,grapes,tonnes,1941,15100,australia,"vineyards: grapes, raisins",production,8,70,30,30
australia,grapes,tonnes,1942,16600,australia,"vineyards: grapes, raisins",production,8,69,30,30
australia,grapes,tonnes,1943,16700,australia,"vineyards: grapes, raisins",production,8,70,30,30
australia,grapes,tonnes,1944,15900,australia,"vineyards: grapes, raisins",production,8,65,30,30
australia,sugar raw centrifugal,tonnes,1909,151791.3,australia,sugar: cane,production,3,55,36,37
australia,sugar raw centrifugal,tonnes,1909-1913,922.5,australia,sugar: beet,production,3,64,36,37
australia,sugar raw centrifugal,tonnes,1910,234575.8,australia,sugar: cane,production,3,58,36,37
australia,sugar raw centrifugal,tonnes,1911,193658.5,australia,sugar: cane,production,3,60,36,37
australia,sugar raw centrifugal,tonnes,1912,131961.1,australia,sugar: cane,production,3,59,36,37
australia,sugar raw centrifugal,tonnes,1913,922.5,australia,sugar: beet,production,3,61,36,37
australia,sugar raw centrifugal,tonnes,1914,1094.2,australia,sugar: beet,production,3,60,36,37
australia,sugar raw centrifugal,tonnes,1915,569,australia,sugar: beet,production,3,60,36,37
australia,sugar raw centrifugal,tonnes,1916,1979.3,australia,sugar: beet,production,3,61,36,37
australia,sugar raw centrifugal,tonnes,1917,1676.5,australia,sugar: beet,production,3,55,36,37
australia,sugar raw centrifugal,tonnes,1918,1283.3,australia,sugar: beet,production,3,57,36,37
australia,sugar raw centrifugal,tonnes,1919,1575.9,australia,sugar: beet,production,3,56,36,37
australia,sugar raw centrifugal,tonnes,1920,165615.7,australia,sugar: cane,production,3,50,36,37
australia,sugar raw centrifugal,tonnes,1921,297700,australia,sugar: cane,production,3,30,36,37
australia,sugar raw centrifugal,tonnes,1922,2828.7,australia,sugar: beet,production,3,68,36,37
australia,sugar raw centrifugal,tonnes,1923,3555.1,australia,sugar: beet,production,3,66,36,37
australia,sugar raw centrifugal,tonnes,1924,3065.4,australia,sugar: beet,production,3,67,36,37
australia,sugar raw centrifugal,tonnes,1925,537211.5,australia administered islands,"sugar: cane, unrefined",production,3,56,1,37
australia,sugar raw centrifugal,tonnes,1925-1929,511802.8,australia,sugar: cane,production,3,96,36,37
australia,sugar raw centrifugal,tonnes,1928-1932,524800,australia,sugar: cane,production,3,99,36,37
australia,sugar raw centrifugal,tonnes,1930,544219.2,australia,sugar: cane,production,3,94,36,37
australia,sugar raw centrifugal,tonnes,1931,613423.1,australia,sugar: cane,production,3,95,36,37
australia,sugar raw centrifugal,tonnes,1932,539874.5,australia,sugar: cane,production,3,92,36,37
australia,sugar raw centrifugal,tonnes,1933,65128.6,australia,sugar: cane,production,3,182,36,37
australia,sugar raw centrifugal,tonnes,1934,611800,australia,sugar: cane,production,3,94,36,37
australia,sugar raw centrifugal,tonnes,1934-1938,4400,australia,sugar: beet,production,3,101,36,37
australia,sugar raw centrifugal,tonnes,1935,617500,australia,sugar: cane,production,3,94,36,37
australia,sugar raw centrifugal,tonnes,1936,747700,australia,sugar: cane,production,3,94,36,37
australia,sugar raw centrifugal,tonnes,1937,772100,australia,sugar: cane,production,3,85,36,37
australia,sugar raw centrifugal,tonnes,1938,783200,australia,sugar: cane,production,3,71,36,37
australia,sugar raw centrifugal,tonnes,1939,6400,australia,sugar: beet,production,3,96,36,37
australia,sugar raw centrifugal,tonnes,1940,3300,australia,sugar: beet,production,3,95,36,37
australia,sugar raw centrifugal,tonnes,1941,2800,australia,sugar: beet,production,3,91,36,37
australia,sugar raw centrifugal,tonnes,1942,700,australia,sugar: beet,production,3,88,36,37
australia,sugar raw centrifugal,tonnes,1943,700,australia,sugar: beet,production,3,88,36,37
australia,sugar raw centrifugal,tonnes,1944,611300,australia,sugar: cane,production,3,84,36,37
australia,sugar raw centrifugal,tonnes,1945,545600,australia,sugar: cane,production,3,66,36,37
austria,fertilizer mixed,tonnes,1909,10300,austria-hungary,fertilizers: copper(ii) sulfate,production,3,15,6,10
austria,fertilizer mixed,tonnes,1910,11800,austria-hungary,fertilizers: copper(ii) sulfate,production,3,16,6,10
austria,fertilizer mixed,tonnes,1911,14100,austria-hungary,fertilizers: copper(ii) sulfate,production,3,17,6,10
austria,fertilizer mixed,tonnes,1912,15200,austria-hungary,fertilizers: copper(ii) sulfate,production,3,17,6,10
austria,fertilizer mixed,tonnes,1913,15400,austria-hungary,fertilizers: copper(ii) sulfate,production,3,17,6,10
austria,fertilizer mixed,tonnes,1914,897,austria-hungary,fertilizers: copper(ii) sulfate,production,3,17,6,10
austria,fertilizer mixed,tonnes,1925-1929,1130,austria,fertilizers: copper(ii) sulfate,production,3,36,4,10
austria,fertilizer mixed,tonnes,1930,1147,austria,fertilizers: copper(ii) sulfate,production,3,34,4,10
austria,fertilizer mixed,tonnes,1931,1330,austria,fertilizers: copper(ii) sulfate,production,3,34,4,10
austria,fertilizer mixed,tonnes,1932,525,austria,fertilizers: copper(ii) sulfate,production,3,32,4,10
austria,p,tonnes,1909,299000,austria-hungary,fertilizers: calcium superphosphate,production,6,37,8,13
austria,p,tonnes,1910,347100,austria-hungary,fertilizers: calcium superphosphate,production,6,39,8,13
austria,p,tonnes,1911,367300,austria-hungary,fertilizers: calcium superphosphate,production,6,39,8,13
austria,p,tonnes,1912,397300,austria-hungary,fertilizers: calcium superphosphate,production,6,41,8,13
austria,p,tonnes,1913,400000,austria-hungary,fertilizers: calcium superphosphate,production,6,42,8,13
austria,p,tonnes,1914,39900,austria-hungary,slag: dephosphorization,production,6,36,8,13
austria,p,tonnes,1915,60420,austria-hungary,slag: dephosphorization,production,6,36,8,13
austria,p,tonnes,1916,85428,austria-hungary,slag: dephosphorization,production,6,35,8,13
austria,p,tonnes,1925-1929,38512,austria,fertilizers: calcium superphosphate,production,6,79,5,13
austria,p,tonnes,1930,41054,austria,fertilizers: calcium superphosphate,production,6,79,5,13
austria,p,tonnes,1931,31200,austria,fertilizers: calcium superphosphate,production,6,78,5,13
austria,p,tonnes,1932,31600,austria,fertilizers: calcium superphosphate,production,6,78,5,13
austria,p,tonnes,1933,41800,austria,fertilizers: calcium superphosphate,production,6,157,5,13
brunei darussalam,rubber natural,ha,1934-1938,6200,british brunei,rubber,area,1,37,4,4
brunei darussalam,rubber natural,ha,1939,6100,british brunei,rubber,area,1,28,4,4
brunei darussalam,rubber natural,ha,1940,6400,british brunei,rubber,area,1,32,4,4
brunei darussalam,rubber natural,ha,1945,1500,british brunei,rubber,area,1,17,4,4
burundi,cotton lint,tonnes,1925-1929,64,belgian ruanda-urundi,cotton,production,2,92,6,6
burundi,cotton lint,tonnes,1930,99.4,belgian ruanda-urundi,cotton,production,2,85,6,6
burundi,cotton lint,tonnes,1931,219.4,belgian ruanda-urundi,cotton,production,2,84,6,6
burundi,cotton lint,tonnes,1932,261,belgian ruanda-urundi,cotton,production,2,76,6,6
burundi,cotton lint,tonnes,1933,541.4,belgian ruanda-urundi,cotton,production,2,143,6,6
burundi,cotton lint,tonnes,1934-1938,700,belgian ruanda-urundi,cotton: ginned,production,2,76,6,6
cameroon,rubber natural,ha,1934-1938,7100,french cameroon,rubber,area,1,37,8,8
cameroon,rubber natural,ha,1939,7500,french cameroon,rubber,area,1,28,8,8
cameroon,rubber natural,ha,1940,7200,french cameroon,rubber,area,1,32,8,8
cameroon,rubber natural,ha,1941,6700,french cameroon,rubber,area,1,15,8,8
cameroon,rubber natural,ha,1942,6300,french cameroon,rubber,area,1,14,8,8
cameroon,rubber natural,ha,1943,6100,french cameroon,rubber,area,1,12,8,8
cameroon,rubber natural,ha,1944,8100,french cameroon,rubber,area,1,15,8,8
cameroon,rubber natural,ha,1945,8200,french cameroon,rubber,area,1,17,8,8
"china, mainland",groundnuts with shell,ha,1909-1913,2663,japan: kwantung leased territory,groundnut,area,1,22,10,13
"china, mainland",groundnuts with shell,ha,1922,7271,japan: kwantung leased territory,groundnut,area,1,37,10,13
"china, mainland",groundnuts with shell,ha,1923,9528,japan: kwantung leased territory,groundnut,area,1,38,10,13
"china, mainland",groundnuts with shell,ha,1924,20296,japan: kwantung leased territory,groundnut,area,1,35,10,13
"china, mainland",groundnuts with shell,ha,1925-1929,29348,japan: kwantung leased territory,groundnut,area,1,60,10,13
"china, mainland",groundnuts with shell,ha,1928-1932,34000,japan: kwantung leased territory,groundnut,area,1,61,10,13
"china, mainland",groundnuts with shell,ha,1930,36504,japan: kwantung leased territory,groundnut,area,1,56,10,13
"china, mainland",groundnuts with shell,ha,1931,32917,japan: kwantung leased territory,groundnut,area,1,56,10,13
"china, mainland",groundnuts with shell,ha,1932,34130,japan: kwantung leased territory,groundnut,area,1,56,10,13
"china, mainland",groundnuts with shell,ha,1933,34600,japan: kwantung leased territory,groundnut,area,1,105,10,13
"china, mainland",groundnuts with shell,ha,1943,1540000,china,groundnut,area,1,42,3,13
"china, mainland",groundnuts with shell,ha,1944,1571000,china,groundnut,area,1,41,3,13
"china, mainland",groundnuts with shell,ha,1945,1575000,china,groundnut,area,1,36,3,13
"china, mainland",sesame seed,tonnes,1909-1913,132892.9,china,sesame,production,1,16,9,9
"china, mainland",sesame seed,tonnes,1922,76035.7,china,sesame,production,1,24,9,9
"china, mainland",sesame seed,tonnes,1923,116455.4,china,sesame,production,1,25,9,9
"china, mainland",sesame seed,tonnes,1924,56474.6,china,sesame,production,1,23,9,9
"china, mainland",sesame seed,tonnes,1935,762800,china,sesame,production,1,36,9,9
"china, mainland",sesame seed,tonnes,1936,865000,china,sesame,production,1,35,9,9
"china, mainland",sesame seed,tonnes,1941,370000,china,sesame,production,1,29,9,9
"china, mainland",sesame seed,tonnes,1942,310000,china,sesame,production,1,28,9,9
"china, mainland",sesame seed,tonnes,1945,410000,china,sesame,production,1,23,9,9
"china, mainland",soybeans,ha,1939,4160000,china: manchuria,soybean,area,1,16,2,5
"china, mainland",soybeans,ha,1940,3830000,china: manchuria,soybean,area,1,16,2,5
"china, mainland",soybeans,ha,1943,4870000,china,soybean,area,1,15,3,5
"china, mainland",soybeans,ha,1944,4910000,china,soybean,area,1,14,3,5
"china, mainland",soybeans,ha,1945,4820000,china,soybean,area,1,13,3,5
"china, mainland",soybeans,tonnes,1942,3030000,china: manchuria,soybean,production,1,17,1,2
"china, mainland",soybeans,tonnes,1944,5170000,china,soybean,production,1,16,1,2
cyprus,grapes,ha,1909-1913,18502,british cyprus,grapes,area,8,13,27,27
cyprus,grapes,ha,1911,18858,british cyprus,vineyards,area,8,30,27,27
cyprus,grapes,ha,1912,18804,british cyprus,vineyards,area,8,29,27,27
cyprus,grapes,ha,1913,18872,british cyprus,vineyards,area,8,28,27,27
cyprus,grapes,ha,1914,18940,british cyprus,vineyards,area,8,32,27,27
cyprus,grapes,ha,1915,19076,british cyprus,vineyards,area,8,32,27,27
cyprus,grapes,ha,1916,19349,british cyprus,vineyards,area,8,31,27,27
cyprus,grapes,ha,1918,18196,british cyprus,vineyards,area,8,28,27,27
cyprus,grapes,ha,1919,19503,british cyprus,vineyards,area,8,24,27,27
cyprus,grapes,ha,1920,20920,british cyprus,vineyards,area,8,22,27,27
cyprus,grapes,ha,1921,19251,british cyprus,vineyards,area,8,17,27,27
cyprus,grapes,ha,1922,22018,british cyprus,grapes,area,8,11,27,27
cyprus,grapes,ha,1923,32278,british cyprus,grapes,area,8,11,27,27
cyprus,grapes,ha,1924,35698,british cyprus,grapes,area,8,11,27,27
cyprus,grapes,ha,1925,35207,british cyprus,grapes,area,8,8,27,27
cyprus,grapes,ha,1925-1929,36086,british cyprus,grapes: table,area,8,37,27,27
cyprus,grapes,ha,1930,45266,british cyprus,grapes: table,area,8,36,27,27
cyprus,grapes,ha,1931,47315,british cyprus,grapes: table,area,8,39,27,27
cyprus,grapes,ha,1932,47643,british cyprus,grapes: table,area,8,38,27,27
cyprus,grapes,ha,1933,47871,british cyprus,grapes: table,area,8,63,27,27
cyprus,grapes,ha,1938,50000,british cyprus,vineyards: all,area,8,19,27,27
cyprus,grapes,ha,1940,51000,british cyprus,vineyards: all,area,8,64,27,27
cyprus,grapes,ha,1941,52000,british cyprus,vineyards: all,area,8,52,27,27
cyprus,grapes,ha,1942,52000,british cyprus,vineyards: all,area,8,53,27,27
cyprus,grapes,ha,1943,52000,british cyprus,vineyards: all,area,8,54,27,27
cyprus,grapes,ha,1944,53000,british cyprus,vineyards: all,area,8,46,27,27
cyprus,grapes,ha,1945,54000,british cyprus,vineyards: all,area,8,34,27,27
cyprus,grapes,tonnes,1909,35923.9,british cyprus,vineyards: grapes,production,8,12,31,31
cyprus,grapes,tonnes,1909-1913,31263,british cyprus,grapes,production,8,17,31,31
cyprus,grapes,tonnes,1910,34411.4,british cyprus,vineyards: grapes,production,8,12,31,31
cyprus,grapes,tonnes,1911,26055.6,british cyprus,vineyards: grapes,production,8,12,31,31
cyprus,grapes,tonnes,1912,28660.9,british cyprus,vineyards: grapes,production,8,14,31,31
cyprus,grapes,tonnes,1918,30923.2,british cyprus,vineyards: grapes,production,8,15,31,31
cyprus,grapes,tonnes,1919,32811.6,british cyprus,vineyards: grapes,production,8,12,31,31
cyprus,grapes,tonnes,1920,13494.9,british cyprus,vineyards: grapes,production,8,5,31,31
cyprus,grapes,tonnes,1921,16213.1,british cyprus,vineyards: grapes,production,8,6,31,31
cyprus,grapes,tonnes,1922,41160.1,british cyprus,grapes,production,8,17,31,31
cyprus,grapes,tonnes,1923,52702.7,british cyprus,grapes,production,8,16,31,31
cyprus,grapes,tonnes,1924,43182,british cyprus,grapes,production,8,13,31,31
cyprus,grapes,tonnes,1925,62386.5,british cyprus,grapes,production,8,11,31,31
cyprus,grapes,tonnes,1925-1929,46987.3,british cyprus,grapes: table,production,8,45,31,31
cyprus,grapes,tonnes,1928-1932,17300,british cyprus,"vineyards: grapes, raisins",production,8,118,31,31
cyprus,grapes,tonnes,1930,41912,british cyprus,grapes: table,production,8,40,31,31
cyprus,grapes,tonnes,1931,35600,british cyprus,grapes: table,production,8,42,31,31
cyprus,grapes,tonnes,1932,63503,british cyprus,grapes: table,production,8,44,31,31
cyprus,grapes,tonnes,1933,18700,british cyprus,"vineyards: grapes, raisins",production,8,146,31,31
cyprus,grapes,tonnes,1934,17400,british cyprus,"vineyards: grapes, raisins",production,8,119,31,31
cyprus,grapes,tonnes,1934-1938,16300,british cyprus,"vineyards: grapes, raisins",production,8,138,31,31
cyprus,grapes,tonnes,1935,21700,british cyprus,"vineyards: grapes, raisins",production,8,121,31,31
cyprus,grapes,tonnes,1936,16600,british cyprus,"vineyards: grapes, raisins",production,8,115,31,31
cyprus,grapes,tonnes,1937,13400,british cyprus,"vineyards: grapes, raisins",production,8,105,31,31
cyprus,grapes,tonnes,1938,9100,british cyprus,"vineyards: grapes, raisins",production,8,57,31,31
cyprus,grapes,tonnes,1939,4400,british cyprus,"vineyards: grapes, raisins",production,8,81,31,31
cyprus,grapes,tonnes,1940,7700,british cyprus,"vineyards: grapes, raisins",production,8,71,31,31
cyprus,grapes,tonnes,1941,6600,british cyprus,"vineyards: grapes, raisins",production,8,70,31,31
cyprus,grapes,tonnes,1942,3000,british cyprus,"vineyards: grapes, raisins",production,8,69,31,31
cyprus,grapes,tonnes,1943,8400,british cyprus,"vineyards: grapes, raisins",production,8,70,31,31
cyprus,grapes,tonnes,1945,9300,british cyprus,"vineyards: grapes, raisins",production,8,46,31,31
cyprus,lemons and limes,tonnes,1928-1932,1200,british cyprus,citrus fruits: lemons,production,2,21,4,6
cyprus,lemons and limes,tonnes,1931,1585,british cyprus,citrus fruits: lemons,production,2,19,4,6
cyprus,lemons and limes,tonnes,1932,820,british cyprus,citrus fruits: lemons,production,2,18,4,6
cyprus,lemons and limes,tonnes,1933,1277,british cyprus,citrus fruits: lemons,production,2,29,4,6
cyprus,lemons and limes,tonnes,1935,1400,union of south africa,citrus fruits: lemons,production,2,24,1,6
cyprus,lemons and limes,tonnes,1943,2700,turkey,citrus fruits: lemons,production,2,14,1,6
czech republic,flax fibre and tow,tonnes,1919,7657.1,czechoslovakia,flax: fibre,production,3,44,25,25
czech republic,flax fibre and tow,tonnes,1920,13077.2,czechoslovakia,flax: fibre,production,3,43,25,25
czech republic,flax fibre and tow,tonnes,1921,10280,czechoslovakia,flax: fibre,production,3,30,25,25
czech republic,flax fibre and tow,tonnes,1922,12578.9,czechoslovakia,flax: fibre,production,3,58,25,25
czech republic,flax fibre and tow,tonnes,1923,12871.6,czechoslovakia,flax: fibre,production,3,55,25,25
czech republic,flax fibre and tow,tonnes,1924,12268.1,czechoslovakia,flax: fibre,production,3,53,25,25
czech republic,flax fibre and tow,tonnes,1925,13669.8,czechoslovakia,flax: fibre,production,3,47,25,25
czech republic,flax fibre and tow,tonnes,1925-1929,10779.4,czechoslovakia,flax: fibre,production,3,79,25,25
czech republic,flax fibre and tow,tonnes,1928-1932,5100,czechoslovakia,linseed,production,3,76,25,25
czech republic,flax fibre and tow,tonnes,1930,5813.1,czechoslovakia,flax: fibre,production,3,74,25,25
czech republic,flax fibre and tow,tonnes,1931,3388,czechoslovakia,flax: fibre,production,3,74,25,25
czech republic,flax fibre and tow,tonnes,1932,3285.4,czechoslovakia,flax: fibre,production,3,74,25,25
czech republic,flax fibre and tow,tonnes,1933,3597.3,czechoslovakia,flax: fibre,production,3,146,25,25
czech republic,flax fibre and tow,tonnes,1934,4300,czechoslovakia,linseed,production,3,76,25,25
czech republic,flax fibre and tow,tonnes,1934-1938,1986600,czechoslovakia,linseed,production,3,88,25,25
czech republic,flax fibre and tow,tonnes,1935,5700,czechoslovakia,linseed,production,3,77,25,25
czech republic,flax fibre and tow,tonnes,1936,7300,czechoslovakia,linseed,production,3,73,25,25
czech republic,flax fibre and tow,tonnes,1937,9000,czechoslovakia,linseed,production,3,72,25,25
czech republic,flax fibre and tow,tonnes,1939,10000,czechoslovakia,linseed,production,3,73,25,25
czech republic,flax fibre and tow,tonnes,1940,23500,czechoslovakia,linseed,production,3,62,25,25
czech republic,flax fibre and tow,tonnes,1941,21500,czechoslovakia,linseed,production,3,64,25,25
czech republic,flax fibre and tow,tonnes,1942,22100,czechoslovakia,linseed,production,3,63,25,25
czech republic,flax fibre and tow,tonnes,1943,12400,czechoslovakia,linseed,production,3,66,25,25
czech republic,flax fibre and tow,tonnes,1944,16100,czechoslovakia,linseed,production,3,61,25,25
czech republic,flax fibre and tow,tonnes,1945,7100,czechoslovakia,linseed,production,3,62,25,25
czech republic,wheat,ha,1922,18000,czechoslovakia,meslin,area,2,28,19,19
czech republic,wheat,ha,1923,16866,czechoslovakia,meslin,area,2,29,19,19
czech republic,wheat,ha,1924,15776,czechoslovakia,meslin,area,2,29,19,19
czech republic,wheat,ha,1925,1615,czechoslovakia,meslin,area,2,30,19,19
czech republic,wheat,ha,1925-1929,294,czechoslovakia,spelt,area,2,31,19,19
czech republic,wheat,ha,1928-1932,9000,czechoslovakia,spelt,area,2,32,19,19
czech republic,wheat,ha,1930,239,czechoslovakia,spelt,area,2,30,19,19
czech republic,wheat,ha,1931,607,czechoslovakia,spelt,area,2,30,19,19
czech republic,wheat,ha,1932,829,czechoslovakia,spelt,area,2,31,19,19
czech republic,wheat,ha,1933,440,czechoslovakia,spelt,area,2,63,19,19
czech republic,wheat,ha,1934-1938,6000,czechoslovakia,meslin,area,2,31,19,19
czech republic,wheat,ha,1935,6000,czechoslovakia,spelt,area,2,32,19,19
czech republic,wheat,ha,1936,6000,czechoslovakia,spelt,area,2,29,19,19
czech republic,wheat,ha,1937,6000,czechoslovakia,spelt,area,2,29,19,19
