layer_b_label,item,unit,when,value,raw_label,raw_product,variable,n_products_searched,n_raw_rows_in_cell,cells_for_this_label,cells_in_series
syrian arab republic,eggs hen in shell,tonnes,1935,9702,french syria and lebanon,eggs,production,1,39,8,15
syrian arab republic,eggs hen in shell,tonnes,1936,15631,french syria and lebanon,eggs,production,1,37,8,15
syrian arab republic,eggs hen in shell,tonnes,1937,16116.1,french syria and lebanon,eggs,production,1,39,8,15
syrian arab republic,eggs hen in shell,tonnes,1938,15954.4,french syria and lebanon,eggs,production,1,18,8,15
syrian arab republic,eggs hen in shell,tonnes,1939,5390,french syria,eggs,production,1,27,7,15
syrian arab republic,eggs hen in shell,tonnes,1940,6575.8,french syria,eggs,production,1,20,7,15
syrian arab republic,eggs hen in shell,tonnes,1941,4958.8,french syria,eggs,production,1,21,7,15
syrian arab republic,eggs hen in shell,tonnes,1942,6090.7,french syria,eggs,production,1,23,7,15
syrian arab republic,eggs hen in shell,tonnes,1943,6521.9,french syria,eggs,production,1,23,7,15
syrian arab republic,eggs hen in shell,tonnes,1944,4851,french syria,eggs,production,1,25,7,15
syrian arab republic,grapes,ha,1925-1929,38659,french syria and lebanon,grapes: table,area,8,37,5,13
syrian arab republic,grapes,ha,1930,45000,french syria and lebanon,grapes: table,area,8,36,5,13
syrian arab republic,grapes,ha,1931,45645,french syria and lebanon,grapes: table,area,8,39,5,13
syrian arab republic,grapes,ha,1932,40720,french syria and lebanon,grapes: table,area,8,38,5,13
syrian arab republic,grapes,ha,1933,43590,french syria and lebanon,grapes: table,area,8,63,5,13
syrian arab republic,grapes,ha,1936,47000,french tunisia,vineyards: all,area,8,38,1,13
syrian arab republic,grapes,ha,1939,35000,french syria,vineyards: all,area,8,66,7,13
syrian arab republic,grapes,ha,1940,36000,french syria,vineyards: all,area,8,64,7,13
syrian arab republic,grapes,ha,1941,37000,french syria,vineyards: all,area,8,52,7,13
syrian arab republic,grapes,ha,1942,55000,french syria,vineyards: all,area,8,53,7,13
syrian arab republic,grapes,ha,1943,51000,french syria,vineyards: all,area,8,54,7,13
syrian arab republic,grapes,ha,1944,54000,french syria,vineyards: all,area,8,46,7,13
syrian arab republic,grapes,ha,1945,56000,french syria,vineyards: all,area,8,34,7,13
syrian arab republic,hempseed,tonnes,1922,1444,french syria,hempseed,production,1,12,7,11
syrian arab republic,hempseed,tonnes,1924,1472,french syria,hempseed,production,1,11,7,11
syrian arab republic,hempseed,tonnes,1925-1929,643.2,french syria,hempseed,production,1,20,7,11
syrian arab republic,hempseed,tonnes,1930,400,french syria,hempseed,production,1,18,7,11
syrian arab republic,hempseed,tonnes,1931,350,french syria,hempseed,production,1,18,7,11
syrian arab republic,hempseed,tonnes,1932,380,french syria,hempseed,production,1,18,7,11
syrian arab republic,hempseed,tonnes,1933,270,french syria,hempseed,production,1,37,7,11
syrian arab republic,hempseed,tonnes,1934,200,french syria and lebanon,hempseed,production,1,19,4,11
syrian arab republic,hempseed,tonnes,1936,400,french syria and lebanon,hempseed,production,1,20,4,11
syrian arab republic,hempseed,tonnes,1937,900,french syria and lebanon,hempseed,production,1,18,4,11
syrian arab republic,hempseed,tonnes,1938,600,french syria and lebanon,hempseed,production,1,15,4,11
syrian arab republic,olives,ha,1922,34000,french syria and lebanon,olive grove,area,2,9,12,19
syrian arab republic,olives,ha,1925-1929,68862,french syria and lebanon,olive grove,area,2,11,12,19
syrian arab republic,olives,ha,1928-1932,76000,french syria and lebanon,olive grove,area,2,13,12,19
syrian arab republic,olives,ha,1930,75740,french syria and lebanon,olive grove,area,2,6,12,19
syrian arab republic,olives,ha,1931,77080,french syria and lebanon,olive grove,area,2,6,12,19
syrian arab republic,olives,ha,1932,77210,french syria and lebanon,olive grove,area,2,8,12,19
syrian arab republic,olives,ha,1933,77620,french syria and lebanon,olive grove,area,2,17,12,19
syrian arab republic,olives,ha,1934,79000,french syria and lebanon,olive grove,area,2,10,12,19
syrian arab republic,olives,ha,1934-1938,72000,french syria,olive grove,area,2,18,7,19
syrian arab republic,olives,ha,1935,87000,french syria and lebanon,olive grove,area,2,9,12,19
syrian arab republic,olives,ha,1936,89000,french syria and lebanon,olive grove,area,2,9,12,19
syrian arab republic,olives,ha,1937,90000,french syria and lebanon,olive grove,area,2,8,12,19
syrian arab republic,olives,ha,1938,92000,french syria and lebanon,olive grove,area,2,6,12,19
syrian arab republic,olives,ha,1939,59000,french syria,olive grove,area,2,7,7,19
syrian arab republic,olives,ha,1940,59000,french syria,olive grove,area,2,7,7,19
syrian arab republic,olives,ha,1941,59000,french syria,olive grove,area,2,7,7,19
syrian arab republic,olives,ha,1943,76000,french syria,olive grove,area,2,8,7,19
syrian arab republic,olives,ha,1944,76000,french syria,olive grove,area,2,7,7,19
syrian arab republic,olives,ha,1945,76000,french syria,olive grove,area,2,5,7,19
syrian arab republic,olives,tonnes,1922,73000,french syria and lebanon,olive grove,production,2,12,2,9
syrian arab republic,olives,tonnes,1924,72000,french syria and lebanon,olive grove,production,2,11,2,9
syrian arab republic,olives,tonnes,1939,15500,french syria,olive grove,production,2,21,7,9
syrian arab republic,olives,tonnes,1940,35000,french syria,olive grove,production,2,18,7,9
syrian arab republic,olives,tonnes,1941,1700,french syria,olive grove,production,2,18,7,9
syrian arab republic,olives,tonnes,1942,94500,french syria,olive grove,production,2,15,7,9
syrian arab republic,olives,tonnes,1943,78100,french syria,olive grove,production,2,16,7,9
syrian arab republic,olives,tonnes,1944,22200,french syria,olive grove,production,2,17,7,9
syrian arab republic,olives,tonnes,1945,15900,french syria,olive grove,production,2,12,7,9
syrian arab republic,sesame seed,ha,1922,130,french lebanon,sesame,area,1,18,4,16
syrian arab republic,sesame seed,ha,1923,100,french lebanon,sesame,area,1,20,4,16
syrian arab republic,sesame seed,ha,1924,200,french lebanon,sesame,area,1,18,4,16
syrian arab republic,sesame seed,ha,1925,200,french lebanon,sesame,area,1,11,4,16
syrian arab republic,sesame seed,ha,1925-1929,8012,french syria and lebanon,sesame,area,1,29,7,16
syrian arab republic,sesame seed,ha,1928-1932,4000,french syria and lebanon,sesame,area,1,31,7,16
syrian arab republic,sesame seed,ha,1930,4010,french syria and lebanon,sesame,area,1,28,7,16
syrian arab republic,sesame seed,ha,1931,3584,french syria and lebanon,sesame,area,1,29,7,16
syrian arab republic,sesame seed,ha,1932,2361,french syria and lebanon,sesame,area,1,25,7,16
syrian arab republic,sesame seed,ha,1933,3520,french syria and lebanon,sesame,area,1,55,7,16
syrian arab republic,sesame seed,ha,1938,6000,french syria and lebanon,sesame,area,1,16,7,16
syrian arab republic,sesame seed,ha,1939,6000,french syria,sesame,area,1,21,5,16
syrian arab republic,sesame seed,ha,1942,6000,french syria,sesame,area,1,19,5,16
syrian arab republic,sesame seed,ha,1943,6000,french syria,sesame,area,1,18,5,16
syrian arab republic,sesame seed,ha,1944,6000,french syria,sesame,area,1,18,5,16
syrian arab republic,sesame seed,ha,1945,7000,french syria,sesame,area,1,17,5,16
tanzania,cotton lint,ha,1909-1913,12317,british tanganyika,cotton,area,2,39,20,20
tanzania,cotton lint,ha,1910,7806,british tanganyika,cotton,area,2,30,20,20
tanzania,cotton lint,ha,1911,14212,british tanganyika,cotton,area,2,33,20,20
tanzania,cotton lint,ha,1912,14308,british tanganyika,cotton,area,2,30,20,20
tanzania,cotton lint,ha,1913,12041,british tanganyika,cotton,area,2,29,20,20
tanzania,cotton lint,ha,1921,12140,british tanganyika,cotton,area,2,20,20,20
tanzania,cotton lint,ha,1922,12140,british tanganyika,cotton,area,2,52,20,20
tanzania,cotton lint,ha,1924,27114,british tanganyika,cotton,area,2,54,20,20
tanzania,cotton lint,ha,1925,32820,british tanganyika,cotton,area,2,38,20,20
tanzania,cotton lint,ha,1925-1929,50670,british tanganyika,cotton,area,2,82,20,20
tanzania,cotton lint,ha,1930,45017,british tanganyika,cotton,area,2,78,20,20
tanzania,cotton lint,ha,1931,42800,british tanganyika,cotton,area,2,79,20,20
tanzania,cotton lint,ha,1934-1938,89000,british tanganyika,cotton: ginned,area,2,68,20,20
tanzania,cotton lint,ha,1939,125000,british tanganyika,cotton: ginned,area,2,59,20,20
tanzania,cotton lint,ha,1940,122000,british tanganyika,cotton: ginned,area,2,57,20,20
tanzania,cotton lint,ha,1941,124000,british tanganyika,cotton: ginned,area,2,54,20,20
tanzania,cotton lint,ha,1942,122000,british tanganyika,cotton: ginned,area,2,55,20,20
tanzania,cotton lint,ha,1943,82000,british tanganyika,cotton: ginned,area,2,57,20,20
tanzania,cotton lint,ha,1944,50000,british tanganyika,cotton: ginned,area,2,55,20,20
tanzania,cotton lint,ha,1945,58000,british tanganyika,cotton: ginned,area,2,45,20,20
tunisia,flax fibre and tow,ha,1914,2986,french tunisia,flax,area,3,31,8,8
tunisia,flax fibre and tow,ha,1915,2014,french tunisia,flax,area,3,31,8,8
tunisia,flax fibre and tow,ha,1916,2000,french tunisia,flax,area,3,33,8,8
tunisia,flax fibre and tow,ha,1917,2200,french tunisia,flax,area,3,30,8,8
tunisia,flax fibre and tow,ha,1918,2200,french tunisia,flax,area,3,32,8,8
tunisia,flax fibre and tow,ha,1919,3262,french tunisia,flax,area,3,33,8,8
tunisia,flax fibre and tow,ha,1920,3366,french tunisia,flax,area,3,35,8,8
tunisia,flax fibre and tow,ha,1921,3742,french tunisia,flax,area,3,31,8,8
tunisia,grapes,ha,1909,16131,french tunisia,vineyards,area,8,23,21,24
tunisia,grapes,ha,1910,15761,french tunisia,vineyards,area,8,27,21,24
tunisia,grapes,ha,1911,16257,french tunisia,vineyards,area,8,30,21,24
tunisia,grapes,ha,1912,17014,french tunisia,vineyards,area,8,29,21,24
tunisia,grapes,ha,1913,17942,french tunisia,vineyards,area,8,28,21,24
tunisia,grapes,ha,1914,17500,french tunisia,vineyards,area,8,32,21,24
tunisia,grapes,ha,1915,19166,french tunisia,vineyards,area,8,32,21,24
tunisia,grapes,ha,1916,20666,french tunisia,vineyards,area,8,31,21,24
tunisia,grapes,ha,1917,21309,french tunisia,vineyards,area,8,28,21,24
tunisia,grapes,ha,1918,22608,french tunisia,vineyards,area,8,28,21,24
tunisia,grapes,ha,1919,23246,french tunisia,vineyards,area,8,24,21,24
tunisia,grapes,ha,1920,23414,french tunisia,vineyards,area,8,22,21,24
tunisia,grapes,ha,1921,25540,french tunisia,vineyards,area,8,17,21,24
tunisia,grapes,ha,1925-1929,4000,french tunisia,grapes: table,area,8,37,21,24
tunisia,grapes,ha,1930,4000,french tunisia,grapes: table,area,8,36,21,24
tunisia,grapes,ha,1931,4000,french tunisia,grapes: table,area,8,39,21,24
tunisia,grapes,ha,1934,54000,french tunisia,vineyards: all,area,8,44,21,24
tunisia,grapes,ha,1936,47000,french tunisia,vineyards: all,area,8,38,21,24
tunisia,grapes,ha,1937,47000,french tunisia,vineyards: all,area,8,32,21,24
tunisia,grapes,ha,1938,46000,french tunisia,vineyards: all,area,8,19,21,24
tunisia,grapes,ha,1941,40000,austria,vineyards: all,area,8,52,1,24
tunisia,grapes,ha,1942,38000,france,"vineyards: grapes, raisins",area,8,53,1,24
tunisia,grapes,ha,1944,30000,total south hemisphere aggregated,"vineyards: grapes, raisins",area,8,46,1,24
tunisia,grapes,ha,1945,3000,french tunisia,"vineyards: grapes, raisins",area,8,34,21,24
tunisia,grapes,tonnes,1916,54000,french tunisia,vineyards: grapes,production,8,16,19,19
tunisia,grapes,tonnes,1917,51840,french tunisia,vineyards: grapes,production,8,15,19,19
tunisia,grapes,tonnes,1918,72972.7,french tunisia,vineyards: grapes,production,8,15,19,19
tunisia,grapes,tonnes,1921,34000,french tunisia,vineyards: grapes,production,8,6,19,19
tunisia,grapes,tonnes,1922,5200,french tunisia,"grapes: raisins, table",production,8,17,19,19
tunisia,grapes,tonnes,1923,5800,french tunisia,"grapes: raisins, table",production,8,16,19,19
tunisia,grapes,tonnes,1924,6000,french tunisia,"grapes: raisins, table",production,8,13,19,19
tunisia,grapes,tonnes,1925,5700,french tunisia,"grapes: raisins, table",production,8,11,19,19
tunisia,grapes,tonnes,1925-1929,5520,french tunisia,grapes: table,production,8,45,19,19
tunisia,grapes,tonnes,1928-1932,6000,french tunisia,"vineyards: grapes, raisins",production,8,118,19,19
tunisia,grapes,tonnes,1930,6000,french tunisia,grapes: table,production,8,40,19,19
tunisia,grapes,tonnes,1931,5500,french tunisia,grapes: table,production,8,42,19,19
tunisia,grapes,tonnes,1932,6000,french tunisia,grapes: table,production,8,44,19,19
tunisia,grapes,tonnes,1934,6000,french tunisia,"vineyards: grapes, raisins",production,8,119,19,19
tunisia,grapes,tonnes,1934-1938,2800,french tunisia,"vineyards: grapes, raisins",production,8,138,19,19
tunisia,grapes,tonnes,1935,6500,french tunisia,"vineyards: grapes, raisins",production,8,121,19,19
tunisia,grapes,tonnes,1936,2800,french tunisia,"vineyards: grapes, raisins",production,8,115,19,19
tunisia,grapes,tonnes,1938,15000,french tunisia,"vineyards: grapes, raisins",production,8,57,19,19
tunisia,grapes,tonnes,1945,5000,french tunisia,"vineyards: grapes, raisins",production,8,46,19,19
tunisia,oranges,tonnes,1925-1929,1434,french tunisia,citrus fruits: oranges,production,5,29,16,16
tunisia,oranges,tonnes,1928-1932,2500,french tunisia,citrus fruits: oranges,production,5,36,16,16
tunisia,oranges,tonnes,1930,3000,french tunisia,citrus fruits: oranges,production,5,26,16,16
tunisia,oranges,tonnes,1931,3500,french tunisia,citrus fruits: oranges,production,5,28,16,16
tunisia,oranges,tonnes,1932,2500,french tunisia,citrus fruits: oranges,production,5,27,16,16
tunisia,oranges,tonnes,1933,2500,french tunisia,citrus fruits: oranges,production,5,44,16,16
tunisia,oranges,tonnes,1934,2500,french tunisia,citrus fruits: oranges,production,5,36,16,16
tunisia,oranges,tonnes,1934-1938,10700,french tunisia,"citrus fruits: mandarins, oranges",production,5,38,16,16
tunisia,oranges,tonnes,1935,2200,french tunisia,citrus fruits: oranges,production,5,37,16,16
tunisia,oranges,tonnes,1936,10000,french tunisia,citrus fruits: oranges,production,5,33,16,16
tunisia,oranges,tonnes,1937,11500,french tunisia,citrus fruits: oranges,production,5,24,16,16
tunisia,oranges,tonnes,1940,23000,french tunisia,"citrus fruits: mandarins, oranges",production,5,23,16,16
tunisia,oranges,tonnes,1941,21500,french tunisia,"citrus fruits: mandarins, oranges",production,5,24,16,16
tunisia,oranges,tonnes,1942,11400,french tunisia,"citrus fruits: mandarins, oranges",production,5,23,16,16
tunisia,oranges,tonnes,1943,13000,french tunisia,"citrus fruits: mandarins, oranges",production,5,21,16,16
tunisia,oranges,tonnes,1945,11500,french tunisia,"citrus fruits: mandarins, oranges",production,5,11,16,16
turkey,grapes,tonnes,1928-1932,314600,turkey,"vineyards: grapes, raisins",production,8,118,15,15
turkey,grapes,tonnes,1931,317671,turkey,grapes: table,production,8,42,15,15
turkey,grapes,tonnes,1932,311577,turkey,grapes: table,production,8,44,15,15
turkey,grapes,tonnes,1933,700000,turkey,"vineyards: grapes, raisins",production,8,146,15,15
turkey,grapes,tonnes,1934,800000,turkey,"vineyards: grapes, raisins",production,8,119,15,15
turkey,grapes,tonnes,1934-1938,440000,turkey,"vineyards: grapes, raisins",production,8,138,15,15
turkey,grapes,tonnes,1935,567600,turkey,"vineyards: grapes, raisins",production,8,121,15,15
turkey,grapes,tonnes,1936,410000,turkey,"vineyards: grapes, raisins",production,8,115,15,15
turkey,grapes,tonnes,1937,350000,turkey,"vineyards: grapes, raisins",production,8,105,15,15
turkey,grapes,tonnes,1939,1195400,turkey,vineyards: all,production,8,81,15,15
turkey,grapes,tonnes,1940,942000,turkey,vineyards: all,production,8,71,15,15
turkey,grapes,tonnes,1941,868700,turkey,vineyards: all,production,8,70,15,15
turkey,grapes,tonnes,1942,951500,turkey,vineyards: all,production,8,69,15,15
turkey,grapes,tonnes,1943,1166800,turkey,vineyards: all,production,8,70,15,15
turkey,grapes,tonnes,1944,1379000,turkey,vineyards: all,production,8,65,15,15
turkey,hempseed,tonnes,1933,2400,turkey,hempseed,production,1,37,5,5
turkey,hempseed,tonnes,1934,5500,turkey,hempseed,production,1,19,5,5
turkey,hempseed,tonnes,1936,2200,turkey,hempseed,production,1,20,5,5
turkey,hempseed,tonnes,1937,2100,turkey,hempseed,production,1,18,5,5
turkey,hempseed,tonnes,1938,3200,turkey,hempseed,production,1,15,5,5
united kingdom,eggs hen in shell,tonnes,1939,23392.6,uk: scotland,eggs,production,1,27,1,1
united states of america,coffee green,ha,1910,61669,us puerto rico,coffee: raw,area,1,20,9,11
united states of america,coffee green,ha,1911,61053,us puerto rico,coffee: raw,area,1,22,9,11
united states of america,coffee green,ha,1913,68085,us puerto rico,coffee: raw,area,1,25,9,11
united states of america,coffee green,ha,1918,64311,us puerto rico,coffee: raw,area,1,18,9,11
united states of america,coffee green,ha,1922,65666,us puerto rico,coffee: raw,area,1,30,9,11
united states of america,coffee green,ha,1923,64904,us puerto rico,coffee: raw,area,1,29,9,11
united states of america,coffee green,ha,1924,2428,usa: hawaii,coffee: raw,area,1,28,1,11
united states of america,coffee green,ha,1925,65308,us puerto rico,coffee: raw,area,1,20,9,11
united states of america,coffee green,ha,1933,80900,us puerto rico,coffee: raw,area,1,63,9,11
united states of america,coffee green,ha,1934,60000,us puerto rico,coffee: raw,area,1,34,9,11
united states of america,coffee green,ha,1941,52000,british tanganyika,coffee: raw,area,1,28,1,11
united states of america,coffee green,tonnes,1913,22775.6,us puerto rico,coffee: raw,production,1,26,6,6
united states of america,coffee green,tonnes,1914,23190.1,us puerto rico,coffee: raw,production,1,28,6,6
united states of america,coffee green,tonnes,1918,12654.2,us puerto rico,coffee: raw,production,1,24,6,6
united states of america,coffee green,tonnes,1922,19699.4,us puerto rico,coffee: raw,production,1,43,6,6
united states of america,coffee green,tonnes,1923,10912,us puerto rico,coffee: raw,production,1,42,6,6
united states of america,coffee green,tonnes,1933,50.8,us puerto rico,coffee: raw,production,1,94,6,6
united states of america,cotton seed,ha,1923,15023307,usa,cottonseed,area,1,51,12,12
united states of america,cotton seed,ha,1924,16737978,usa,cottonseed,area,1,53,12,12
united states of america,cotton seed,ha,1925,18637189,usa,cottonseed,area,1,38,12,12
united states of america,cotton seed,ha,1932,14544100,usa,cottonseed,area,1,69,12,12
united states of america,cotton seed,ha,1933,12131800,usa,cottonseed,area,1,131,12,12
united states of america,cotton seed,ha,1934,10872000,usa,cottonseed,area,1,71,12,12
united states of america,cotton seed,ha,1934-1938,11493000,usa,cottonseed,area,1,66,12,12
united states of america,cotton seed,ha,1935,11133000,usa,cottonseed,area,1,72,12,12
united states of america,cotton seed,ha,1937,13607000,usa,cottonseed,area,1,60,12,12
united states of america,cotton seed,ha,1938,9813000,usa,cottonseed,area,1,37,12,12
united states of america,cotton seed,ha,1944,8097000,usa,cottonseed,area,1,52,12,12
united states of america,cotton seed,ha,1945,6977000,usa,cottonseed,area,1,45,12,12
united states of america,p,tonnes,1909,1089600,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,37,18,18
united states of america,p,tonnes,1910,2808024,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,39,18,18
united states of america,p,tonnes,1911,3453279,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,39,18,18
united states of america,p,tonnes,1912,3130280,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,41,18,18
united states of america,p,tonnes,1913,3248000,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,42,18,18
united states of america,p,tonnes,1914,3785495,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,36,18,18
united states of america,p,tonnes,1915,2532600,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,36,18,18
united states of america,p,tonnes,1916,2014196,usa,"fertilizers: phosphate, natural",production,6,35,18,18
united states of america,p,tonnes,1917,5300441,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,38,18,18
united states of america,p,tonnes,1918,5059787,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,36,18,18
united states of america,p,tonnes,1919,2377000,usa,"fertilizers: calcium superphosphate, mixed, unmixed",production,6,33,18,18
united states of america,p,tonnes,1920,4169839,usa,"fertilizers: phosphate, natural",production,6,29,18,18
united states of america,p,tonnes,1921,2454000,usa,"fertilizers: phosphate, natural",production,6,14,18,18
united states of america,p,tonnes,1925-1929,3498435,usa,"fertilizers: phosphate, natural",production,6,79,18,18
united states of america,p,tonnes,1930,4014760,usa,"fertilizers: phosphate, natural",production,6,79,18,18
united states of america,p,tonnes,1931,2618896,usa,"fertilizers: phosphate, natural",production,6,78,18,18
united states of america,p,tonnes,1932,1767106,usa,"fertilizers: phosphate, natural",production,6,78,18,18
united states of america,p,tonnes,1933,2346326,usa,"fertilizers: phosphate, natural",production,6,157,18,18
zimbabwe,cotton lint,tonnes,1922,0.4,british southern rhodesia,cotton,production,2,64,7,7
zimbabwe,cotton lint,tonnes,1923,230,british southern rhodesia,cotton,production,2,64,7,7
zimbabwe,cotton lint,tonnes,1924,801.3,british southern rhodesia,cotton,production,2,64,7,7
zimbabwe,cotton lint,tonnes,1925-1929,307,british southern rhodesia,cotton,production,2,92,7,7
zimbabwe,cotton lint,tonnes,1930,354.7,british southern rhodesia,cotton,production,2,85,7,7
zimbabwe,cotton lint,tonnes,1931,82.7,british southern rhodesia,cotton,production,2,84,7,7
zimbabwe,cotton lint,tonnes,1932,57.9,british southern rhodesia,cotton,production,2,76,7,7
