unit_kind,key,status,issue_id,evidence_hash,last_run,last_commit
polity,ETH-1907-1936,correct,,b2e6474d7e5350e4,2026-06-30,
polity,FCM-1920-1960,correct,,d428c0fe53ebef0e,2026-06-30,
polity,FRA-1800-1871,correct,,61701c5b0034b471,2026-06-30,
polity,FRA-1871-1919,correct,,,2026-06-30,
polity,FRIN-1816-1954,correct,,49349397d6931495,2026-06-30,
polity,GKM-1884-1912,correct,,6c88a12be6b6b623,2026-06-30,
polity,GKM-1912-1916,correct,,,2026-06-30,
polity,GRC-1830-1881,correct,,f4a8df1f163b490d,2026-06-30,
polity,GRC-1881-1913,correct,,,2026-06-30,
polity,GRC-1919-1947,correct,,8c6075fbd27c186d,2026-06-30,
polity,GRC-1947-2025,correct,,,2026-06-30,
polity,GUF-1946-2025,correct,,,2026-06-30,
polity,GUM-1898-1950,correct,,149ae4efe511a1b2,2026-06-30,
polity,GUM-1950-2025,correct,,149ae4efe511a1b2,2026-06-30,
polity,HUN-1800-1918,correct,,5f8992d2c482f018,2026-06-30,
polity,HUN-1920-1938,correct,,6125754e31fe5dcf,2026-06-30,
polity,HUN-1947-2025,correct,,98f0e994a768ea9d,2026-06-30,
polity,IDN-1800-1889,correct,,b2e6d4aa0faf40a8,2026-06-30,
polity,IDN-1945-1949,correct,,0db947821c3c347a,2026-06-30,
polity,IDN-1949-1969,correct,,65a7ca6f885a62ed,2026-06-30,
polity,IND-1800-1893,correct,,80cf65db016cd4dd,2026-06-30,
polity,IND-1893-1914,correct,,0f29b4424b99ffdd,2026-06-30,
polity,IND-1914-1937,correct,,9324a7bcbb410c52,2026-06-30,
polity,IND-1949-2025,correct,,333e9479726d33f4,2026-06-30,
polity,IRL-1921-2025,correct,,3743a13f2ef2c357,2026-06-30,
polity,ITA-1919-2025,correct,,c3886d187372db4f,2026-06-30,
polity,JOR-1923-1946,correct,,0f16c87be528315d,2026-06-30,
polity,JOR-1946-2025,correct,,0f16c87be528315d,2026-06-30,
polity,JPN-1800-1895,correct,,ddfd4b8079690305,2026-06-30,
polity,JPN-1895-1945,correct,,4103bd767d5651b6,2026-06-30,
polity,JPN-1945-1952,correct,,a6395dca6361c2e5,2026-06-30,
polity,JPN-1952-2025,correct,,8152e1a58bbe0972,2026-06-30,
polity,KEN-1894-1902,correct,,59f75ff8ceade00b,2026-06-30,
match,flax fibre and tow/iia,fixed,,,2026-06-30,
match,Ethiopia (1941-1952),fixed,,,2026-06-30,
match,Territory of Hawaii,fixed,,,2026-06-30,
match,Hungary (1918-1919),fixed,,,2026-06-30,
match,Hungary (1919-1920),fixed,,,2026-06-30,
match,Hungary (1938-1947),fixed,,,2026-06-30,
match,India (1937-1947),fixed,,,2026-06-30,
match,India (1947-1949),fixed,,,2026-06-30,
match,Ireland (within United Kingdom),fixed,,,2026-06-30,
