source,country,item,unit,indicator,year,n_rows,values,largest,sum_of_rest,ratio,verdict
fao1952,france saar,meat,1000 tonnes,livestock:production,1950,3,9;5;4,9,9,1.0000,total_beside_parts
fao1952,france saar,meat,1000 tonnes,livestock:production,1951,3,12;8;4,12,12,1.0000,total_beside_parts
fao1952,french cameroons,meat,1000 tonnes,livestock:production,1950,3,8;7;1,8,8,1.0000,total_beside_parts
fao1952,french morocco,meat,1000 tonnes,livestock:production,1949,4,100;49;44;7,100,100,1.0000,total_beside_parts
fao1952,french morocco,meat,1000 tonnes,livestock:production,1950,4,115;58;50;7,115,115,1.0000,total_beside_parts
fao1952,french morocco,meat,1000 tonnes,livestock:production,1951,4,127;68;53;6,127,127,1.0000,total_beside_parts
fao1952,french west africa,meat,1000 tonnes,livestock:production,1949,3,38;35;3,38,38,1.0000,total_beside_parts
fao1952,french west africa,meat,1000 tonnes,livestock:production,1950,3,39;36;3,39,39,1.0000,total_beside_parts
fao1952,germany eastern,meat,1000 tonnes,livestock:production,1949,4,419;246;130;43,419,419,1.0000,total_beside_parts
fao1952,germany western,meat,1000 tonnes,livestock:production,1949,4,1097;620;439;38,1097,1097,1.0000,total_beside_parts
fao1952,germany western,meat,1000 tonnes,livestock:production,1950,4,1400;830;536;34,1400,1400,1.0000,total_beside_parts
fao1952,gold coast and br togoland,meat,1000 tonnes,livestock:production,1949,3,19;18;1,19,19,1.0000,total_beside_parts
fao1952,gold coast and br togoland,meat,1000 tonnes,livestock:production,1950,3,4;3;1,4,4,1.0000,total_beside_parts
fao1952,gold coast and br togoland,meat,1000 tonnes,livestock:production,1951,3,4;3;1,4,4,1.0000,total_beside_parts
fao1952,greece,meat,1000 tonnes,livestock:production,1949,4,59;34;16;9,59,59,1.0000,total_beside_parts
fao1952,greece,meat,1000 tonnes,livestock:production,1950,4,58;33;17;8,58,58,1.0000,total_beside_parts
fao1952,greece,meat,1000 tonnes,livestock:production,1951,4,60;33;18;9,60,60,1.0000,total_beside_parts
fao1952,guatemala,meat,1000 tonnes,livestock:production,1949,3,33;27;6,33,33,1.0000,total_beside_parts
fao1952,guatemala,meat,1000 tonnes,livestock:production,1950,3,37;30;7,37,37,1.0000,total_beside_parts
fao1952,honduras,meat,1000 tonnes,livestock:production,1950,3,31;28;3,31,31,1.0000,total_beside_parts
fao1952,honduras,meat,1000 tonnes,livestock:production,1951,3,44;34;10,44,44,1.0000,total_beside_parts
fao1952,iceland,meat,1000 tonnes,livestock:production,1949,3,9;7;2,9,9,1.0000,total_beside_parts
fao1952,iceland,meat,1000 tonnes,livestock:production,1950,3,8;6;2,8,8,1.0000,total_beside_parts
fao1952,iceland,meat,1000 tonnes,livestock:production,1951,3,8;6;2,8,8,1.0000,total_beside_parts
fao1952,indochina cambodia,meat,1000 tonnes,livestock:production,1949,3,15;11;4,15,15,1.0000,total_beside_parts
fao1952,indochina cambodia,meat,1000 tonnes,livestock:production,1950,3,17;11;6,17,17,1.0000,total_beside_parts
fao1952,indochina cambodia,meat,1000 tonnes,livestock:production,1951,3,19;13;6,19,19,1.0000,total_beside_parts
fao1952,indochina laos,meat,1000 tonnes,livestock:production,1950,3,3;2;1,3,3,1.0000,total_beside_parts
fao1952,indochina laos,meat,1000 tonnes,livestock:production,1951,3,2;1;1,2,2,1.0000,total_beside_parts
fao1952,indochina viet nam,meat,1000 tonnes,livestock:production,1949,3,23;14;9,23,23,1.0000,total_beside_parts
fao1952,indochina viet nam,meat,1000 tonnes,livestock:production,1950,3,26;17;9,26,26,1.0000,total_beside_parts
fao1952,indochina viet nam,meat,1000 tonnes,livestock:production,1951,3,50;38;12,50,50,1.0000,total_beside_parts
fao1952,indonesia,meat,1000 tonnes,livestock:production,1949,4,231;158;58;15,231,231,1.0000,total_beside_parts
fao1952,iran,meat,1000 tonnes,livestock:production,1950,4,76;60;15;1,76,76,1.0000,total_beside_parts
fao1952,iraq,meat,1000 tonnes,livestock:production,1949,3,45;25;20,45,45,1.0000,total_beside_parts
fao1952,iraq,meat,1000 tonnes,livestock:production,1950,3,45;24;21,45,45,1.0000,total_beside_parts
fao1952,ireland,meat,1000 tonnes,livestock:production,1949,4,140;68;58;14,140,140,1.0000,total_beside_parts
fao1952,ireland,meat,1000 tonnes,livestock:production,1950,4,146;70;60;16,146,146,1.0000,total_beside_parts
fao1952,ireland,meat,1000 tonnes,livestock:production,1951,4,153;81;58;14,153,153,1.0000,total_beside_parts
fao1952,italy,meat,1000 tonnes,livestock:production,1949,4,637;326;266;45,637,637,1.0000,total_beside_parts
fao1952,italy,meat,1000 tonnes,livestock:production,1950,4,511;302;159;50,511,511,1.0000,total_beside_parts
fao1952,italy,meat,1000 tonnes,livestock:production,1951,4,491;290;152;49,491,491,1.0000,total_beside_parts
fao1952,japan,meat,1000 tonnes,livestock:production,1949,3,77;43;34,77,77,1.0000,total_beside_parts
fao1952,japan,meat,1000 tonnes,livestock:production,1950,3,136;79;57,136,136,1.0000,total_beside_parts
fao1952,japan,meat,1000 tonnes,livestock:production,1951,3,116;69;47,116,116,1.0000,total_beside_parts
fao1952,kenya,meat,1000 tonnes,livestock:production,1949,4,16;12;2;2,16,16,1.0000,total_beside_parts
fao1952,kenya,meat,1000 tonnes,livestock:production,1950,4,15;10;4;1,15,15,1.0000,total_beside_parts
fao1952,kenya,meat,1000 tonnes,livestock:production,1951,4,17;11;5;1,17,17,1.0000,total_beside_parts
fao1952,luxembourg,meat,1000 tonnes,livestock:production,1949,3,16;11;5,16,16,1.0000,total_beside_parts
fao1952,luxembourg,meat,1000 tonnes,livestock:production,1950,3,16;11;5,16,16,1.0000,total_beside_parts
fao1952,luxembourg,meat,1000 tonnes,livestock:production,1951,3,16;11;5,16,16,1.0000,total_beside_parts
fao1952,madagascar,meat,1000 tonnes,livestock:production,1949,3,60;51;9,60,60,1.0000,total_beside_parts
fao1952,madagascar,meat,1000 tonnes,livestock:production,1950,3,52;43;9,52,52,1.0000,total_beside_parts
fao1952,madagascar,meat,1000 tonnes,livestock:production,1951,3,53;46;7,53,53,1.0000,total_beside_parts
fao1952,malaya federation of,meat,1000 tonnes,livestock:production,1949,3,23;18;5,23,23,1.0000,total_beside_parts
fao1952,malaya federation of,meat,1000 tonnes,livestock:production,1950,3,25;19;6,25,25,1.0000,total_beside_parts
fao1952,malaya federation of,meat,1000 tonnes,livestock:production,1951,3,24;19;5,24,24,1.0000,total_beside_parts
fao1952,malta,meat,1000 tonnes,livestock:production,1949,3,3;2;1,3,3,1.0000,total_beside_parts
fao1952,malta,meat,1000 tonnes,livestock:production,1950,3,4;2;2,4,4,1.0000,total_beside_parts
fao1952,martinique,meat,1000 tonnes,livestock:production,1949,3,2;1;1,2,2,1.0000,total_beside_parts
fao1952,martinique,meat,1000 tonnes,livestock:production,1950,3,2;1;1,2,2,1.0000,total_beside_parts
fao1952,martinique,meat,1000 tonnes,livestock:production,1951,3,2;1;1,2,2,1.0000,total_beside_parts
fao1952,mexico,meat,1000 tonnes,livestock:production,1949,4,201;131;58;12,201,201,1.0000,total_beside_parts
fao1952,netherlands,meat,1000 tonnes,livestock:production,1949,4,211;126;78;7,211,211,1.0000,total_beside_parts
fao1952,netherlands,meat,1000 tonnes,livestock:production,1950,4,320;181;129;10,320,320,1.0000,total_beside_parts
fao1952,netherlands,meat,1000 tonnes,livestock:production,1951,4,374;204;166;4,374,374,1.0000,total_beside_parts
fao1952,new zealand,meat,1000 tonnes,livestock:production,1949,4,543;323;180;40,543,543,1.0000,total_beside_parts
fao1952,new zealand,meat,1000 tonnes,livestock:production,1950,4,565;337;188;40,565,565,1.0000,total_beside_parts
fao1952,new zealand,meat,1000 tonnes,livestock:production,1951,4,517;297;180;40,517,517,1.0000,total_beside_parts
fao1952,northern rhodesia,meat,1000 tonnes,livestock:production,1949,3,11;10;1,11,11,1.0000,total_beside_parts
fao1952,norway,meat,1000 tonnes,livestock:production,1949,4,90;40;35;15,90,90,1.0000,total_beside_parts
fao1952,norway,meat,1000 tonnes,livestock:production,1950,4,102;45;43;14,102,102,1.0000,total_beside_parts
fao1952,norway,meat,1000 tonnes,livestock:production,1951,4,97;47;35;15,97,97,1.0000,total_beside_parts
fao1952,pakistan,meat,1000 tonnes,livestock:production,1950,3,264;203;61,264,264,1.0000,total_beside_parts
fao1952,peru,meat,1000 tonnes,livestock:production,1951,4,95;67;16;12,95,95,1.0000,total_beside_parts
fao1952,philippines,meat,1000 tonnes,livestock:production,1949,4,104;67;36;1,104,104,1.0000,total_beside_parts
fao1952,philippines,meat,1000 tonnes,livestock:production,1950,4,135;94;40;1,135,135,1.0000,total_beside_parts
fao1952,philippines,meat,1000 tonnes,livestock:production,1951,4,144;98;44;2,144,144,1.0000,total_beside_parts
fao1952,portugal,meat,1000 tonnes,livestock:production,1949,4,81;36;34;11,81,81,1.0000,total_beside_parts
fao1952,portugal,meat,1000 tonnes,livestock:production,1950,4,75;31;31;13,75,75,1.0000,total_beside_parts
fao1952,portugal,meat,1000 tonnes,livestock:production,1951,4,72;33;28;11,72,72,1.0000,total_beside_parts
fao1952,puerto rico,meat,1000 tonnes,livestock:production,1949,3,12;7;5,12,12,1.0000,total_beside_parts
fao1952,puerto rico,meat,1000 tonnes,livestock:production,1950,3,19;10;9,19,19,1.0000,total_beside_parts
fao1952,r union,meat,1000 tonnes,livestock:production,1950,3,2;1;1,2,2,1.0000,total_beside_parts
fao1952,r union,meat,1000 tonnes,livestock:production,1951,2,1;1,1,1,1.0000,total_beside_parts
fao1952,ruanda urundi,meat,1000 tonnes,livestock:production,1949,3,8;7;1,8,8,1.0000,total_beside_parts
fao1952,ruanda urundi,meat,1000 tonnes,livestock:production,1950,3,12;10;2,12,12,1.0000,total_beside_parts
fao1952,ruanda urundi,meat,1000 tonnes,livestock:production,1951,3,12;10;2,12,12,1.0000,total_beside_parts
fao1952,singapore,meat,1000 tonnes,livestock:production,1951,4,10;8;1;1,10,10,1.0000,total_beside_parts
fao1952,south west africa,meat,1000 tonnes,livestock:production,1949,3,37;36;1,37,37,1.0000,total_beside_parts
fao1952,south west africa,meat,1000 tonnes,livestock:production,1950,4,29;27;1;1,29,29,1.0000,total_beside_parts
fao1952,south west africa,meat,1000 tonnes,livestock:production,1951,4,27;25;1;1,27,27,1.0000,total_beside_parts
fao1952,southern rhodesia,meat,1000 tonnes,livestock:production,1949,4,39;35;3;1,39,39,1.0000,total_beside_parts
fao1952,southern rhodesia,meat,1000 tonnes,livestock:production,1950,4,42;38;3;1,42,42,1.0000,total_beside_parts
fao1952,southern rhodesia,meat,1000 tonnes,livestock:production,1951,4,49;44;4;1,49,49,1.0000,total_beside_parts
fao1952,spain,meat,1000 tonnes,livestock:production,1950,4,432;188;135;109,432,432,1.0000,total_beside_parts
fao1952,swaziland,meat,1000 tonnes,livestock:production,1949,4,14;11;2;1,14,14,1.0000,total_beside_parts
fao1952,swaziland,meat,1000 tonnes,livestock:production,1950,4,12;9;2;1,12,12,1.0000,total_beside_parts
fao1952,sweden,meat,1000 tonnes,livestock:production,1949,4,277;167;107;3,277,277,1.0000,total_beside_parts
fao1952,sweden,meat,1000 tonnes,livestock:production,1950,4,291;171;118;2,291,291,1.0000,total_beside_parts
fao1952,sweden,meat,1000 tonnes,livestock:production,1951,4,312;172;138;2,312,312,1.0000,total_beside_parts
fao1952,switzerland,meat,1000 tonnes,livestock:production,1949,4,165;82;80;3,165,165,1.0000,total_beside_parts
fao1952,switzerland,meat,1000 tonnes,livestock:production,1950,4,179;91;85;3,179,179,1.0000,total_beside_parts
fao1952,switzerland,meat,1000 tonnes,livestock:production,1951,4,177;88;86;3,177,177,1.0000,total_beside_parts
fao1952,syria,meat,1000 tonnes,livestock:production,1950,3,29;27;2,29,29,1.0000,total_beside_parts
fao1952,syria,meat,1000 tonnes,livestock:production,1951,3,21;18;3,21,21,1.0000,total_beside_parts
fao1952,tanganyika,meat,1000 tonnes,livestock:production,1950,3,95;86;9,95,95,1.0000,total_beside_parts
fao1952,tanganyika,meat,1000 tonnes,livestock:production,1951,3,85;77;8,85,85,1.0000,total_beside_parts
fao1952,thailand,meat,1000 tonnes,livestock:production,1949,3,92;72;20,92,92,1.0000,total_beside_parts
fao1952,tunisia,meat,1000 tonnes,livestock:production,1950,4,29;18;8;3,29,29,1.0000,total_beside_parts
fao1952,tunisia,meat,1000 tonnes,livestock:production,1951,4,29;18;8;3,29,29,1.0000,total_beside_parts
fao1952,turkey,meat,1000 tonnes,livestock:production,1949,3,80;46;34,80,80,1.0000,total_beside_parts
fao1952,turkey,meat,1000 tonnes,livestock:production,1950,3,88;52;36,88,88,1.0000,total_beside_parts
fao1952,turkey,meat,1000 tonnes,livestock:production,1951,3,98;58;40,98,98,1.0000,total_beside_parts
fao1952,u of s africa,meat,1000 tonnes,livestock:production,1949,4,405;285;68;52,405,405,1.0000,total_beside_parts
fao1952,u of s africa,meat,1000 tonnes,livestock:production,1950,4,421;299;70;52,421,421,1.0000,total_beside_parts
fao1952,u of s africa,meat,1000 tonnes,livestock:production,1951,4,399;271;76;52,399,399,1.0000,total_beside_parts
fao1952,united kingdom,meat,1000 tonnes,livestock:production,1949,4,952;537;273;142,952,952,1.0000,total_beside_parts
fao1952,united kingdom,meat,1000 tonnes,livestock:production,1951,4,1158;663;361;134,1158,1158,1.0000,total_beside_parts
fao1952,united states,meat,1000 tonnes,livestock:production,1949,4,9827;4887;4666;274,9827,9827,1.0000,total_beside_parts
fao1952,united states,meat,1000 tonnes,livestock:production,1950,4,10015;4884;4860;271,10015,10015,1.0000,total_beside_parts
fao1952,united states,meat,1000 tonnes,livestock:production,1951,4,9938;5209;4492;237,9938,9938,1.0000,total_beside_parts
fao1952,uruguay,meat,1000 tonnes,livestock:production,1949,4,386;302;70;14,386,386,1.0000,total_beside_parts
fao1952,uruguay,meat,1000 tonnes,livestock:production,1950,4,397;314;69;14,397,397,1.0000,total_beside_parts
fao1952,uruguay,meat,1000 tonnes,livestock:production,1951,4,380;314;48;18,380,380,1.0000,total_beside_parts
fao1952,venezuela,meat,1000 tonnes,livestock:production,1949,4,81;63;17;1,81,81,1.0000,total_beside_parts
fao1952,venezuela,meat,1000 tonnes,livestock:production,1950,4,88;70;17;1,88,88,1.0000,total_beside_parts
fao1952,venezuela,meat,1000 tonnes,livestock:production,1951,4,86;70;15;1,86,86,1.0000,total_beside_parts
fao1952,british borneo brunei,natural rubber,1000 tonnes,crops:production,1949,3,1.7;1.1;0.6,1.7,1.7,1.0000,total_beside_parts
fao1952,british borneo brunei,natural rubber,1000 tonnes,crops:production,1950,3,2.5;1.8;0.7,2.5,2.5,1.0000,total_beside_parts
fao1952,british borneo brunei,natural rubber,1000 tonnes,crops:production,1951,3,2.4;1.9;0.5,2.4,2.4,1.0000,total_beside_parts
fao1952,federation of malaya,natural rubber,1000 tonnes,crops:production,1949,3,682.3;407.3;275,682.3,682.3,1.0000,total_beside_parts
fao1952,federation of malaya,natural rubber,1000 tonnes,crops:production,1950,3,705.2;382.8;322.4,705.2,705.2,1.0000,total_beside_parts
fao1952,federation of malaya,natural rubber,1000 tonnes,crops:production,1951,3,615.1;334.1;281,615.1,615.1,1.0000,total_beside_parts
fao1952,indonesia,natural rubber,1000 tonnes,crops:production,1949,3,438.8;268.1;170.7,438.8,438.8,1.0000,total_beside_parts
fao1952,indonesia,natural rubber,1000 tonnes,crops:production,1950,3,707.6;529.7;177.9,707.6,707.6,1.0000,total_beside_parts
fao1952,indonesia,natural rubber,1000 tonnes,crops:production,1951,3,818.1;601.4;216.7,818.1,818.1,1.0000,total_beside_parts
fao1952,france saar,other meat,1000 tonnes,livestock:production,1951,3,0.5;0.4;0.1,0.5,0.5,1.0000,total_beside_parts
fao1952,luxembourg,other meat,1000 tonnes,livestock:production,1948,2,0.2;0.2,0.2,0.2,1.0000,total_beside_parts
fao1952,luxembourg,other meat,1000 tonnes,livestock:production,1949,2,0.2;0.2,0.2,0.2,1.0000,total_beside_parts
fao1952,martinique,other meat,1000 tonnes,livestock:production,1948,2,0.1;0.1,0.1,0.1,1.0000,total_beside_parts
fao1952,new caledonia,other meat,1000 tonnes,livestock:production,1948,2,0.2;0.2,0.2,0.2,1.0000,total_beside_parts
fao1952,austria,pesticides arsenicals,tonnes,inputs:consumption,1951,2,1;1,1,1,1.0000,total_beside_parts
fao1952,greece,pesticides arsenicals,tonnes,inputs:consumption,1949,2,100;100,100,100,1.0000,total_beside_parts
fao1952,iceland,pesticides arsenicals,tonnes,inputs:consumption,1949,2,0.1;0.1,0.1,0.1,1.0000,total_beside_parts
fao1952,iceland,pesticides arsenicals,tonnes,inputs:consumption,1951,2,0.1;0.1,0.1,0.1,1.0000,total_beside_parts
fao1952,trieste uk us,pesticides arsenicals,tonnes,inputs:consumption,1949,2,0.2;0.2,0.2,0.2,1.0000,total_beside_parts
fao1952,trieste uk us,pesticides arsenicals,tonnes,inputs:consumption,1950,2,0.2;0.2,0.2,0.2,1.0000,total_beside_parts
fao1952,trieste uk us,pesticides arsenicals,tonnes,inputs:consumption,1951,2,0.2;0.2,0.2,0.2,1.0000,total_beside_parts
fao1952,uruguay,pesticides benzene hexachloride,tonnes,inputs:consumption,1950,2,25;25,25,25,1.0000,total_beside_parts
fao1952,uruguay,pesticides benzene hexachloride,tonnes,inputs:consumption,1951,2,25;25,25,25,1.0000,total_beside_parts
fao1952,belgian congo,sweet potatoes yams,1000 hectares,crops:area,1949,3,64;63;1,64,64,1.0000,total_beside_parts
fao1952,belgian congo,sweet potatoes yams,1000 tonnes,crops:production,1949,3,382;375;7,382,382,1.0000,total_beside_parts
fao1952,belgian congo,sweet potatoes yams,1000 hectares,crops:area,1950,3,59;58;1,59,59,1.0000,total_beside_parts
fao1952,belgian congo,sweet potatoes yams,1000 tonnes,crops:production,1950,3,378;371;7,378,378,1.0000,total_beside_parts
fao1952,belgian congo,sweet potatoes yams,1000 hectares,crops:area,1951,3,60;59;1,60,60,1.0000,total_beside_parts
fao1952,belgian congo,sweet potatoes yams,1000 tonnes,crops:production,1951,3,386;380;6,386,386,1.0000,total_beside_parts
