volume,country,product,variable,unit,year,grid,verdict,paired_variable,paired_value,implied_yield_bound,ref_p10,ref_p90,ref_n,factor_outside,paired_vs_series_median,series_zeros,series_positives
iia_1938_39,french dahomey,cacao: raw,area,hectares,1936,1000,grid_can_explain,production,300,0.6,0.05,0.7092,113,0.8461,1,4,0
iia_1938_39,french tunisia,tobacco,area,hectares,1936,1000,grid_can_explain,production,71700,143.4,44.1233,174.4262,325,0.8221,1.2184,4,1
iia_1938_39,french tunisia,linseed,area,hectares,1933,1000,grid_can_explain,production,300,0.6,0.2695,0.7352,185,0.8161,1.5,6,0
iia_1938_39,new zealand,linseed,area,hectares,1937,1000,grid_can_explain,production,300,0.6,0.2695,0.7352,185,0.8161,0.5,2,4
iia_1938_39,italian libya: tripolitania,tobacco,area,hectares,1935,1000,grid_can_explain,production,69600,139.2,44.1233,174.4262,325,0.798,1.0175,5,0
iia_1938_39,italian libya: tripolitania,tobacco,area,hectares,1936,1000,grid_can_explain,production,68400,136.8,44.1233,174.4262,325,0.7843,1,5,0
iia_1938_39,sweden,tobacco,area,hectares,1936,1000,grid_can_explain,production,61900,123.8,44.1233,174.4262,325,0.7098,1.1358,6,0
iia_1938_39,french tunisia,tobacco,area,hectares,1935,1000,grid_can_explain,production,59500,119,44.1233,174.4262,325,0.6822,1.011,4,1
iia_1938_39,british trinidad and tobago,coffee: raw,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.0669,0.5912,133,0.6766,0.3636,1,2
iia_1938_39,italy,sesame,area,hectares,1938,1000,grid_can_explain,production,300,0.6,0.1925,0.8883,148,0.6754,1,3,0
iia_1938_39,sweden,tobacco,area,hectares,1935,1000,grid_can_explain,production,58400,116.8,44.1233,174.4262,325,0.6696,1.0716,6,0
iia_1938_39,british antigua,cotton: ginned,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.075,0.3007,267,0.665,1,4,2
iia_1938_39,british saint christopher and nevis,cotton: ginned,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.075,0.3007,267,0.665,0.5,1,5
iia_1938_39,french algeria,cotton: ginned,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.075,0.3007,267,0.665,1,5,0
iia_1938_39,french india,cotton: ginned,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.075,0.3007,267,0.665,1,5,0
iia_1938_39,french india,cotton: ginned,area,hectares,1934,1000,grid_can_explain,production,100,0.2,0.075,0.3007,267,0.665,1,5,0
iia_1938_39,british antigua,cottonseed,area,hectares,1935,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,1,4,2
iia_1938_39,british saint christopher and nevis,cottonseed,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,0.3333,1,5
iia_1938_39,french algeria,cottonseed,area,hectares,1937,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,0.3333,5,0
iia_1938_39,french guadeloupe and dependencies: marie‑galante,cottonseed,area,hectares,1934,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,2,6,0
iia_1938_39,french india,cottonseed,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,1,5,0
iia_1938_39,french india,cottonseed,area,hectares,1934,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,1,5,0
iia_1938_39,french india,cottonseed,area,hectares,1935,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,1,5,0
iia_1938_39,french morocco,cottonseed,area,hectares,1937,1000,grid_can_explain,production,200,0.4,0.15,0.6096,266,0.6562,0.9756,3,0
iia_1938_39,australia,olive grove,area,hectares,1935,1000,grid_can_explain,production,500,1,0.2134,1.5526,35,0.6441,1.1111,5,0
iia_1938_39,french tunisia,tobacco,area,hectares,1937,1000,grid_can_explain,production,55900,111.8,44.1233,174.4262,325,0.641,0.9499,4,1
iia_1938_39,sweden,tobacco,area,hectares,1933,1000,grid_can_explain,production,54500,109,44.1233,174.4262,325,0.6249,1,6,0
iia_1938_39,czechoslovakia,meslin,area,hectares,1933,1000,grid_can_explain,production,700,1.4,0.6778,2.2817,46,0.6136,0.0474,1,0
iia_1938_39,belgian ruanda-urundi,tobacco,area,hectares,1933,1000,grid_can_explain,production,52500,105,44.1233,174.4262,325,0.602,1,4,0
iia_1938_39,belgian ruanda-urundi,tobacco,area,hectares,1934,1000,grid_can_explain,production,52500,105,44.1233,174.4262,325,0.602,1,4,0
iia_1938_39,belgian ruanda-urundi,tobacco,area,hectares,1935,1000,grid_can_explain,production,52500,105,44.1233,174.4262,325,0.602,1,4,0
iia_1938_39,french tunisia,tobacco,area,hectares,1933,1000,grid_can_explain,production,51000,102,44.1233,174.4262,325,0.5848,0.8666,4,1
iia_1938_39,british cyprus,beans: dried,area,hectares,1934,1000,grid_can_explain,production,400,0.8,0.2,1.3737,163,0.5824,1,2,4
iia_1938_39,sweden,tobacco,area,hectares,1937,1000,grid_can_explain,production,50000,100,44.1233,174.4262,325,0.5733,0.9174,6,0
iia_1938_39,switzerland,tobacco,area,hectares,1936,1000,grid_can_explain,production,50000,100,44.1233,174.4262,325,0.5733,0.4621,1,4
iia_1938_39,sweden,tobacco,area,hectares,1934,1000,grid_can_explain,production,49600,99.2,44.1233,174.4262,325,0.5687,0.9101,6,0
iia_1938_39,british mauritius,tobacco,area,hectares,1936,1000,grid_can_explain,production,47800,95.6,44.1233,174.4262,325,0.5481,1.2163,4,0
iia_1938_39,australia,linseed,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.2695,0.7352,185,0.5441,1,6,0
iia_1938_39,australia,linseed,area,hectares,1935,1000,grid_can_explain,production,200,0.4,0.2695,0.7352,185,0.5441,1,6,0
iia_1938_39,bulgaria,linseed,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.2695,0.7352,185,0.5441,0.25,1,5
iia_1938_39,french tunisia,linseed,area,hectares,1934,1000,grid_can_explain,production,200,0.4,0.2695,0.7352,185,0.5441,1,6,0
iia_1938_39,french tunisia,linseed,area,hectares,1935,1000,grid_can_explain,production,200,0.4,0.2695,0.7352,185,0.5441,1,6,0
iia_1938_39,french morocco,tobacco,area,hectares,1936,1000,grid_can_explain,production,47400,94.8,44.1233,174.4262,325,0.5435,1.8772,5,0
iia_1938_39,british mauritius,tobacco,area,hectares,1933,1000,grid_can_explain,production,46900,93.8,44.1233,174.4262,325,0.5378,1.1934,4,0
iia_1938_39,australia,olive grove,area,hectares,1934,1000,grid_can_explain,production,400,0.8,0.2134,1.5526,35,0.5153,0.8889,5,0
iia_1938_39,australia,olive grove,area,hectares,1937,1000,grid_can_explain,production,400,0.8,0.2134,1.5526,35,0.5153,0.8889,5,0
iia_1938_39,austria,soybean,area,hectares,1933,1000,grid_can_explain,production,300,0.6,0.5429,1.1765,71,0.51,1.5,5,0
iia_1938_39,austria,soybean,area,hectares,1937,1000,grid_can_explain,production,300,0.6,0.5429,1.1765,71,0.51,1.5,5,0
iia_1938_39,french morocco,tobacco,area,hectares,1937,1000,grid_can_explain,production,41700,83.4,44.1233,174.4262,325,0.4781,1.6515,5,0
iia_1938_39,ireland,flax: fibre,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.2433,0.8534,156,0.4687,0.2857,1,5
iia_1938_39,sweden,tobacco,area,hectares,1938,1000,grid_can_explain,production,40000,80,44.1233,174.4262,325,0.4586,0.7339,6,0
iia_1938_39,japanese korea,vineyards: all,area,hectares,1937,1000,grid_can_explain,production,1700,3.4,1.5278,7.7154,110,0.4407,0.8293,1,0
iia_1938_39,french algeria,beans: dried,area,hectares,1935,1000,grid_can_explain,production,300,0.6,0.2,1.3737,163,0.4368,0.75,3,3
iia_1938_39,french algeria,beans: dried,area,hectares,1936,1000,grid_can_explain,production,300,0.6,0.2,1.3737,163,0.4368,0.75,3,3
iia_1938_39,french algeria,beans: dried,area,hectares,1938,1000,grid_can_explain,production,300,0.6,0.2,1.3737,163,0.4368,0.75,3,3
iia_1938_39,australia,olive grove,area,hectares,1933,1000,grid_can_explain,production,300,0.6,0.2134,1.5526,35,0.3865,0.6667,5,0
iia_1938_39,italian libya: tripolitania,tobacco,area,hectares,1933,1000,grid_can_explain,production,33600,67.2,44.1233,174.4262,325,0.3853,0.4912,5,0
iia_1938_39,french morocco,tobacco,area,hectares,1934,1000,grid_can_explain,production,32100,64.2,44.1233,174.4262,325,0.3681,1.2713,5,0
iia_1938_39,british mauritius,tobacco,area,hectares,1935,1000,grid_can_explain,production,32000,64,44.1233,174.4262,325,0.3669,0.8142,4,0
iia_1938_39,ireland,tobacco,area,hectares,1934,1000,grid_can_explain,production,30800,61.6,44.1233,174.4262,325,0.3532,1.5876,6,0
iia_1938_39,bulgaria,groundnut,area,hectares,1933,1000,grid_can_explain,production,300,0.6,0.4,1.7062,226,0.3516,0.1579,1,5
iia_1938_39,austria,soybean,area,hectares,1934,1000,grid_can_explain,production,200,0.4,0.5429,1.1765,71,0.34,1,5,0
iia_1938_39,austria,soybean,area,hectares,1935,1000,grid_can_explain,production,200,0.4,0.5429,1.1765,71,0.34,1,5,0
iia_1938_39,austria,soybean,area,hectares,1936,1000,grid_can_explain,production,200,0.4,0.5429,1.1765,71,0.34,1,5,0
iia_1938_39,british nyasaland,coffee: raw,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.0669,0.5912,133,0.3383,1,6,0
iia_1938_39,british nyasaland,coffee: raw,area,hectares,1934,1000,grid_can_explain,production,100,0.2,0.0669,0.5912,133,0.3383,1,6,0
iia_1938_39,british nyasaland,coffee: raw,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.0669,0.5912,133,0.3383,1,6,0
iia_1938_39,french cochinchina,coffee: raw,area,hectares,1937,1000,grid_can_explain,production,100,0.2,0.0669,0.5912,133,0.3383,1,3,2
iia_1938_39,belgium,hemp: fibre,area,hectares,1938,1000,grid_can_explain,production,200,0.4,0.3923,1.1987,93,0.3337,6.5359,6,0
iia_1938_39,austria,hempseed,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.0971,0.6031,77,0.3316,0.81,5,0
iia_1938_39,austria,hempseed,area,hectares,1937,1000,grid_can_explain,production,100,0.2,0.0971,0.6031,77,0.3316,0.81,5,0
iia_1938_39,british antigua,cottonseed,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,0.5,4,2
iia_1938_39,british‑french new hebrides,cottonseed,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,0.1739,3,0
iia_1938_39,french algeria,cottonseed,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,0.1667,5,0
iia_1938_39,french guadeloupe and dependencies: marie‑galante,cottonseed,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,1,6,0
iia_1938_39,french guadeloupe and dependencies: marie‑galante,cottonseed,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,1,6,0
iia_1938_39,french guadeloupe and dependencies: marie‑galante,cottonseed,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,1,6,0
iia_1938_39,french guadeloupe and dependencies: marie‑galante,cottonseed,area,hectares,1937,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,1,6,0
iia_1938_39,french guadeloupe and dependencies: marie‑galante,cottonseed,area,hectares,1938,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,1,6,0
iia_1938_39,french india,cottonseed,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,0.5,5,0
iia_1938_39,french madagascar,cottonseed,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,1.25,3,0
iia_1938_39,french morocco,cottonseed,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,0.4878,3,0
iia_1938_39,guatemala,cottonseed,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,0.3135,2,0
iia_1938_39,us puerto rico,cottonseed,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.15,0.6096,266,0.3281,0.3333,1,1
iia_1938_39,british mauritius,tobacco,area,hectares,1934,1000,grid_can_explain,production,27600,55.2,44.1233,174.4262,325,0.3165,0.7023,4,0
iia_1938_39,austria,hops,area,hectares,1936,1000,grid_can_explain,production,2700,5.4,5.4452,17.1425,90,0.315,0.45,2,3
iia_1938_39,ireland,tobacco,area,hectares,1933,1000,grid_can_explain,production,27200,54.4,44.1233,174.4262,325,0.3119,1.4021,6,0
iia_1938_39,british cyprus,beans: dried,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.2,1.3737,163,0.2912,0.5,2,4
iia_1938_39,australia,linseed,area,hectares,1934,1000,grid_can_explain,production,100,0.2,0.2695,0.7352,185,0.272,0.5,6,0
iia_1938_39,australia,linseed,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.2695,0.7352,185,0.272,0.5,6,0
iia_1938_39,british kenya,linseed,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.2695,0.7352,185,0.272,0.3333,1,2
iia_1938_39,french tunisia,linseed,area,hectares,1936,1000,grid_can_explain,production,100,0.2,0.2695,0.7352,185,0.272,0.5,6,0
iia_1938_39,french tunisia,linseed,area,hectares,1937,1000,grid_can_explain,production,100,0.2,0.2695,0.7352,185,0.272,0.5,6,0
iia_1938_39,french tunisia,linseed,area,hectares,1938,1000,grid_can_explain,production,100,0.2,0.2695,0.7352,185,0.272,0.5,6,0
iia_1938_39,belgian ruanda-urundi,tobacco,area,hectares,1936,1000,grid_can_explain,production,23000,46,44.1233,174.4262,325,0.2637,0.4381,4,0
iia_1938_39,french niger,tobacco,area,hectares,1933,1000,grid_can_explain,production,22000,44,44.1233,174.4262,325,0.2523,0.5685,1,3
iia_1938_39,japanese taiwan,rapeseed,area,hectares,1937,1000,grid_can_explain,production,200,0.4,0.4457,1.6243,89,0.2463,2,6,0
iia_1938_39,british borneo,tobacco,area,hectares,1937,1000,grid_can_explain,production,21100,42.2,44.1233,174.4262,325,0.2419,1.3106,5,0
iia_1938_39,british cyprus,tobacco,area,hectares,1933,1000,grid_can_explain,production,20800,41.6,44.1233,174.4262,325,0.2385,1.1818,3,1
iia_1938_39,ireland,tobacco,area,hectares,1935,1000,grid_can_explain,production,20800,41.6,44.1233,174.4262,325,0.2385,1.0722,6,0
iia_1938_39,bulgaria,flax: fibre,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.2433,0.8534,156,0.2344,0.3333,1,5
iia_1938_39,french laos,groundnut,area,hectares,1933,1000,grid_can_explain,production,200,0.4,0.4,1.7062,226,0.2344,2,2,0
iia_1938_39,french laos,groundnut,area,hectares,1934,1000,grid_can_explain,production,200,0.4,0.4,1.7062,226,0.2344,2,2,0
iia_1938_39,sweden,flax: fibre,area,hectares,1933,1000,grid_can_explain,production,100,0.2,0.2433,0.8534,156,0.2344,1,5,0
iia_1938_39,sweden,flax: fibre,area,hectares,1934,1000,grid_can_explain,production,100,0.2,0.2433,0.8534,156,0.2344,1,5,0
iia_1938_39,sweden,flax: fibre,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.2433,0.8534,156,0.2344,1,5,0
iia_1938_39,sweden,flax: fibre,area,hectares,1937,1000,grid_can_explain,production,100,0.2,0.2433,0.8534,156,0.2344,1,5,0
iia_1938_39,italian somaliland,sesame,area,hectares,1935,1000,grid_can_explain,production,100,0.2,0.1925,0.8883,148,0.2251,0.0625,1,2
