source,country,polity_code,item,unit,indicator,period,value,volume,volume_is_late,era_screened,implausible_tobacco_hops
iia,algeria,dza,cotton seed,tonnes,,1900-1913,0.692,iia_1925_26,no,no,
iia,antigua and barbuda,atg,cotton seed,tonnes,,1900-1913,124.0,iia_1925_26,no,no,
iia,argentina,arg,cotton seed,tonnes,,1900-1913,1485.0,iia_1925_26,no,no,
iia,australia,aus,cotton seed,tonnes,,1900-1913,38.0,iia_1925_26,no,no,
iia,barbados,brb,cotton seed,tonnes,,1900-1913,535.0,iia_1925_26,no,no,
iia,brazil,bra,cotton seed,tonnes,,1900-1913,181410.0,iia_1925_26,no,no,
iia,british virgin islands,rlam,cotton seed,tonnes,,1900-1913,41.0,iia_1925_26,no,no,
iia,bulgaria,bgr,cotton seed,tonnes,,1900-1913,252.0,iia_1925_26,no,no,
iia,"china, mainland",chn,cotton seed,tonnes,,1900-1913,1124260.0,iia_1925_26,no,no,
iia,colombia,col,cotton seed,tonnes,,1900-1913,2810.0,iia_1925_26,no,no,
iia,cyprus,cyp,cotton seed,tonnes,,1900-1913,1002.0,iia_1925_26,no,no,
iia,egypt,egy,cotton seed,tonnes,,1900-1913,617371.0,iia_1925_26,no,no,
iia,ghana,gha,cotton seed,tonnes,,1900-1913,1168.0,iia_1925_26,no,no,
iia,greece,grc,cotton seed,tonnes,,1900-1913,6372.0,iia_1925_26,no,no,
iia,grenada,grd,cotton seed,tonnes,,1900-1913,355.0,iia_1925_26,no,no,
iia,guatemala,gtm,cotton seed,tonnes,,1900-1913,73.0,iia_1925_26,no,no,
iia,haiti,hti,cotton seed,tonnes,,1900-1913,4682.0,iia_1925_26,no,no,
iia,india,ind,cotton seed,tonnes,,1900-1913,1810410.0,iia_1925_26,no,no,
iia,indonesia,idn,cotton seed,tonnes,,1900-1913,9297.0,iia_1925_26,no,no,
iia,iran,irn,cotton seed,tonnes,,1900-1913,55988.0,iia_1925_26,no,no,
iia,italy,ita,cotton seed,tonnes,,1900-1913,2623.0,iia_1925_26,no,no,
iia,japan,jpn,cotton seed,tonnes,,1900-1913,2495.0,iia_1925_26,no,no,
iia,kenya,ken,cotton seed,tonnes,,1900-1913,95.0,iia_1925_26,no,no,
iia,malawi,mwi,cotton seed,tonnes,,1900-1913,2547.0,iia_1925_26,no,no,
iia,malta,mlt,cotton seed,tonnes,,1900-1913,219.0,iia_1925_26,no,no,
iia,mexico,mex,cotton seed,tonnes,,1900-1913,101816.0,iia_1925_26,no,no,
iia,montserrat,rlam,cotton seed,tonnes,,1900-1913,332.0,iia_1925_26,no,no,
iia,nigeria,nga,cotton seed,tonnes,,1900-1913,4694.0,iia_1925_26,no,no,
iia,paraguay,pry,cotton seed,tonnes,,1900-1913,47.0,iia_1925_26,no,no,
iia,peru,per,cotton seed,tonnes,,1900-1913,60771.0,iia_1925_26,no,no,
iia,russian federation,rus,cotton seed,tonnes,,1900-1913,418586.0,iia_1925_26,no,no,
iia,saint kitts and nevis,kna,cotton seed,tonnes,,1900-1913,680.0,iia_1925_26,no,no,
iia,saint vincent and the grenadines,vct,cotton seed,tonnes,,1900-1913,518.0,iia_1925_26,no,no,
iia,south africa,zaf,cotton seed,tonnes,,1900-1913,38.0,iia_1925_26,no,no,
iia,south korea,kor,cotton seed,tonnes,,1900-1913,9781.0,iia_1925_26,no,no,
iia,tanzania,tza,cotton seed,tonnes,,1900-1913,4027.0,iia_1925_26,no,no,
iia,turkey,tur,cotton seed,tonnes,,1900-1913,51588.0,iia_1925_26,no,no,
iia,united states of america,usa,cotton seed,tonnes,,1900-1913,5269674.8,iia_1925_26,no,no,
iia,vanuatu,vut,cotton seed,tonnes,,1900-1913,277.0,iia_1925_26,no,no,
iia,algeria,dza,"silk-worm cocoons, reelable",tonnes,,1900-1913,4.9,iia_1925_26,no,no,
iia,bulgaria,bgr,"silk-worm cocoons, reelable",tonnes,,1900-1913,2050.0,iia_1925_26,no,no,
iia,"china, taiwan province of",twn,"silk-worm cocoons, reelable",tonnes,,1900-1913,17.227,iia_1925_26,no,no,
iia,france,fra,"silk-worm cocoons, reelable",tonnes,,1900-1913,5725.442,iia_1925_26,no,no,
iia,italy,ita,"silk-worm cocoons, reelable",tonnes,,1900-1913,40804.0,iia_1925_26,no,no,
iia,japan,jpn,"silk-worm cocoons, reelable",tonnes,,1900-1913,93393.39,iia_1925_26,no,no,
iia,mexico,mex,"silk-worm cocoons, reelable",tonnes,,1900-1913,2.51,iia_1925_26,no,no,
iia,morocco,mar,"silk-worm cocoons, reelable",tonnes,,1900-1913,0.92,iia_1925_26,no,no,
iia,romania,rou,"silk-worm cocoons, reelable",tonnes,,1900-1913,212.292,iia_1925_26,no,no,
iia,russian federation,rus,"silk-worm cocoons, reelable",tonnes,,1900-1913,10443.1,iia_1925_26,no,no,
iia,serbia,srb,"silk-worm cocoons, reelable",tonnes,,1900-1913,378.069,iia_1925_26,no,no,
iia,south korea,kor,"silk-worm cocoons, reelable",tonnes,,1900-1913,841.924,iia_1925_26,no,no,
iia,spain,esp,"silk-worm cocoons, reelable",tonnes,,1900-1913,1287.601,iia_1925_26,no,no,
iia,switzerland,che,"silk-worm cocoons, reelable",tonnes,,1900-1913,46.854,iia_1925_26,no,no,
iia,turkey,tur,"silk-worm cocoons, reelable",tonnes,,1900-1913,15023.775,iia_1925_26,no,no,
iia,austria,aut,wheat,tonnes,,1900-1913,247727.0,iia_1925_26,no,no,
iia,belgium,bel,wheat,tonnes,,1900-1913,18353.5,iia_1925_26,no,no,
iia,bulgaria,bgr,wheat,tonnes,,1900-1913,58565.0,iia_1925_26,no,no,
iia,canada,can,wheat,tonnes,,1900-1913,315767.5,iia_1925_26,no,no,
iia,denmark,dnk,wheat,tonnes,,1900-1913,65000.0,iia_1925_26,no,no,
iia,finland,fin,wheat,tonnes,,1900-1913,12469.4,iia_1925_26,no,no,
iia,france,fra,wheat,tonnes,,1900-1913,156457.6,iia_1925_26,no,no,
iia,greece,grc,wheat,tonnes,,1900-1913,21406.8,iia_1925_26,no,no,
iia,luxembourg,lux,wheat,tonnes,,1900-1913,22749.8,iia_1925_26,no,no,
iia,norway,nor,wheat,tonnes,,1900-1913,11148.3,iia_1925_26,no,no,
iia,spain,esp,wheat,tonnes,,1900-1913,29475.1,iia_1925_26,no,no,
iia,sweden,swe,wheat,tonnes,,1900-1913,319067.8,iia_1925_26,no,no,
iia,switzerland,che,wheat,tonnes,,1900-1913,10260.0,iia_1925_26,no,no,
iia,brazil,bra,"cacao, beans",tonnes,,1909-1913,31644.1,iia_1925_26,no,no,
iia,cameroon,cmr,"cacao, beans",tonnes,,1909-1913,3855.1,iia_1925_26,no,no,
iia,colombia,col,"cacao, beans",ha,,1909-1913,14701.0,iia_1925_26,no,no,
iia,colombia,col,"cacao, beans",tonnes,,1909-1913,3670.9,iia_1925_26,no,no,
iia,congo,cog,"cacao, beans",ha,,1909-1913,1230.0,iia_1925_26,no,no,
iia,congo,cog,"cacao, beans",tonnes,,1909-1913,106.9,iia_1925_26,no,no,
iia,costa rica,cri,"cacao, beans",ha,,1909-1913,4674.0,iia_1925_26,no,no,
iia,costa rica,cri,"cacao, beans",tonnes,,1909-1913,291.2,iia_1925_26,no,no,
iia,cuba,cub,"cacao, beans",tonnes,,1909-1913,1588.4,iia_1925_26,no,no,
iia,dominica,dma,"cacao, beans",tonnes,,1909-1913,544.7,iia_1925_26,no,no,
iia,dominican republic,dom,"cacao, beans",tonnes,,1909-1913,18274.5,iia_1925_26,no,no,
iia,dr congo,cod,"cacao, beans",ha,,1909-1913,3725.0,iia_1925_26,no,no,
iia,dr congo,cod,"cacao, beans",tonnes,,1909-1913,837.3,iia_1925_26,no,no,
iia,ecuador,ecu,"cacao, beans",tonnes,,1909-1913,37354.4,iia_1925_26,no,no,
iia,equatorial guinea,gnq,"cacao, beans",tonnes,,1909-1913,2595.6,iia_1925_26,no,no,
iia,french guiana,guf,"cacao, beans",tonnes,,1909-1913,18.4,iia_1925_26,no,no,
iia,ghana,gha,"cacao, beans",ha,,1909-1913,92700.0,iia_1925_26,no,no,
iia,ghana,gha,"cacao, beans",tonnes,,1909-1913,35151.7,iia_1925_26,no,no,
iia,grenada,grd,"cacao, beans",tonnes,,1909-1913,5616.1,iia_1925_26,no,no,
iia,guadeloupe,rlam,"cacao, beans",ha,,1909-1913,4750.0,iia_1925_26,no,no,
iia,guadeloupe,rlam,"cacao, beans",tonnes,,1909-1913,861.4,iia_1925_26,no,no,
iia,guatemala,gtm,"cacao, beans",tonnes,,1909-1913,149.0,iia_1925_26,no,no,
iia,guyana,guy,"cacao, beans",ha,,1909-1913,898.0,iia_1925_26,no,no,
iia,haiti,hti,"cacao, beans",tonnes,,1909-1913,2483.5,iia_1925_26,no,no,
iia,indonesia,idn,"cacao, beans",tonnes,,1909-1913,2345.0,iia_1925_26,no,no,
iia,ivory coast,civ,"cacao, beans",tonnes,,1909-1913,19.2,iia_1925_26,no,no,
iia,jamaica,jam,"cacao, beans",ha,,1909-1913,4714.0,iia_1925_26,no,no,
iia,jamaica,jam,"cacao, beans",tonnes,,1909-1913,2643.3,iia_1925_26,no,no,
iia,martinique,rlam,"cacao, beans",tonnes,,1909-1913,558.6,iia_1925_26,no,no,
iia,nicaragua,nic,"cacao, beans",ha,,1909-1913,4903.0,iia_1925_26,no,no,
iia,nicaragua,nic,"cacao, beans",tonnes,,1909-1913,260.3,iia_1925_26,no,no,
iia,nigeria,nga,"cacao, beans",tonnes,,1909-1913,3370.2,iia_1925_26,no,no,
iia,panama,pan,"cacao, beans",tonnes,,1909-1913,44.5,iia_1925_26,no,no,
iia,papua new guinea,png,"cacao, beans",ha,,1909-1913,384.0,iia_1925_26,no,no,
iia,philippines,phl,"cacao, beans",ha,,1909-1913,1138.0,iia_1925_26,no,no,
iia,philippines,phl,"cacao, beans",tonnes,,1909-1913,579.0,iia_1925_26,no,no,
iia,saint lucia,lca,"cacao, beans",ha,,1909-1913,2400.0,iia_1925_26,no,no,
iia,saint lucia,lca,"cacao, beans",tonnes,,1909-1913,855.5,iia_1925_26,no,no,
iia,saint vincent and the grenadines,vct,"cacao, beans",ha,,1909-1913,400.0,iia_1925_26,no,no,
iia,saint vincent and the grenadines,vct,"cacao, beans",tonnes,,1909-1913,108.9,iia_1925_26,no,no,
iia,samoa,wsm,"cacao, beans",ha,,1909-1913,2517.0,iia_1925_26,no,no,
iia,samoa,wsm,"cacao, beans",tonnes,,1909-1913,692.4,iia_1925_26,no,no,
iia,sao tome and principe,stp,"cacao, beans",tonnes,,1909-1913,35412.8,iia_1925_26,no,no,
iia,sierra leone,sle,"cacao, beans",ha,,1909-1913,180.0,iia_1925_26,no,no,
iia,sierra leone,sle,"cacao, beans",tonnes,,1909-1913,12.0,iia_1925_26,no,no,
iia,sri lanka,lka,"cacao, beans",ha,,1909-1913,13191.0,iia_1925_26,no,no,
iia,sri lanka,lka,"cacao, beans",tonnes,,1909-1913,3597.8,iia_1925_26,no,no,
iia,suriname,sur,"cacao, beans",ha,,1909-1913,9751.0,iia_1925_26,no,no,
iia,suriname,sur,"cacao, beans",tonnes,,1909-1913,1496.8,iia_1925_26,no,no,
iia,trinidad and tobago,tto,"cacao, beans",ha,,1909-1913,123000.0,iia_1925_26,no,no,
iia,trinidad and tobago,tto,"cacao, beans",tonnes,,1909-1913,18609.5,iia_1925_26,no,no,
iia,united states of america,usa,"cacao, beans",tonnes,,1909-1913,53.2,iia_1925_26,no,no,
iia,venezuela,ven,"cacao, beans",tonnes,,1909-1913,16052.0,iia_1925_26,no,no,
iia,angola,ago,"coffee, green",tonnes,,1909-1913,4744.5,iia_1925_26,no,no,
iia,argentina,arg,"coffee, green",ha,,1909-1913,653.0,iia_1925_26,no,no,
iia,australia,aus,"coffee, green",ha,,1909-1913,80.0,iia_1925_26,no,no,
iia,australia,aus,"coffee, green",tonnes,,1909-1913,48.2,iia_1925_26,no,no,
iia,brazil,bra,"coffee, green",ha,,1909-1913,1804731.0,iia_1925_26,no,no,
iia,brazil,bra,"coffee, green",tonnes,,1909-1913,705171.3,iia_1925_26,no,no,
iia,colombia,col,"coffee, green",ha,,1909-1913,46295.0,iia_1925_26,no,no,
iia,colombia,col,"coffee, green",tonnes,,1909-1913,68808.2,iia_1925_26,no,no,
iia,costa rica,cri,"coffee, green",ha,,1909-1913,28890.0,iia_1925_26,no,no,
iia,costa rica,cri,"coffee, green",tonnes,,1909-1913,14002.4,iia_1925_26,no,no,
iia,dominican republic,dom,"coffee, green",tonnes,,1909-1913,1756.4,iia_1925_26,no,no,
iia,dr congo,cod,"coffee, green",ha,,1909-1913,241.0,iia_1925_26,no,no,
iia,dr congo,cod,"coffee, green",tonnes,,1909-1913,66.2,iia_1925_26,no,no,
iia,ecuador,ecu,"coffee, green",tonnes,,1909-1913,3673.6,iia_1925_26,no,no,
iia,el salvador,slv,"coffee, green",tonnes,,1909-1913,30761.5,iia_1925_26,no,no,
iia,guadeloupe,rlam,"coffee, green",ha,,1909-1913,6508.0,iia_1925_26,no,no,
iia,guadeloupe,rlam,"coffee, green",tonnes,,1909-1913,859.2,iia_1925_26,no,no,
iia,guatemala,gtm,"coffee, green",ha,,1909-1913,134055.0,iia_1925_26,no,no,
iia,guatemala,gtm,"coffee, green",tonnes,,1909-1913,48203.8,iia_1925_26,no,no,
iia,guyana,guy,"coffee, green",ha,,1909-1913,1036.0,iia_1925_26,no,no,
iia,haiti,hti,"coffee, green",tonnes,,1909-1913,34831.9,iia_1925_26,no,no,
iia,honduras,hnd,"coffee, green",tonnes,,1909-1913,418.8,iia_1925_26,no,no,
iia,india,ind,"coffee, green",ha,,1909-1913,84062.0,iia_1925_26,no,no,
iia,india,ind,"coffee, green",tonnes,,1909-1913,14083.6,iia_1925_26,no,no,
iia,indonesia,idn,"coffee, green",ha,,1909-1913,186333.0,iia_1925_26,no,no,
iia,indonesia,idn,"coffee, green",tonnes,,1909-1913,35734.6,iia_1925_26,no,no,
iia,jamaica,jam,"coffee, green",ha,,1909-1913,8875.0,iia_1925_26,no,no,
iia,jamaica,jam,"coffee, green",tonnes,,1909-1913,3887.4,iia_1925_26,no,no,
iia,madagascar,mdg,"coffee, green",ha,,1909-1913,8579.0,iia_1925_26,no,no,
iia,madagascar,mdg,"coffee, green",tonnes,,1909-1913,1866.8,iia_1925_26,no,no,
iia,malawi,mwi,"coffee, green",ha,,1909-1913,1479.0,iia_1925_26,no,no,
iia,malawi,mwi,"coffee, green",tonnes,,1909-1913,202.1,iia_1925_26,no,no,
iia,mexico,mex,"coffee, green",tonnes,,1909-1913,34525.0,iia_1925_26,no,no,
iia,new caledonia,roce,"coffee, green",tonnes,,1909-1913,485.2,iia_1925_26,no,no,
iia,nicaragua,nic,"coffee, green",ha,,1909-1913,97000.0,iia_1925_26,no,no,
iia,nicaragua,nic,"coffee, green",tonnes,,1909-1913,8203.8,iia_1925_26,no,no,
iia,paraguay,pry,"coffee, green",ha,,1909-1913,190.0,iia_1925_26,no,no,
iia,paraguay,pry,"coffee, green",tonnes,,1909-1913,95.0,iia_1925_26,no,no,
iia,philippines,phl,"coffee, green",ha,,1909-1913,718.0,iia_1925_26,no,no,
iia,philippines,phl,"coffee, green",tonnes,,1909-1913,369.7,iia_1925_26,no,no,
iia,sierra leone,sle,"coffee, green",ha,,1909-1913,400.0,iia_1925_26,no,no,
iia,sierra leone,sle,"coffee, green",tonnes,,1909-1913,100.0,iia_1925_26,no,no,
iia,sri lanka,lka,"coffee, green",ha,,1909-1913,574.0,iia_1925_26,no,no,
iia,sri lanka,lka,"coffee, green",tonnes,,1909-1913,230.7,iia_1925_26,no,no,
iia,suriname,sur,"coffee, green",tonnes,,1909-1913,247.5,iia_1925_26,no,no,
iia,tanzania,tza,"coffee, green",ha,,1909-1913,3116.0,iia_1925_26,no,no,
iia,tanzania,tza,"coffee, green",tonnes,,1909-1913,1153.3,iia_1925_26,no,no,
iia,trinidad and tobago,tto,"coffee, green",ha,,1909-1913,1700.0,iia_1925_26,no,no,
iia,united states of america,usa,"coffee, green",ha,,1909-1913,64970.0,iia_1925_26,no,no,
iia,united states of america,usa,"coffee, green",tonnes,,1909-1913,24350.9,iia_1925_26,no,no,
iia,vanuatu,vut,"coffee, green",tonnes,,1909-1913,222.0,iia_1925_26,no,no,
iia,venezuela,ven,"coffee, green",tonnes,,1909-1913,52338.2,iia_1925_26,no,no,
iia,yemen,yem,"coffee, green",tonnes,,1909-1913,6998.1,iia_1925_26,no,no,
iia,algeria,dza,cotton lint,ha,,1909-1913,647.0,iia_1925_26,no,no,
iia,algeria,dza,cotton lint,tonnes,,1909-1913,297.1,iia_1925_26,no,no,
iia,antigua and barbuda,atg,cotton lint,ha,,1909-1913,305.0,iia_1925_26,no,no,
iia,antigua and barbuda,atg,cotton lint,tonnes,,1909-1913,53.3,iia_1925_26,no,no,
iia,argentina,arg,cotton lint,ha,,1909-1913,2091.0,iia_1925_26,no,no,
iia,argentina,arg,cotton lint,tonnes,,1909-1913,6375.0,iia_1925_26,no,no,
iia,australia,aus,cotton lint,ha,,1909-1913,150.0,iia_1925_26,no,no,
iia,australia,aus,cotton lint,tonnes,,1909-1913,16.3,iia_1925_26,no,no,
iia,barbados,brb,cotton lint,ha,,1909-1913,1658.0,iia_1925_26,no,no,
iia,barbados,brb,cotton lint,tonnes,,1909-1913,229.8,iia_1925_26,no,no,
iia,brazil,bra,cotton lint,ha,,1909-1913,359144.0,iia_1925_26,no,no,
iia,brazil,bra,cotton lint,tonnes,,1909-1913,90711.0,iia_1925_26,no,no,
iia,british virgin islands,rlam,cotton lint,tonnes,,1909-1913,17.6,iia_1925_26,no,no,
iia,bulgaria,bgr,cotton lint,ha,,1909-1913,1028.0,iia_1925_26,no,no,
iia,bulgaria,bgr,cotton lint,tonnes,,1909-1913,108.1,iia_1925_26,no,no,
iia,"china, mainland",chn,cotton lint,tonnes,,1909-1913,482515.0,iia_1925_26,no,no,
iia,colombia,col,cotton lint,ha,,1909-1913,4620.0,iia_1925_26,no,no,
iia,colombia,col,cotton lint,tonnes,,1909-1913,1205.8,iia_1925_26,no,no,
iia,cyprus,cyp,cotton lint,ha,,1909-1913,4210.0,iia_1925_26,no,no,
iia,cyprus,cyp,cotton lint,tonnes,,1909-1913,430.1,iia_1925_26,no,no,
iia,dominican republic,dom,cotton lint,tonnes,,1909-1913,252.1,iia_1925_26,no,no,
iia,egypt,egy,cotton lint,ha,,1909-1913,723086.0,iia_1925_26,no,no,
iia,egypt,egy,cotton lint,tonnes,,1909-1913,318112.4,iia_1925_26,no,no,
iia,ghana,gha,cotton lint,tonnes,,1909-1913,501.2,iia_1925_26,no,no,
iia,greece,grc,cotton lint,ha,,1909-1913,9042.0,iia_1925_26,no,no,
iia,greece,grc,cotton lint,tonnes,,1909-1913,27350.4,iia_1925_26,no,no,
iia,grenada,grd,cotton lint,ha,,1909-1913,1299.0,iia_1925_26,no,no,
iia,grenada,grd,cotton lint,tonnes,,1909-1913,152.3,iia_1925_26,no,no,
iia,guadeloupe,rlam,cotton lint,ha,,1909-1913,1207.0,iia_1925_26,no,no,
iia,guatemala,gtm,cotton lint,tonnes,,1909-1913,31.3,iia_1925_26,no,no,
iia,haiti,hti,cotton lint,tonnes,,1909-1913,2009.5,iia_1925_26,no,no,
iia,india,ind,cotton lint,ha,,1909-1913,9102104.0,iia_1925_26,no,no,
iia,india,ind,cotton lint,tonnes,,1909-1913,777000.1,iia_1925_26,no,no,
iia,indonesia,idn,cotton lint,ha,,1909-1913,145.0,iia_1925_26,no,no,
iia,indonesia,idn,cotton lint,tonnes,,1909-1913,3990.2,iia_1925_26,no,no,
iia,iran,irn,cotton lint,tonnes,,1909-1913,24029.1,iia_1925_26,no,no,
iia,italy,ita,cotton lint,ha,,1909-1913,3500.0,iia_1925_26,no,no,
iia,italy,ita,cotton lint,tonnes,,1909-1913,1130.0,iia_1925_26,no,no,
iia,jamaica,jam,cotton lint,ha,,1909-1913,51.0,iia_1925_26,no,no,
iia,jamaica,jam,cotton lint,tonnes,,1909-1913,14.4,iia_1925_26,no,no,
iia,japan,jpn,cotton lint,ha,,1909-1913,3071.0,iia_1925_26,no,no,
iia,japan,jpn,cotton lint,tonnes,,1909-1913,1071.0,iia_1925_26,no,no,
iia,kenya,ken,cotton lint,tonnes,,1909-1913,40.8,iia_1925_26,no,no,
iia,malawi,mwi,cotton lint,ha,,1909-1913,12431.0,iia_1925_26,no,no,
iia,malawi,mwi,cotton lint,tonnes,,1909-1913,1093.2,iia_1925_26,no,no,
iia,malta,mlt,cotton lint,ha,,1909-1913,403.0,iia_1925_26,no,no,
iia,malta,mlt,cotton lint,tonnes,,1909-1913,94.0,iia_1925_26,no,no,
iia,mexico,mex,cotton lint,ha,,1909-1913,99342.0,iia_1925_26,no,no,
iia,mexico,mex,cotton lint,tonnes,,1909-1913,43698.0,iia_1925_26,no,no,
iia,montserrat,rlam,cotton lint,ha,,1909-1913,859.0,iia_1925_26,no,no,
iia,montserrat,rlam,cotton lint,tonnes,,1909-1913,142.5,iia_1925_26,no,no,
iia,nicaragua,nic,cotton lint,tonnes,,1909-1913,64.0,iia_1925_26,no,no,
iia,nigeria,nga,cotton lint,tonnes,,1909-1913,2014.8,iia_1925_26,no,no,
iia,paraguay,pry,cotton lint,ha,,1909-1913,80.0,iia_1925_26,no,no,
iia,paraguay,pry,cotton lint,tonnes,,1909-1913,20.0,iia_1925_26,no,no,
iia,peru,per,cotton lint,ha,,1909-1913,66117.0,iia_1925_26,no,no,
iia,peru,per,cotton lint,tonnes,,1909-1913,26082.2,iia_1925_26,no,no,
iia,russian federation,rus,cotton lint,ha,,1909-1913,635656.0,iia_1925_26,no,no,
iia,russian federation,rus,cotton lint,tonnes,,1909-1913,196494.6,iia_1925_26,no,no,
iia,saint kitts and nevis,kna,cotton lint,ha,,1909-1913,1825.0,iia_1925_26,no,no,
iia,saint kitts and nevis,kna,cotton lint,tonnes,,1909-1913,292.0,iia_1925_26,no,no,
iia,saint vincent and the grenadines,vct,cotton lint,ha,,1909-1913,1562.0,iia_1925_26,no,no,
iia,saint vincent and the grenadines,vct,cotton lint,tonnes,,1909-1913,222.5,iia_1925_26,no,no,
iia,south africa,zaf,cotton lint,ha,,1909-1913,97.0,iia_1925_26,no,no,
iia,south africa,zaf,cotton lint,tonnes,,1909-1913,16.5,iia_1925_26,no,no,
iia,south korea,kor,cotton lint,ha,,1909-1913,59203.0,iia_1925_26,no,no,
iia,south korea,kor,cotton lint,tonnes,,1909-1913,4198.0,iia_1925_26,no,no,
iia,sri lanka,lka,cotton lint,ha,,1909-1913,91.0,iia_1925_26,no,no,
iia,tanzania,tza,cotton lint,ha,,1909-1913,12317.0,iia_1925_26,no,no,
iia,tanzania,tza,cotton lint,tonnes,,1909-1913,1728.4,iia_1925_26,no,no,
iia,thailand,tha,cotton lint,ha,,1909-1913,4790.0,iia_1925_26,no,no,
iia,turkey,tur,cotton lint,ha,,1909-1913,182467.0,iia_1925_26,no,no,
iia,turkey,tur,cotton lint,tonnes,,1909-1913,22140.7,iia_1925_26,no,no,
iia,united states of america,usa,cotton lint,ha,,1909-1913,13821156.0,iia_1925_26,no,no,
iia,united states of america,usa,cotton lint,tonnes,,1909-1913,2825905.2,iia_1925_26,no,no,
iia,vanuatu,vut,cotton lint,tonnes,,1909-1913,118.7,iia_1925_26,no,no,
iia,algeria,dza,cotton seed,ha,,1909-1913,647.0,iia_1925_26,no,no,
iia,antigua and barbuda,atg,cotton seed,ha,,1909-1913,305.0,iia_1925_26,no,no,
iia,argentina,arg,cotton seed,ha,,1909-1913,2091.0,iia_1925_26,no,no,
iia,australia,aus,cotton seed,ha,,1909-1913,150.0,iia_1925_26,no,no,
iia,barbados,brb,cotton seed,ha,,1909-1913,1658.0,iia_1925_26,no,no,
iia,brazil,bra,cotton seed,ha,,1909-1913,359144.0,iia_1925_26,no,no,
iia,bulgaria,bgr,cotton seed,ha,,1909-1913,1023.0,iia_1925_26,no,no,
iia,colombia,col,cotton seed,ha,,1909-1913,4620.0,iia_1925_26,no,no,
iia,cyprus,cyp,cotton seed,ha,,1909-1913,4210.0,iia_1925_26,no,no,
iia,egypt,egy,cotton seed,ha,,1909-1913,723086.0,iia_1925_26,no,no,
iia,greece,grc,cotton seed,ha,,1909-1913,9042.0,iia_1925_26,no,no,
iia,grenada,grd,cotton seed,ha,,1909-1913,1299.0,iia_1925_26,no,no,
iia,guadeloupe,rlam,cotton seed,ha,,1909-1913,1207.0,iia_1925_26,no,no,
iia,india,ind,cotton seed,ha,,1909-1913,9102104.0,iia_1925_26,no,no,
iia,indonesia,idn,cotton seed,ha,,1909-1913,145.0,iia_1925_26,no,no,
iia,italy,ita,cotton seed,ha,,1909-1913,3500.0,iia_1925_26,no,no,
iia,japan,jpn,cotton seed,ha,,1909-1913,3071.0,iia_1925_26,no,no,
iia,malawi,mwi,cotton seed,ha,,1909-1913,12431.0,iia_1925_26,no,no,
iia,malta,mlt,cotton seed,ha,,1909-1913,403.0,iia_1925_26,no,no,
iia,mexico,mex,cotton seed,ha,,1909-1913,99342.0,iia_1925_26,no,no,
iia,montserrat,rlam,cotton seed,ha,,1909-1913,859.0,iia_1925_26,no,no,
iia,paraguay,pry,cotton seed,ha,,1909-1913,80.0,iia_1925_26,no,no,
iia,peru,per,cotton seed,ha,,1909-1913,66117.0,iia_1925_26,no,no,
iia,russian federation,rus,cotton seed,ha,,1909-1913,635656.0,iia_1925_26,no,no,
iia,saint kitts and nevis,kna,cotton seed,ha,,1909-1913,1825.0,iia_1925_26,no,no,
iia,saint vincent and the grenadines,vct,cotton seed,ha,,1909-1913,1562.0,iia_1925_26,no,no,
iia,south africa,zaf,cotton seed,ha,,1909-1913,97.0,iia_1925_26,no,no,
iia,south korea,kor,cotton seed,ha,,1909-1913,59203.0,iia_1925_26,no,no,
iia,sri lanka,lka,cotton seed,ha,,1909-1913,91.0,iia_1925_26,no,no,
iia,tanzania,tza,cotton seed,ha,,1909-1913,12317.0,iia_1925_26,no,no,
iia,thailand,tha,cotton seed,ha,,1909-1913,4790.0,iia_1925_26,no,no,
iia,turkey,tur,cotton seed,ha,,1909-1913,182467.0,iia_1925_26,no,no,
iia,united states of america,usa,cotton seed,ha,,1909-1913,13821156.0,iia_1925_26,no,no,
iia,algeria,dza,flax fibre and tow,ha,,1909-1913,553.0,iia_1925_26,no,no,
iia,algeria,dza,flax fibre and tow,tonnes,,1909-1913,85.0,iia_1925_26,no,no,
iia,australia,aus,flax fibre and tow,ha,,1909-1913,427.0,iia_1925_26,no,no,
iia,australia,aus,flax fibre and tow,tonnes,,1909-1913,58.0,iia_1925_26,no,no,
iia,austria,aut,flax fibre and tow,ha,,1909-1913,5004.0,iia_1925_26,no,no,
iia,austria,aut,flax fibre and tow,tonnes,,1909-1913,3188.3,iia_1925_26,no,no,
iia,belgium,bel,flax fibre and tow,ha,,1909-1913,19802.0,iia_1925_26,no,no,
iia,belgium,bel,flax fibre and tow,tonnes,,1909-1913,23536.4,iia_1925_26,no,no,
iia,bulgaria,bgr,flax fibre and tow,ha,,1909-1913,154.0,iia_1925_26,no,no,
iia,bulgaria,bgr,flax fibre and tow,tonnes,,1909-1913,57.9,iia_1925_26,no,no,
iia,canada,can,flax fibre and tow,ha,,1909-1913,3763.0,iia_1925_26,no,no,
iia,canada,can,flax fibre and tow,tonnes,,1909-1913,1270.1,iia_1925_26,no,no,
iia,chile,chl,flax fibre and tow,tonnes,,1909-1913,57.6,iia_1925_26,no,no,
iia,egypt,egy,flax fibre and tow,ha,,1909-1913,1873.0,iia_1925_26,no,no,
iia,egypt,egy,flax fibre and tow,tonnes,,1909-1913,3295.5,iia_1925_26,no,no,
