source,country,polity_code,item,unit,indicator,period,value,volume,volume_is_late,era_screened,implausible_tobacco_hops
iia,tanzania,tza,cotton seed,ha,,1925-1929,50670.0,iia_1933_34,no,no,
iia,tanzania,tza,cotton seed,tonnes,,1925-1929,10390.0,iia_1933_34,no,no,
iia,thailand,tha,cotton seed,ha,,1925-1929,3620.0,iia_1933_34,no,no,
iia,thailand,tha,cotton seed,tonnes,,1925-1929,1640.0,iia_1933_34,no,no,
iia,turkey,tur,cotton seed,ha,,1925-1929,149070.0,iia_1933_34,no,no,
iia,turkey,tur,cotton seed,tonnes,,1925-1929,47580.0,iia_1933_34,no,no,
iia,united states of america,usa,cotton seed,ha,,1925-1929,17246155.0,iia_1933_34,no,no,
iia,united states of america,usa,cotton seed,tonnes,,1925-1929,6155920.0,iia_1933_34,no,no,
iia,vanuatu,vut,cotton seed,tonnes,,1925-1929,1265.0,iia_1933_34,no,no,
iia,venezuela,ven,cotton seed,tonnes,,1925-1929,16500.0,iia_1933_34,no,no,
iia,viet nam,vnm,cotton seed,ha,,1925-1929,1747.0,iia_1933_34,no,no,
iia,viet nam,vnm,cotton seed,tonnes,,1925-1929,560.0,iia_1933_34,no,no,
iia,zambia,zmb,cotton seed,ha,,1925-1929,1070.0,iia_1933_34,no,no,
iia,zambia,zmb,cotton seed,tonnes,,1925-1929,64.0,iia_1933_34,no,no,
iia,zimbabwe,zwe,cotton seed,ha,,1925-1929,6760.0,iia_1933_34,no,no,
iia,zimbabwe,zwe,cotton seed,tonnes,,1925-1929,712.0,iia_1933_34,no,no,
iia,austria,aut,"fertilizer, mixed",tonnes,,1925-1929,1130.0,iia_1933_34,no,no,
iia,belgium,bel,"fertilizer, mixed",tonnes,,1925-1929,9175.0,iia_1933_34,no,no,
iia,chile,chl,"fertilizer, mixed",tonnes,,1925-1929,13898.0,iia_1933_34,no,no,
iia,"china, taiwan province of",twn,"fertilizer, mixed",tonnes,,1925-1929,1581.0,iia_1933_34,no,no,
iia,france,fra,"fertilizer, mixed",tonnes,,1925-1929,36700.0,iia_1933_34,no,no,
iia,germany,deu,"fertilizer, mixed",tonnes,,1925-1929,13863.0,iia_1933_34,no,no,
iia,greece,grc,"fertilizer, mixed",tonnes,,1925-1929,640.0,iia_1933_34,no,no,
iia,hungary,hun,"fertilizer, mixed",tonnes,,1925-1929,10486.0,iia_1933_34,no,no,
iia,india,ind,"fertilizer, mixed",tonnes,,1925-1929,9685.0,iia_1933_34,no,no,
iia,indonesia,idn,"fertilizer, mixed",tonnes,,1925-1929,965.0,iia_1933_34,no,no,
iia,italy,ita,"fertilizer, mixed",tonnes,,1925-1929,319683.0,iia_1933_34,no,no,
iia,japan,jpn,"fertilizer, mixed",tonnes,,1925-1929,58472.0,iia_1933_34,no,no,
iia,peru,per,"fertilizer, mixed",tonnes,,1925-1929,114432.0,iia_1933_34,no,no,
iia,portugal,prt,"fertilizer, mixed",tonnes,,1925-1929,5433.0,iia_1933_34,no,no,
iia,romania,rou,"fertilizer, mixed",tonnes,,1925-1929,1927.0,iia_1933_34,no,no,
iia,seychelles,rafr,"fertilizer, mixed",tonnes,,1925-1929,12070.0,iia_1933_34,no,no,
iia,south africa,zaf,"fertilizer, mixed",tonnes,,1925-1929,8483.0,iia_1933_34,no,no,
iia,spain,esp,"fertilizer, mixed",tonnes,,1925-1929,13431.0,iia_1933_34,no,no,
iia,sweden,swe,"fertilizer, mixed",tonnes,,1925-1929,319.0,iia_1933_34,no,no,
iia,switzerland,che,"fertilizer, mixed",tonnes,,1925-1929,2400.0,iia_1933_34,no,no,
iia,united kingdom,gbr,"fertilizer, mixed",tonnes,,1925-1929,42808.0,iia_1933_34,no,no,
iia,united states of america,usa,"fertilizer, mixed",tonnes,,1925-1929,1982342.0,iia_1933_34,no,no,
iia,austria,aut,flax fibre and tow,ha,,1925-1929,4163.0,iia_1933_34,no,no,
iia,austria,aut,flax fibre and tow,tonnes,,1925-1929,6905.8,iia_1933_34,no,no,
iia,belgium,bel,flax fibre and tow,ha,,1925-1929,23919.0,iia_1933_34,no,no,
iia,belgium,bel,flax fibre and tow,tonnes,,1925-1929,26285.8,iia_1933_34,no,no,
iia,bulgaria,bgr,flax fibre and tow,ha,,1925-1929,238.0,iia_1933_34,no,no,
iia,bulgaria,bgr,flax fibre and tow,tonnes,,1925-1929,66.7,iia_1933_34,no,no,
iia,canada,can,flax fibre and tow,ha,,1925-1929,2237.0,iia_1933_34,no,no,
iia,canada,can,flax fibre and tow,tonnes,,1925-1929,653.2,iia_1933_34,no,no,
iia,cyprus,cyp,flax fibre and tow,ha,,1925-1929,632.0,iia_1933_34,no,no,
iia,cyprus,cyp,flax fibre and tow,tonnes,,1925-1929,147.7,iia_1933_34,no,no,
iia,czech republic,cze,flax fibre and tow,ha,,1925-1929,20799.0,iia_1933_34,no,no,
iia,czech republic,cze,flax fibre and tow,tonnes,,1925-1929,10779.4,iia_1933_34,no,no,
iia,egypt,egy,flax fibre and tow,ha,,1925-1929,1267.0,iia_1933_34,no,no,
iia,egypt,egy,flax fibre and tow,tonnes,,1925-1929,992.6,iia_1933_34,no,no,
iia,estonia,est,flax fibre and tow,ha,,1925-1929,36110.0,iia_1933_34,no,no,
iia,estonia,est,flax fibre and tow,tonnes,,1925-1929,10017.2,iia_1933_34,no,no,
iia,finland,fin,flax fibre and tow,ha,,1925-1929,4884.0,iia_1933_34,no,no,
iia,finland,fin,flax fibre and tow,tonnes,,1925-1929,1405.2,iia_1933_34,no,no,
iia,france,fra,flax fibre and tow,ha,,1925-1929,30688.0,iia_1933_34,no,no,
iia,france,fra,flax fibre and tow,tonnes,,1925-1929,26679.3,iia_1933_34,no,no,
iia,germany,deu,flax fibre and tow,ha,,1925-1929,19799.0,iia_1933_34,no,no,
iia,hungary,hun,flax fibre and tow,ha,,1925-1929,2978.0,iia_1933_34,no,no,
iia,hungary,hun,flax fibre and tow,tonnes,,1925-1929,2108.2,iia_1933_34,no,no,
iia,italy,ita,flax fibre and tow,ha,,1925-1929,7146.0,iia_1933_34,no,no,
iia,italy,ita,flax fibre and tow,tonnes,,1925-1929,2557.6,iia_1933_34,no,no,
iia,japan,jpn,flax fibre and tow,ha,,1925-1929,12564.0,iia_1933_34,no,no,
iia,japan,jpn,flax fibre and tow,tonnes,,1925-1929,3613.8,iia_1933_34,no,no,
iia,latvia,lva,flax fibre and tow,ha,,1925-1929,65946.0,iia_1933_34,no,no,
iia,latvia,lva,flax fibre and tow,tonnes,,1925-1929,22096.4,iia_1933_34,no,no,
iia,lithuania,ltu,flax fibre and tow,ha,,1925-1929,85480.0,iia_1933_34,no,no,
iia,lithuania,ltu,flax fibre and tow,tonnes,,1925-1929,36377.4,iia_1933_34,no,no,
iia,netherlands,nld,flax fibre and tow,ha,,1925-1929,14974.0,iia_1933_34,no,no,
iia,netherlands,nld,flax fibre and tow,tonnes,,1925-1929,11496.8,iia_1933_34,no,no,
iia,poland,pol,flax fibre and tow,ha,,1925-1929,113147.0,iia_1933_34,no,no,
iia,poland,pol,flax fibre and tow,tonnes,,1925-1929,56401.8,iia_1933_34,no,no,
iia,romania,rou,flax fibre and tow,ha,,1925-1929,20413.0,iia_1933_34,no,no,
iia,romania,rou,flax fibre and tow,tonnes,,1925-1929,2499.7,iia_1933_34,no,no,
iia,russian federation,rus,flax fibre and tow,ha,,1925-1929,1347867.0,iia_1933_34,no,no,
iia,russian federation,rus,flax fibre and tow,tonnes,,1925-1929,298274.7,iia_1933_34,no,no,
iia,serbia,srb,flax fibre and tow,ha,,1925-1929,12747.0,iia_1933_34,no,no,
iia,serbia,srb,flax fibre and tow,tonnes,,1925-1929,8200.5,iia_1933_34,no,no,
iia,spain,esp,flax fibre and tow,ha,,1925-1929,1049.0,iia_1933_34,no,no,
iia,spain,esp,flax fibre and tow,tonnes,,1925-1929,580.1,iia_1933_34,no,no,
iia,sweden,swe,flax fibre and tow,ha,,1925-1929,1141.0,iia_1933_34,no,no,
iia,sweden,swe,flax fibre and tow,tonnes,,1925-1929,166.7,iia_1933_34,no,no,
iia,united kingdom,gbr,flax fibre and tow,ha,,1925-1929,14220.0,iia_1933_34,no,no,
iia,united kingdom,gbr,flax fibre and tow,tonnes,,1925-1929,6021.9,iia_1933_34,no,no,
iia,jamaica,jam,grapefruit (inc. pomelos),ha,,1925-1929,34.0,iia_1933_34,no,no,
iia,jamaica,jam,grapefruit (inc. pomelos),tonnes,,1925-1929,4629.9,iia_1933_34,no,no,
iia,mexico,mex,grapefruit (inc. pomelos),tonnes,,1925-1929,1543.4,iia_1933_34,no,no,
iia,philippines,phl,grapefruit (inc. pomelos),ha,,1925-1929,1422.0,iia_1933_34,no,no,
iia,philippines,phl,grapefruit (inc. pomelos),tonnes,,1925-1929,7505.1,iia_1933_34,no,no,
iia,united states of america,usa,grapefruit (inc. pomelos),ha,,1925-1929,34297.0,iia_1933_34,no,no,
iia,united states of america,usa,grapefruit (inc. pomelos),tonnes,,1925-1929,365551.0,iia_1933_34,no,no,
iia,algeria,dza,grapes,tonnes,,1925-1929,0.1,iia_1933_34,no,no,
iia,argentina,arg,grapes,ha,,1925-1929,131015.0,iia_1933_34,no,no,
iia,argentina,arg,grapes,tonnes,,1925-1929,849738.5,iia_1933_34,no,no,
iia,australia,aus,grapes,ha,,1925-1929,2920.0,iia_1933_34,no,no,
iia,australia,aus,grapes,tonnes,,1925-1929,13124.7,iia_1933_34,no,no,
iia,austria,aut,grapes,tonnes,,1925-1929,98.4,iia_1933_34,no,no,
iia,belgium,bel,grapes,tonnes,,1925-1929,7000.0,iia_1933_34,no,no,
iia,brazil,bra,grapes,ha,,1925-1929,23700.0,iia_1933_34,no,no,
iia,brazil,bra,grapes,tonnes,,1925-1929,114813.4,iia_1933_34,no,no,
iia,bulgaria,bgr,grapes,ha,,1925-1929,63205.0,iia_1933_34,no,no,
iia,bulgaria,bgr,grapes,tonnes,,1925-1929,275634.3,iia_1933_34,no,no,
iia,canada,can,grapes,tonnes,,1925-1929,18334.7,iia_1933_34,no,no,
iia,chile,chl,grapes,tonnes,,1925-1929,4965.1,iia_1933_34,no,no,
iia,cyprus,cyp,grapes,ha,,1925-1929,36086.0,iia_1933_34,no,no,
iia,cyprus,cyp,grapes,tonnes,,1925-1929,46987.3,iia_1933_34,no,no,
iia,czech republic,cze,grapes,ha,,1925-1929,13.0,iia_1933_34,no,no,
iia,czech republic,cze,grapes,tonnes,,1925-1929,34175.7,iia_1933_34,no,no,
iia,egypt,egy,grapes,ha,,1925-1929,2380.0,iia_1933_34,no,no,
iia,egypt,egy,grapes,tonnes,,1925-1929,21019.2,iia_1933_34,no,no,
iia,france,fra,grapes,ha,,1925-1929,22890.0,iia_1933_34,no,no,
iia,france,fra,grapes,tonnes,,1925-1929,109193.8,iia_1933_34,no,no,
iia,greece,grc,grapes,ha,,1925-1929,10294.0,iia_1933_34,no,no,
iia,greece,grc,grapes,tonnes,,1925-1929,30237.8,iia_1933_34,no,no,
iia,hungary,hun,grapes,tonnes,,1925-1929,13578.6,iia_1933_34,no,no,
iia,israel,isr,grapes,ha,,1925-1929,3981.0,iia_1933_34,no,no,
iia,israel,isr,grapes,tonnes,,1925-1929,6141.8,iia_1933_34,no,no,
iia,italy,ita,grapes,ha,,1925-1929,840805.0,iia_1933_34,no,no,
iia,italy,ita,grapes,tonnes,,1925-1929,2841615.6,iia_1933_34,no,no,
iia,japan,jpn,grapes,tonnes,,1925-1929,42605.6,iia_1933_34,no,no,
iia,libya,lby,grapes,ha,,1925-1929,1493.0,iia_1933_34,no,no,
iia,libya,lby,grapes,tonnes,,1925-1929,1758.4,iia_1933_34,no,no,
iia,madagascar,mdg,grapes,ha,,1925-1929,432.0,iia_1933_34,no,no,
iia,madagascar,mdg,grapes,tonnes,,1925-1929,1145.2,iia_1933_34,no,no,
iia,malta,mlt,grapes,ha,,1925-1929,722.0,iia_1933_34,no,no,
iia,malta,mlt,grapes,tonnes,,1925-1929,6638.9,iia_1933_34,no,no,
iia,mexico,mex,grapes,tonnes,,1925-1929,7304.2,iia_1933_34,no,no,
iia,morocco,mar,grapes,ha,,1925-1929,5400.0,iia_1933_34,no,no,
iia,morocco,mar,grapes,tonnes,,1925-1929,40000.0,iia_1933_34,no,no,
iia,netherlands,nld,grapes,ha,,1925-1929,391.0,iia_1933_34,no,no,
iia,peru,per,grapes,ha,,1925-1929,6997.0,iia_1933_34,no,no,
iia,peru,per,grapes,tonnes,,1925-1929,32817.0,iia_1933_34,no,no,
iia,portugal,prt,grapes,ha,,1925-1929,346850.0,iia_1933_34,no,no,
iia,portugal,prt,grapes,tonnes,,1925-1929,1073186.6,iia_1933_34,no,no,
iia,romania,rou,grapes,ha,,1925-1929,234864.0,iia_1933_34,no,no,
iia,romania,rou,grapes,tonnes,,1925-1929,1053460.0,iia_1933_34,no,no,
iia,russian federation,rus,grapes,ha,,1925-1929,186062.0,iia_1933_34,no,no,
iia,russian federation,rus,grapes,tonnes,,1925-1929,961300.0,iia_1933_34,no,no,
iia,south africa,zaf,grapes,tonnes,,1925-1929,14921.4,iia_1933_34,no,no,
iia,south korea,kor,grapes,tonnes,,1925-1929,643.0,iia_1933_34,no,no,
iia,spain,esp,grapes,ha,,1925-1929,76456.0,iia_1933_34,no,no,
iia,spain,esp,grapes,tonnes,,1925-1929,225450.7,iia_1933_34,no,no,
iia,syrian arab republic,syr,grapes,ha,,1925-1929,38659.0,iia_1933_34,no,no,
iia,syrian arab republic,syr,grapes,tonnes,,1925-1929,138114.7,iia_1933_34,no,no,
iia,tunisia,tun,grapes,ha,,1925-1929,4000.0,iia_1933_34,no,no,
iia,tunisia,tun,grapes,tonnes,,1925-1929,5520.0,iia_1933_34,no,no,
iia,turkey,tur,grapes,ha,,1925-1929,17870.0,iia_1933_34,no,no,
iia,united states of america,usa,grapes,ha,,1925-1929,53686.0,iia_1933_34,no,no,
iia,united states of america,usa,grapes,tonnes,,1925-1929,664966.6,iia_1933_34,no,no,
iia,uruguay,ury,grapes,ha,,1925-1929,11086.0,iia_1933_34,no,no,
iia,uruguay,ury,grapes,tonnes,,1925-1929,57226.9,iia_1933_34,no,no,
iia,angola,ago,"groundnuts, with shell",ha,,1925-1929,4476.0,iia_1933_34,no,no,
iia,angola,ago,"groundnuts, with shell",tonnes,,1925-1929,3133.2,iia_1933_34,no,no,
iia,argentina,arg,"groundnuts, with shell",ha,,1925-1929,53036.0,iia_1933_34,no,no,
iia,argentina,arg,"groundnuts, with shell",tonnes,,1925-1929,61028.8,iia_1933_34,no,no,
iia,australia,aus,"groundnuts, with shell",ha,,1925-1929,2096.0,iia_1933_34,no,no,
iia,australia,aus,"groundnuts, with shell",tonnes,,1925-1929,2070.8,iia_1933_34,no,no,
iia,benin,ben,"groundnuts, with shell",ha,,1925-1929,32710.0,iia_1933_34,no,no,
iia,benin,ben,"groundnuts, with shell",tonnes,,1925-1929,29860.0,iia_1933_34,no,no,
iia,bulgaria,bgr,"groundnuts, with shell",ha,,1925-1929,42.0,iia_1933_34,no,no,
iia,bulgaria,bgr,"groundnuts, with shell",tonnes,,1925-1929,28.6,iia_1933_34,no,no,
iia,burkina faso,bfa,"groundnuts, with shell",ha,,1925-1929,111700.0,iia_1933_34,no,no,
iia,burkina faso,bfa,"groundnuts, with shell",tonnes,,1925-1929,48070.0,iia_1933_34,no,no,
iia,burundi,bdi,"groundnuts, with shell",ha,,1925-1929,2292.0,iia_1933_34,no,no,
iia,burundi,bdi,"groundnuts, with shell",tonnes,,1925-1929,2304.0,iia_1933_34,no,no,
iia,cameroon,cmr,"groundnuts, with shell",ha,,1925-1929,49200.0,iia_1933_34,no,no,
iia,cameroon,cmr,"groundnuts, with shell",tonnes,,1925-1929,17670.0,iia_1933_34,no,no,
iia,"china, mainland",chn,"groundnuts, with shell",ha,,1925-1929,29348.0,iia_1933_34,no,no,
iia,"china, mainland",chn,"groundnuts, with shell",tonnes,,1925-1929,254353.1,iia_1933_34,no,no,
iia,"china, taiwan province of",twn,"groundnuts, with shell",ha,,1925-1929,25966.0,iia_1933_34,no,no,
iia,"china, taiwan province of",twn,"groundnuts, with shell",tonnes,,1925-1929,40677.9,iia_1933_34,no,no,
iia,congo,cog,"groundnuts, with shell",ha,,1925-1929,14000.0,iia_1933_34,no,no,
iia,congo,cog,"groundnuts, with shell",tonnes,,1925-1929,10015.0,iia_1933_34,no,no,
iia,cyprus,cyp,"groundnuts, with shell",ha,,1925-1929,12.0,iia_1933_34,no,no,
iia,cyprus,cyp,"groundnuts, with shell",tonnes,,1925-1929,16.9,iia_1933_34,no,no,
iia,dr congo,cod,"groundnuts, with shell",ha,,1925-1929,108021.0,iia_1933_34,no,no,
iia,dr congo,cod,"groundnuts, with shell",tonnes,,1925-1929,73051.9,iia_1933_34,no,no,
iia,egypt,egy,"groundnuts, with shell",ha,,1925-1929,26671.0,iia_1933_34,no,no,
iia,egypt,egy,"groundnuts, with shell",tonnes,,1925-1929,26247.2,iia_1933_34,no,no,
iia,gambia,gmb,"groundnuts, with shell",tonnes,,1925-1929,60928.5,iia_1933_34,no,no,
iia,ghana,gha,"groundnuts, with shell",ha,,1925-1929,160.0,iia_1933_34,no,no,
iia,ghana,gha,"groundnuts, with shell",tonnes,,1925-1929,87.6,iia_1933_34,no,no,
iia,guatemala,gtm,"groundnuts, with shell",ha,,1925-1929,17.0,iia_1933_34,no,no,
iia,guatemala,gtm,"groundnuts, with shell",tonnes,,1925-1929,13.6,iia_1933_34,no,no,
iia,guinea,gin,"groundnuts, with shell",ha,,1925-1929,26000.0,iia_1933_34,no,no,
iia,guinea,gin,"groundnuts, with shell",tonnes,,1925-1929,22000.0,iia_1933_34,no,no,
iia,guinea-bissau,gnb,"groundnuts, with shell",ha,,1925-1929,27374.0,iia_1933_34,no,no,
iia,guinea-bissau,gnb,"groundnuts, with shell",tonnes,,1925-1929,20634.9,iia_1933_34,no,no,
iia,india,ind,"groundnuts, with shell",ha,,1925-1929,2104850.0,iia_1933_34,no,no,
iia,india,ind,"groundnuts, with shell",tonnes,,1925-1929,2278968.0,iia_1933_34,no,no,
iia,indonesia,idn,"groundnuts, with shell",ha,,1925-1929,206777.0,iia_1933_34,no,no,
iia,indonesia,idn,"groundnuts, with shell",tonnes,,1925-1929,214128.2,iia_1933_34,no,no,
iia,ivory coast,civ,"groundnuts, with shell",ha,,1925-1929,23200.0,iia_1933_34,no,no,
iia,ivory coast,civ,"groundnuts, with shell",tonnes,,1925-1929,13520.0,iia_1933_34,no,no,
iia,japan,jpn,"groundnuts, with shell",ha,,1925-1929,6529.0,iia_1933_34,no,no,
iia,japan,jpn,"groundnuts, with shell",tonnes,,1925-1929,11853.8,iia_1933_34,no,no,
iia,kenya,ken,"groundnuts, with shell",tonnes,,1925-1929,1413.5,iia_1933_34,no,no,
iia,madagascar,mdg,"groundnuts, with shell",ha,,1925-1929,12500.0,iia_1933_34,no,no,
iia,madagascar,mdg,"groundnuts, with shell",tonnes,,1925-1929,11000.0,iia_1933_34,no,no,
iia,malawi,mwi,"groundnuts, with shell",ha,,1925-1929,29.0,iia_1933_34,no,no,
iia,malawi,mwi,"groundnuts, with shell",tonnes,,1925-1929,18.5,iia_1933_34,no,no,
iia,mali,mli,"groundnuts, with shell",ha,,1925-1929,72000.0,iia_1933_34,no,no,
iia,mali,mli,"groundnuts, with shell",tonnes,,1925-1929,62100.0,iia_1933_34,no,no,
iia,mauritania,mrt,"groundnuts, with shell",ha,,1925-1929,2250.0,iia_1933_34,no,no,
iia,mauritania,mrt,"groundnuts, with shell",tonnes,,1925-1929,14.1,iia_1933_34,no,no,
iia,mauritius,mus,"groundnuts, with shell",ha,,1925-1929,176.0,iia_1933_34,no,no,
iia,mauritius,mus,"groundnuts, with shell",tonnes,,1925-1929,440.0,iia_1933_34,no,no,
iia,mexico,mex,"groundnuts, with shell",ha,,1925-1929,12430.0,iia_1933_34,no,no,
iia,mexico,mex,"groundnuts, with shell",tonnes,,1925-1929,7583.1,iia_1933_34,no,no,
iia,niger,ner,"groundnuts, with shell",ha,,1925-1929,32900.0,iia_1933_34,no,no,
iia,niger,ner,"groundnuts, with shell",tonnes,,1925-1929,16200.0,iia_1933_34,no,no,
iia,nigeria,nga,"groundnuts, with shell",ha,,1925-1929,192628.0,iia_1933_34,no,no,
iia,nigeria,nga,"groundnuts, with shell",tonnes,,1925-1929,172818.4,iia_1933_34,no,no,
iia,paraguay,pry,"groundnuts, with shell",ha,,1925-1929,4276.0,iia_1933_34,no,no,
iia,paraguay,pry,"groundnuts, with shell",tonnes,,1925-1929,8709.0,iia_1933_34,no,no,
iia,philippines,phl,"groundnuts, with shell",ha,,1925-1929,6559.0,iia_1933_34,no,no,
iia,philippines,phl,"groundnuts, with shell",tonnes,,1925-1929,5346.0,iia_1933_34,no,no,
iia,saint vincent and the grenadines,vct,"groundnuts, with shell",ha,,1925-1929,130.0,iia_1933_34,no,no,
iia,saint vincent and the grenadines,vct,"groundnuts, with shell",tonnes,,1925-1929,128.8,iia_1933_34,no,no,
iia,senegal,sen,"groundnuts, with shell",ha,,1925-1929,552950.0,iia_1933_34,no,no,
iia,senegal,sen,"groundnuts, with shell",tonnes,,1925-1929,473030.0,iia_1933_34,no,no,
iia,sierra leone,sle,"groundnuts, with shell",ha,,1925-1929,2100.0,iia_1933_34,no,no,
iia,sierra leone,sle,"groundnuts, with shell",tonnes,,1925-1929,2050.0,iia_1933_34,no,no,
iia,south africa,zaf,"groundnuts, with shell",ha,,1925-1929,12445.0,iia_1933_34,no,no,
iia,south africa,zaf,"groundnuts, with shell",tonnes,,1925-1929,5598.1,iia_1933_34,no,no,
iia,south korea,kor,"groundnuts, with shell",ha,,1925-1929,885.0,iia_1933_34,no,no,
iia,south korea,kor,"groundnuts, with shell",tonnes,,1925-1929,1581.2,iia_1933_34,no,no,
iia,spain,esp,"groundnuts, with shell",ha,,1925-1929,8280.0,iia_1933_34,no,no,
iia,spain,esp,"groundnuts, with shell",tonnes,,1925-1929,24004.5,iia_1933_34,no,no,
iia,tanzania,tza,"groundnuts, with shell",tonnes,,1925-1929,16671.4,iia_1933_34,no,no,
iia,united states of america,usa,"groundnuts, with shell",ha,,1925-1929,446292.0,iia_1933_34,no,no,
iia,united states of america,usa,"groundnuts, with shell",tonnes,,1925-1929,363452.0,iia_1933_34,no,no,
iia,uruguay,ury,"groundnuts, with shell",ha,,1925-1929,813.0,iia_1933_34,no,no,
iia,uruguay,ury,"groundnuts, with shell",tonnes,,1925-1929,360.8,iia_1933_34,no,no,
iia,viet nam,vnm,"groundnuts, with shell",ha,,1925-1929,2515.0,iia_1933_34,no,no,
iia,viet nam,vnm,"groundnuts, with shell",tonnes,,1925-1929,2506.4,iia_1933_34,no,no,
iia,zambia,zmb,"groundnuts, with shell",ha,,1925-1929,421.0,iia_1933_34,no,no,
iia,zambia,zmb,"groundnuts, with shell",tonnes,,1925-1929,271.0,iia_1933_34,no,no,
iia,zimbabwe,zwe,"groundnuts, with shell",ha,,1925-1929,3075.0,iia_1933_34,no,no,
iia,zimbabwe,zwe,"groundnuts, with shell",tonnes,,1925-1929,2123.4,iia_1933_34,no,no,
iia,austria,aut,hempseed,ha,,1925-1929,244.0,iia_1933_34,no,no,
iia,austria,aut,hempseed,tonnes,,1925-1929,120.5,iia_1933_34,no,no,
iia,belgium,bel,hempseed,ha,,1925-1929,29.0,iia_1933_34,no,no,
iia,belgium,bel,hempseed,tonnes,,1925-1929,18.2,iia_1933_34,no,no,
iia,bulgaria,bgr,hempseed,ha,,1925-1929,3951.0,iia_1933_34,no,no,
iia,bulgaria,bgr,hempseed,tonnes,,1925-1929,1145.5,iia_1933_34,no,no,
iia,chile,chl,hempseed,ha,,1925-1929,1761.0,iia_1933_34,no,no,
iia,chile,chl,hempseed,tonnes,,1925-1929,2936.3,iia_1933_34,no,no,
iia,cyprus,cyp,hempseed,ha,,1925-1929,179.0,iia_1933_34,no,no,
iia,cyprus,cyp,hempseed,tonnes,,1925-1929,35.1,iia_1933_34,no,no,
iia,czech republic,cze,hempseed,ha,,1925-1929,10617.0,iia_1933_34,no,no,
iia,czech republic,cze,hempseed,tonnes,,1925-1929,5341.3,iia_1933_34,no,no,
iia,france,fra,hempseed,ha,,1925-1929,4923.0,iia_1933_34,no,no,
iia,france,fra,hempseed,tonnes,,1925-1929,1773.5,iia_1933_34,no,no,
iia,hungary,hun,hempseed,ha,,1925-1929,9728.0,iia_1933_34,no,no,
iia,hungary,hun,hempseed,tonnes,,1925-1929,4588.6,iia_1933_34,no,no,
iia,italy,ita,hempseed,tonnes,,1925-1929,6152.0,iia_1933_34,no,no,
iia,morocco,mar,hempseed,ha,,1925-1929,629.0,iia_1933_34,no,no,
iia,morocco,mar,hempseed,tonnes,,1925-1929,100.0,iia_1933_34,no,no,
iia,poland,pol,hempseed,ha,,1925-1929,30064.0,iia_1933_34,no,no,
iia,poland,pol,hempseed,tonnes,,1925-1929,20039.1,iia_1933_34,no,no,
iia,romania,rou,hempseed,ha,,1925-1929,40986.0,iia_1933_34,no,no,
iia,romania,rou,hempseed,tonnes,,1925-1929,8873.9,iia_1933_34,no,no,
iia,russian federation,rus,hempseed,ha,,1925-1929,906540.0,iia_1933_34,no,no,
iia,russian federation,rus,hempseed,tonnes,,1925-1929,514000.0,iia_1933_34,no,no,
iia,serbia,srb,hempseed,tonnes,,1925-1929,1137.7,iia_1933_34,no,no,
iia,spain,esp,hempseed,ha,,1925-1929,6231.0,iia_1933_34,no,no,
iia,spain,esp,hempseed,tonnes,,1925-1929,2161.4,iia_1933_34,no,no,
iia,syrian arab republic,syr,hempseed,ha,,1925-1929,2540.0,iia_1933_34,no,no,
iia,syrian arab republic,syr,hempseed,tonnes,,1925-1929,643.2,iia_1933_34,no,no,
iia,australia,aus,hops,ha,,1925-1929,630.0,iia_1933_34,no,no,
iia,australia,aus,hops,tonnes,,1925-1929,1092.4,iia_1933_34,no,no,no
iia,austria,aut,hops,ha,,1925-1929,227.0,iia_1933_34,no,no,
iia,austria,aut,hops,tonnes,,1925-1929,85.1,iia_1933_34,no,no,no
iia,belgium,bel,hops,ha,,1925-1929,1393.0,iia_1933_34,no,no,
iia,belgium,bel,hops,tonnes,,1925-1929,2321.4,iia_1933_34,no,no,no
iia,canada,can,hops,ha,,1925-1929,352.0,iia_1933_34,no,no,
iia,canada,can,hops,tonnes,,1925-1929,512.8,iia_1933_34,no,no,no
iia,czech republic,cze,hops,ha,,1925-1929,12978.0,iia_1933_34,no,no,
iia,czech republic,cze,hops,tonnes,,1925-1929,9761.2,iia_1933_34,no,no,no
iia,france,fra,hops,ha,,1925-1929,4461.0,iia_1933_34,no,no,
iia,france,fra,hops,tonnes,,1925-1929,4898.1,iia_1933_34,no,no,no
iia,germany,deu,hops,ha,,1925-1929,14529.0,iia_1933_34,no,no,
iia,germany,deu,hops,tonnes,,1925-1929,7307.9,iia_1933_34,no,no,no
iia,hungary,hun,hops,ha,,1925-1929,141.0,iia_1933_34,no,no,
iia,hungary,hun,hops,tonnes,,1925-1929,77.2,iia_1933_34,no,no,no
iia,new zealand,nzl,hops,ha,,1925-1929,25.0,iia_1933_34,no,no,
iia,new zealand,nzl,hops,tonnes,,1925-1929,365.0,iia_1933_34,no,no,no
iia,poland,pol,hops,ha,,1925-1929,2459.0,iia_1933_34,no,no,
iia,poland,pol,hops,tonnes,,1925-1929,1543.5,iia_1933_34,no,no,no
iia,romania,rou,hops,ha,,1925-1929,83.0,iia_1933_34,no,no,
iia,romania,rou,hops,tonnes,,1925-1929,40.6,iia_1933_34,no,no,no
iia,serbia,srb,hops,ha,,1925-1929,5809.0,iia_1933_34,no,no,
iia,serbia,srb,hops,tonnes,,1925-1929,3279.2,iia_1933_34,no,no,no
