polity_code,start_year,end_year,cow_code,polity_type,our_source,our_km2,border_verdict,n_reference_borders,reference_covers,reference_bookkeeping_steps,reference_km2_at_start,reference_km2_at_end,max_step_ratio,change_years,reference_iou,source_gap_pct
COD-1960-2025,1960,2025,490,national,cshapes-2.0,2326790,stable_where_covered,1,1960-2019,0,2326636,2326636,,,0.999,0.01
CODRU-1922-1960,1922,1960,,aggregate,constructed,2379142,no_reference,0,,0,,,,,,
COG-1898-1900,1898,1900,,national,cshapes-2.0,2234499,no_reference,0,,0,,,,,,
COG-1900-1906,1900,1906,,national,cshapes-2.0,962676,no_reference,0,,0,,,,,,
COG-1906-1912,1906,1912,,national,cshapes-2.0,343962,no_reference,0,,0,,,,,,
COG-1912-1919,1912,1919,,national,cshapes-2.0,262586,no_reference,0,,0,,,,,,
COG-1919-1960,1919,1960,484,national,cshapes-2.0,343962,stable_confirmed,1,1919-1959,0,344022,344022,,,0.997,-0.02
COG-1960-2025,1960,2025,484,national,cshapes-2.0,343962,stable_where_covered,1,1960-2019,0,344022,344022,,,0.997,-0.02
COK-1800-2025,1800,2025,,territory,gadm-4.1-adm0,279,no_reference,0,,0,,,,,,
COL-1800-1830,1800,1830,,national,cliopatria,2846354,no_reference,0,,0,,,,,,
COL-1830-1903,1830,1903,,national,cshapes-2.0,1167440,no_reference,0,,0,,,,,,
COL-1903-1922,1903,1922,100,national,cshapes-2.0,1093417,stable_confirmed,1,1903-1921,0,1093306,1093306,,,0.999,0.01
COL-1922-2025,1922,2025,100,national,cshapes-2.0,1135199,stable_where_covered,1,1922-2019,0,1135124,1135124,,,0.999,0.01
COL-AMA-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,108946,no_reference,0,,0,,,,,,
COL-ANTIOQUIA-1886-2025,1886,2025,,subnational,gadm-4.1-adm1,63033,no_reference,0,,0,,,,,,
COL-ARA-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,23677,no_reference,0,,0,,,,,,
COL-ATL-1910-2025,1910,2025,,subnational,gadm-4.1-adm1,3307,no_reference,0,,0,,,,,,
COL-BOLIVAR-1886-2025,1886,2025,,subnational,gadm-4.1-adm1,26592,no_reference,0,,0,,,,,,
COL-BOYACA-1886-2025,1886,2025,,subnational,gadm-4.1-adm1,23068,no_reference,0,,0,,,,,,
COL-CALDAS-1905-2025,1905,2025,,subnational,gadm-4.1-adm1,7418,no_reference,0,,0,,,,,,
COL-CAQUETA-1981-2025,1981,2025,,subnational,gadm-4.1-adm1,89859,no_reference,0,,0,,,,,,
COL-CASANARE-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,44390,no_reference,0,,0,,,,,,
COL-CAU-1886-2025,1886,2025,,subnational,gadm-4.1-adm1,30539,no_reference,0,,0,,,,,,
COL-CESAR-1967-2025,1967,2025,,subnational,gadm-4.1-adm1,22356,no_reference,0,,0,,,,,,
COL-CHO-1947-2025,1947,2025,,subnational,gadm-4.1-adm1,47637,no_reference,0,,0,,,,,,
COL-CORDOBA-1952-2025,1952,2025,,subnational,gadm-4.1-adm1,25136,no_reference,0,,0,,,,,,
COL-CUNDINAMARCA-1886-2025,1886,2025,,subnational,gadm-4.1-adm1,22338,no_reference,0,,0,,,,,,
COL-GUA-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,71044,no_reference,0,,0,,,,,,
COL-GUAJIRA-1965-2025,1965,2025,,subnational,gadm-4.1-adm1,20458,no_reference,0,,0,,,,,,
COL-GUAVIARE-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,55407,no_reference,0,,0,,,,,,
COL-HUILA-1905-2025,1905,2025,,subnational,gadm-4.1-adm1,18732,no_reference,0,,0,,,,,,
COL-MAGDALENA-1915-2025,1915,2025,,subnational,gadm-4.1-adm1,22813,no_reference,0,,0,,,,,,
COL-META-1959-2025,1959,2025,,subnational,gadm-4.1-adm1,85364,no_reference,0,,0,,,,,,
COL-NARINO-1904-2025,1904,2025,,subnational,gadm-4.1-adm1,31343,no_reference,0,,0,,,,,,
COL-NORTEDESANTANDER-1910-2025,1910,2025,,subnational,gadm-4.1-adm1,21969,no_reference,0,,0,,,,,,
COL-PUTUMAYO-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,25828,no_reference,0,,0,,,,,,
COL-QUINDIO-1966-2025,1966,2025,,subnational,gadm-4.1-adm1,1942,no_reference,0,,0,,,,,,
COL-RISARALDA-1966-2025,1966,2025,,subnational,gadm-4.1-adm1,3546,no_reference,0,,0,,,,,,
COL-SANDRES-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,52,no_reference,0,,0,,,,,,
COL-SANTANDER-1886-2025,1886,2025,,subnational,gadm-4.1-adm1,30586,no_reference,0,,0,,,,,,
COL-SUCRE-1966-2025,1966,2025,,subnational,gadm-4.1-adm1,10721,no_reference,0,,0,,,,,,
COL-TOLIMA-1886-2025,1886,2025,,subnational,gadm-4.1-adm1,23938,no_reference,0,,0,,,,,,
COL-VALLEDELCAUCA-1910-2025,1910,2025,,subnational,gadm-4.1-adm1,20822,no_reference,0,,0,,,,,,
COL-VAU-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,53196,no_reference,0,,0,,,,,,
COL-VICHADA-1991-2025,1991,2025,,subnational,gadm-4.1-adm1,99372,no_reference,0,,0,,,,,,
COM-1946-1975,1946,1975,581,national,cshapes-2.0,1684,stable_confirmed,1,1946-1974,0,1701,1701,,,0.961,-1.02
COM-1975-2025,1975,2025,581,national,cshapes-2.0,1684,stable_where_covered,1,1975-2019,0,1701,1701,,,0.961,-1.02
CPV-1800-1886,1800,1886,,colonial,cshapes-2.0,3939,no_reference,0,,0,,,,,,
CPV-1886-1975,1886,1975,402,colonial,cshapes-2.0,3939,stable_confirmed,1,1886-1974,0,3997,3997,,,0.964,-1.45
CPV-1975-2025,1975,2025,402,national,cshapes-2.0,3939,stable_where_covered,1,1975-2019,0,3997,3997,,,0.964,-1.45
CRI-1800-2025,1800,2025,94,national,cshapes-2.0,51141,stable_where_covered,1,1886-2019,0,51054,51054,,,0.995,0.17
CUB-1800-2025,1800,2025,40,national,cshapes-2.0,109074,stable_where_covered,1,1886-2019,2,109097,109097,,,0.992,-0.02
CUW-2010-2025,2010,2025,,territory,gadm-4.1-adm0,441,no_reference,0,,0,,,,,,
CXR-1946-1958,1946,1958,,colonial,gadm-4.1-adm0,139,no_reference,0,,0,,,,,,
CYM-1800-2025,1800,2025,,territory,gadm-4.1-adm0,281,no_reference,0,,0,,,,,,
CYP-1879-2025,1879,2025,352,national,cshapes-2.0,9123,stable_where_covered,1,1914-2019,1,9128,9128,,,0.988,-0.05
CYP-RA-1975-2025,1975,2025,,subnational,constructed,5961,no_reference,0,,0,,,,,,
CYR-1943-1949,1943,1949,620,national,constructed,837865,stable_confirmed,1,1943-1948,0,1617564,1617564,,,0.517,-48.2
CYR-1949-1951,1949,1951,620,national,constructed,837865,stable_confirmed,1,1949-1950,0,1617564,1617564,,,0.517,-48.2
CZE-1804-1918,1804,1918,,national,constructed,79366,no_reference,0,,0,,,,,,
CZE-1947-1992,1947,1992,,national,cshapes-2.0,111773,no_reference,0,,0,,,,,,
CZE-1993-2025,1993,2025,316,national,cshapes-2.0,78683,stable_where_covered,1,1993-2019,0,78752,78752,,,0.996,-0.09
CZN-1903-1979,1903,1979,,colonial,constructed,1172,no_reference,0,,0,,,,,,
DEU-1800-1866,1800,1866,255,national,cshapes-europe,271147,no_reference,0,,0,,,,,,
DEU-1866-1871,1866,1871,255,national,cshapes-europe,345759,no_reference,0,,0,,,,,,
DEU-1871-1919,1871,1919,255,national,cshapes-europe,540041,stable_where_covered,1,1886-1918,0,540111,540111,,,0.995,-0.01
DEU-1919-1920,1919,1920,260,national,cshapes-2.0,474795,no_reference,0,,0,,,,,,
DEU-1920-1938,1920,1938,260,national,cshapes-2.0,470825,no_reference,0,,0,,,,,,
DEU-1938-1945,1938,1945,260,national,cshapes-2.0,496629,no_reference,0,,0,,,,,,
DEU-1945-1949,1945,1949,260,national,constructed,356835,stable_confirmed,1,1945-1948,0,247663,247663,,,0.693,44.08
DEU-1949-1990,1949,1990,255,national,constructed,356835,no_reference,0,,0,,,,,,
DEU-1990-2025,1990,2025,260,national,cshapes-2.0,356834,stable_where_covered,1,1990-2019,0,356917,356917,,,0.998,-0.02
DGM-1800-1899,1800,1899,,national,paine-2024,21659,no_reference,0,,0,,,,,,
DHY-1800-1894,1800,1894,,national,paine-2024,39112,no_reference,0,,0,,,,,,
DJI-1886-2025,1886,2025,522,national,,,stable_where_covered,1,1886-2019,2,21433,21433,,,,
DMA-1800-2025,1800,2025,54,national,gadm-4.1-adm0,747,no_reference,0,,0,,,,,,
DMG-1800-1899,1800,1899,,national,paine-2024,31159,no_reference,0,,0,,,,,,
DMO-1800-1860,1800,1860,332,national,cliopatria,6397,no_reference,0,,0,,,,,,
DNK-1800-1864,1800,1864,390,national,cshapes-europe,57144,no_reference,0,,0,,,,,,
DNK-1864-1920,1864,1920,390,national,cshapes-europe,38601,stable_where_covered,1,1886-1919,0,38681,38681,,,0.971,-0.21
DNK-1920-2025,1920,2025,390,national,cshapes-2.0,42638,stable_where_covered,1,1920-2019,0,42631,42631,,,0.987,0.02
DOM-1800-2025,1800,2025,42,national,cshapes-2.0,48333,stable_where_covered,1,1886-2019,0,48314,48314,,,0.995,0.04
DPA-1800-1860,1800,1860,335,national,cliopatria,7460,no_reference,0,,0,,,,,,
DRV-1954-1975,1954,1975,816,national,cshapes-2.0,155627,stable_confirmed,1,1954-1974,0,155654,155654,,,0.997,-0.02
DWI-1800-1917,1800,1917,,colonial,gadm-4.1-adm0,367,no_reference,0,,0,,,,,,
DZA-1831-1886,1831,1886,615,national,cshapes-2.0,655282,no_reference,0,,0,,,,,,
DZA-1886-1902,1886,1902,615,national,cshapes-2.0,655282,stable_confirmed,1,1886-1901,0,655581,655581,,,0.999,-0.05
DZA-1902-1919,1902,1919,615,national,cshapes-2.0,2442683,stable_confirmed,1,1902-1918,0,2441791,2441791,,,0.999,0.04
DZA-1919-1962,1919,1962,615,national,cshapes-2.0,2318386,stable_confirmed,1,1919-1961,0,2317513,2317513,,,0.999,0.04
DZA-1962-2025,1962,2025,615,national,cshapes-2.0,2318386,stable_where_covered,1,1962-2019,0,2317513,2317513,,,0.999,0.04
DZA-CVD-1902-1919,1902,1919,,subnational,none,,no_reference,0,,0,,,,,,
ECU-1830-1942,1830,1942,130,national,cshapes-2.0,341715,stable_where_covered,1,1886-1941,0,341765,341765,,,0.998,-0.01
ECU-1942-2025,1942,2025,130,national,cshapes-2.0,255241,stable_where_covered,1,1942-2019,0,255274,255274,,,0.997,-0.01
EGB-1830-1914,1830,1914,,national,paine-2024,2949,no_reference,0,,0,,,,,,
EGY-1800-1820,1800,1820,651,national,cliopatria,604489,no_reference,0,,0,,,,,,
EGY-1800-1899,1800,1899,651,national,cliopatria,1834435,reference_mismatch,1,1886-1898,0,1167827,1167827,,,0.36,57.08
EGY-1820-1885,1820,1885,651,national,cliopatria,1834435,no_reference,0,,0,,,,,,
EGY-1885-1899,1885,1899,651,national,cshapes-2.0,1167984,stable_where_covered,1,1886-1898,0,1167827,1167827,,,0.999,0.01
EGY-1899-1925,1899,1925,651,national,cshapes-2.0,1517113,stable_confirmed,1,1899-1924,2,1517228,1517228,,,0.999,-0.01
EGY-1925-1967,1925,1967,651,national,cshapes-2.0,998328,stable_confirmed,1,1925-1966,0,998394,998394,,,0.999,-0.01
EGY-1967-1979,1967,1979,651,national,cshapes-2.0,937772,stable_confirmed,1,1967-1978,0,937826,937826,,,0.999,-0.01
EGY-1979-2025,1979,2025,651,national,cshapes-2.0,998328,stable_where_covered,1,1979-2019,0,998394,998394,,,0.999,-0.01
EGYSUD-1934-1956,1934,1956,,aggregate,constructed,3485219,no_reference,0,,0,,,,,,
ERI-1885-1889,1885,1889,531,national,cshapes-2.0,19031,stable_where_covered,1,1886-1888,0,19030,19030,,,0.992,0.0
ERI-1889-1952,1889,1952,531,national,cshapes-2.0,120803,stable_confirmed,1,1889-1951,2,120897,120897,,,0.995,-0.08
ERI-1993-2025,1993,2025,531,national,cshapes-2.0,120803,stable_where_covered,1,1993-2019,0,120897,120897,,,0.995,-0.08
ESH-1958-1975,1958,1975,,national,gadm-4.1-adm0,267601,no_reference,0,,0,,,,,,
ESH-1975-2025,1975,2025,,national,gadm-4.1-adm0,267601,no_reference,0,,0,,,,,,
ESP-17-1833-2025,1833,2025,,subnational,mapspain-ign,5940,no_reference,0,,0,,,,,,
ESP-1800-2025,1800,2025,230,national,cshapes-2.0,506132,stable_where_covered,1,1886-2019,0,506124,506124,,,0.998,0.0
ESP-A-1833-2025,1833,2025,,subnational,mapspain-ign,5858,no_reference,0,,0,,,,,,
ESP-AB-1833-2025,1833,2025,,subnational,mapspain-ign,14905,no_reference,0,,0,,,,,,
ESP-AL-1833-2025,1833,2025,,subnational,mapspain-ign,8781,no_reference,0,,0,,,,,,
ESP-AS-1833-2025,1833,2025,,subnational,mapspain-ign,10619,no_reference,0,,0,,,,,,
ESP-AV-1833-2025,1833,2025,,subnational,mapspain-ign,8053,no_reference,0,,0,,,,,,
ESP-B-1833-2025,1833,2025,,subnational,mapspain-ign,7740,no_reference,0,,0,,,,,,
ESP-BA-1833-2025,1833,2025,,subnational,mapspain-ign,21786,no_reference,0,,0,,,,,,
ESP-BI-1833-2025,1833,2025,,subnational,mapspain-ign,2203,no_reference,0,,0,,,,,,
ESP-BU-1833-2025,1833,2025,,subnational,mapspain-ign,14307,no_reference,0,,0,,,,,,
ESP-CA-1833-2025,1833,2025,,subnational,mapspain-ign,5330,no_reference,0,,0,,,,,,
ESP-CC-1833-2025,1833,2025,,subnational,mapspain-ign,19921,no_reference,0,,0,,,,,,
ESP-CDZ-1833-2025,1833,2025,,subnational,mapspain-ign,7448,no_reference,0,,0,,,,,,
ESP-CO-1833-2025,1833,2025,,subnational,mapspain-ign,7990,no_reference,0,,0,,,,,,
ESP-COR-1833-2025,1833,2025,,subnational,mapspain-ign,13774,no_reference,0,,0,,,,,,
ESP-CR-1833-2025,1833,2025,,subnational,mapspain-ign,19774,no_reference,0,,0,,,,,,
ESP-CS-1833-2025,1833,2025,,subnational,mapspain-ign,6660,no_reference,0,,0,,,,,,
ESP-CU-1833-2025,1833,2025,,subnational,mapspain-ign,17111,no_reference,0,,0,,,,,,
ESP-GC-1833-2025,1833,2025,,subnational,none,,no_reference,0,,0,,,,,,
ESP-GI-1833-2025,1833,2025,,subnational,mapspain-ign,1972,no_reference,0,,0,,,,,,
ESP-GR2-1833-2025,1833,2025,,subnational,mapspain-ign,12666,no_reference,0,,0,,,,,,
ESP-GU-1833-2025,1833,2025,,subnational,mapspain-ign,12222,no_reference,0,,0,,,,,,
ESP-H-1833-2025,1833,2025,,subnational,mapspain-ign,10126,no_reference,0,,0,,,,,,
ESP-HU-1833-2025,1833,2025,,subnational,mapspain-ign,15653,no_reference,0,,0,,,,,,
ESP-IB-1833-2025,1833,2025,,subnational,mapspain-ign,4982,no_reference,0,,0,,,,,,
ESP-IBZ-1833-2025,1833,2025,,subnational,none,,no_reference,0,,0,,,,,,
ESP-J-1833-2025,1833,2025,,subnational,mapspain-ign,13498,no_reference,0,,0,,,,,,
ESP-LE-1833-2025,1833,2025,,subnational,mapspain-ign,15600,no_reference,0,,0,,,,,,
ESP-LL-1833-2025,1833,2025,,subnational,mapspain-ign,12189,no_reference,0,,0,,,,,,
ESP-LP-1927-2025,1927,2025,,subnational,mapspain-ign,4090,no_reference,0,,0,,,,,,
ESP-LU-1833-2025,1833,2025,,subnational,mapspain-ign,9857,no_reference,0,,0,,,,,,
ESP-MA-1833-2025,1833,2025,,subnational,mapspain-ign,7324,no_reference,0,,0,,,,,,
ESP-MD-1833-2025,1833,2025,,subnational,mapspain-ign,8021,no_reference,0,,0,,,,,,
ESP-MU-1833-2025,1833,2025,,subnational,mapspain-ign,11302,no_reference,0,,0,,,,,,
ESP-NV-1833-2025,1833,2025,,subnational,mapspain-ign,10378,no_reference,0,,0,,,,,,
ESP-OR-1833-2025,1833,2025,,subnational,mapspain-ign,7270,no_reference,0,,0,,,,,,
ESP-PA-1833-2025,1833,2025,,subnational,mapspain-ign,8010,no_reference,0,,0,,,,,,
ESP-PO-1833-2025,1833,2025,,subnational,mapspain-ign,4500,no_reference,0,,0,,,,,,
ESP-RI-1833-2025,1833,2025,,subnational,mapspain-ign,5068,no_reference,0,,0,,,,,,
ESP-SA-1833-2025,1833,2025,,subnational,mapspain-ign,12336,no_reference,0,,0,,,,,,
ESP-SCT-1927-2025,1927,2025,,subnational,mapspain-ign,3351,no_reference,0,,0,,,,,,
ESP-SE-1833-2025,1833,2025,,subnational,mapspain-ign,14023,no_reference,0,,0,,,,,,
ESP-SG-1833-2025,1833,2025,,subnational,mapspain-ign,6921,no_reference,0,,0,,,,,,
ESP-SO-1833-2025,1833,2025,,subnational,mapspain-ign,10291,no_reference,0,,0,,,,,,
ESP-T-1833-2025,1833,2025,,subnational,mapspain-ign,6312,no_reference,0,,0,,,,,,
ESP-TE-1833-2025,1833,2025,,subnational,mapspain-ign,14835,no_reference,0,,0,,,,,,
ESP-TO-1833-2025,1833,2025,,subnational,mapspain-ign,15380,no_reference,0,,0,,,,,,
ESP-V-1833-2025,1833,2025,,subnational,mapspain-ign,10817,no_reference,0,,0,,,,,,
ESP-VA-1833-2025,1833,2025,,subnational,mapspain-ign,8128,no_reference,0,,0,,,,,,
ESP-VI-1833-2025,1833,2025,,subnational,mapspain-ign,3036,no_reference,0,,0,,,,,,
ESP-ZA-1833-2025,1833,2025,,subnational,mapspain-ign,17272,no_reference,0,,0,,,,,,
ESP-ZM-1833-2025,1833,2025,,subnational,mapspain-ign,10534,no_reference,0,,0,,,,,,
EST-1800-1918,1800,1918,366,national,cshapes-2.0,49303,no_reference,0,,0,,,,,,
EST-1918-1940,1918,1940,366,national,cshapes-2.0,49303,stable_confirmed,1,1918-1939,0,49295,49295,,,0.995,0.02
EST-1940-1991,1940,1991,366,national,cshapes-2.0,49303,no_reference,0,,0,,,,,,
EST-1991-2025,1991,2025,366,national,cshapes-2.0,45939,stable_where_covered,1,1991-2019,0,45912,45912,,,0.994,0.06
ETH-1800-1889,1800,1889,530,national,cliopatria,240358,stable_where_covered,1,1886-1888,0,280222,280222,,,0.74,-14.23
ETH-1889-1897,1889,1897,530,national,cshapes-2.0,266093,stable_confirmed,1,1889-1896,0,266082,266082,,,0.999,0.0
ETH-1897-1902,1897,1902,530,national,cshapes-2.0,938821,stable_confirmed,1,1897-1901,0,939230,939230,,,0.999,-0.04
ETH-1902-1907,1902,1907,530,national,cshapes-2.0,990530,stable_confirmed,1,1902-1906,0,990851,990851,,,0.999,-0.03
ETH-1907-1936,1907,1936,530,national,cshapes-2.0,1127539,stable_confirmed,1,1907-1935,0,1127556,1127556,,,0.999,-0.0
ETH-1907-1952,1907,1952,530,national,cshapes-2.0,1127539,stable_confirmed,1,1907-1951,0,1127556,1127556,,,0.999,-0.0
ETH-1936-1941,1936,1941,530,national,cshapes-2.0,1127539,stable_confirmed,1,1936-1940,0,1127556,1127556,,,0.999,-0.0
ETH-1941-1952,1941,1952,530,national,cshapes-2.0,1127539,stable_confirmed,1,1941-1951,0,1127556,1127556,,,0.999,-0.0
ETH-1952-1993,1952,1993,530,national,cshapes-2.0,1248345,stable_confirmed,1,1952-1992,0,1248453,1248453,,,0.999,-0.01
ETH-1993-2025,1993,2025,530,national,cshapes-2.0,1127539,stable_where_covered,1,1993-2019,0,1127556,1127556,,,0.999,-0.0
F206-2011-2025,2011,2025,,aggregate,constructed,2486812,no_reference,0,,0,,,,,,
F215-1961-1964,1961,1964,,aggregate,constructed,941445,no_reference,0,,0,,,,,,
F228-1800-1856,1800,1856,,national,cliopatria,17398091,no_reference,0,,0,,,,,,
F228-1856-1905,1856,1905,,national,cshapes-2.0,22015918,no_reference,0,,0,,,,,,
F228-1905-1914,1905,1914,365,national,cshapes-2.0,21983823,stable_confirmed,1,1905-1913,0,21984196,21984196,,,0.999,-0.0
F228-1914-1917,1914,1917,365,national,cshapes-2.0,22148747,stable_confirmed,1,1914-1916,0,22149249,22149249,,,0.999,-0.0
F228-1917-1918,1917,1918,365,national,cshapes-2.0,21759971,no_reference,0,,0,,,,,,
F228-1918-1920,1918,1920,365,national,cshapes-2.0,21404611,stable_confirmed,1,1918-1919,0,21405134,21405134,,,0.999,-0.0
F228-1920-1921,1920,1921,365,national,cshapes-2.0,21506190,no_reference,0,,0,,,,,,
F228-1921-1940,1921,1940,365,national,cshapes-2.0,21552092,stable_confirmed,1,1921-1939,0,21552704,21552704,,,0.999,-0.0
F228-1940-1945,1940,1945,365,national,cshapes-2.0,21828130,stable_confirmed,1,1940-1944,0,21828529,21828529,,,0.999,-0.0
F228-1945-1991,1945,1991,365,national,cshapes-2.0,22065490,stable_confirmed,1,1945-1990,0,22065965,22065965,,,0.999,-0.0
F237-1954-1975,1954,1975,,aggregate,cshapes-2.0,324094,no_reference,0,,0,,,,,,
F248-1918-1919,1918,1919,345,national,cshapes-2.0,158054,no_reference,0,,0,,,,,,
F248-1919-1920,1919,1920,345,national,cshapes-2.0,192002,no_reference,0,,0,,,,,,
F248-1920-1947,1920,1947,345,national,cshapes-2.0,255147,stable_confirmed,1,1920-1946,0,255186,255186,,,0.997,-0.02
F248-1920-1991,1920,1991,345,national,cshapes-2.0,255147,stable_confirmed,1,1920-1990,0,255186,255186,,,0.997,-0.02
F248-1947-1991,1947,1991,345,national,cshapes-2.0,255147,stable_confirmed,1,1947-1990,0,255186,255186,,,0.997,-0.02
F248-1991-1992,1991,1992,345,national,cshapes-2.0,229714,no_reference,0,,0,,,,,,
F249-1918-1990,1918,1990,,aggregate,cshapes-2.0,423783,no_reference,0,,0,,,,,,
F51-1918-1938,1918,1938,315,national,cshapes-2.0,140306,stable_confirmed,1,1918-1937,0,140398,140398,,,0.997,-0.07
F51-1938-1945,1938,1945,315,national,cshapes-2.0,100713,stable_confirmed,1,1938-1944,0,100822,100822,,,0.997,-0.11
F51-1945-1947,1945,1947,315,national,cshapes-2.0,111773,stable_confirmed,1,1945-1946,0,111885,111885,,,0.997,-0.1
F51-1947-1993,1947,1993,315,national,cshapes-2.0,127598,stable_confirmed,1,1947-1992,0,127680,127680,,,0.997,-0.06
F77-1949-1990,1949,1990,265,national,cshapes-2.0,109271,stable_confirmed,1,1949-1989,0,109254,109254,,,0.997,0.02
F78-1949-1990,1949,1990,260,national,cshapes-2.0,247552,stable_confirmed,1,1949-1989,0,247663,247663,,,0.998,-0.04
FCC-1862-1887,1862,1887,,national,constructed,66039,no_reference,0,,0,,,,,,
FCM-1916-1920,1916,1920,,colonial,cshapes-2.0,422964,no_reference,0,,0,,,,,,
FCM-1920-1960,1920,1960,471,national,cshapes-2.0,422964,stable_confirmed,1,1920-1959,1,423069,423069,,,0.998,-0.02
FEZ-1943-1951,1943,1951,620,national,constructed,463617,reference_mismatch,1,1943-1950,1,1617564,1617564,,,0.286,-71.34
FID-1887-1954,1887,1954,,national,constructed,753049,no_reference,0,,0,,,,,,
FIN-1809-1917,1809,1917,375,national,cshapes-2.0,388750,no_reference,0,,0,,,,,,
FIN-1917-1940,1917,1940,375,national,cshapes-2.0,388750,stable_confirmed,1,1917-1939,0,388768,388768,,,0.998,-0.0
FIN-1940-2025,1940,2025,375,national,cshapes-2.0,335207,stable_where_covered,1,1940-2019,0,335249,335249,,,0.998,-0.01
FJI-1800-2025,1800,2025,950,national,gadm-4.1-adm0,18644,stable_where_covered,1,1886-2019,1,18032,18032,,,0.86,3.39
FLK-1833-2025,1833,2025,,colonial,gadm-4.1-adm0,12207,no_reference,0,,0,,,,,,
FRA-02-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7422,no_reference,0,,0,,,,,,
FRA-04-1790-2025,1790,2025,,subnational,gadm-4.1-adm2,7038,no_reference,0,,0,,,,,,
FRA-05-1790-2025,1790,2025,,subnational,gadm-4.1-adm2,5707,no_reference,0,,0,,,,,,
FRA-08-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5234,no_reference,0,,0,,,,,,
FRA-13-1790-2025,1790,2025,,subnational,gadm-4.1-adm2,5288,no_reference,0,,0,,,,,,
FRA-14-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5601,no_reference,0,,0,,,,,,
FRA-18-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7310,no_reference,0,,0,,,,,,
FRA-1800-1871,1800,1871,220,national,cshapes-europe,533999,no_reference,0,,0,,,,,,
FRA-1800-1919,1800,1919,220,national,cshapes-europe,533999,stable_where_covered,1,1886-1918,0,532307,532307,,,0.943,0.32
FRA-1871-1919,1871,1919,220,national,cshapes-2.0,532305,stable_where_covered,1,1886-1918,0,532307,532307,,,0.998,-0.0
FRA-19-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5920,no_reference,0,,0,,,,,,
FRA-1919-2025,1919,2025,220,national,cshapes-2.0,548058,stable_where_covered,1,1919-2019,0,548041,548041,,,0.998,0.0
FRA-21-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,8805,no_reference,0,,0,,,,,,
FRA-22-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7032,no_reference,0,,0,,,,,,
FRA-23-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5605,no_reference,0,,0,,,,,,
FRA-24-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,9220,no_reference,0,,0,,,,,,
FRA-25-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5269,no_reference,0,,0,,,,,,
FRA-27-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6040,no_reference,0,,0,,,,,,
FRA-28-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5919,no_reference,0,,0,,,,,,
FRA-2A-1975-2025,1975,2025,,subnational,gadm-4.1-adm2,4006,no_reference,0,,0,,,,,,
FRA-35-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6848,no_reference,0,,0,,,,,,
FRA-36-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6898,no_reference,0,,0,,,,,,
FRA-37-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6155,no_reference,0,,0,,,,,,
FRA-39-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5051,no_reference,0,,0,,,,,,
FRA-41-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6437,no_reference,0,,0,,,,,,
FRA-42-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,4820,no_reference,0,,0,,,,,,
FRA-44-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6921,no_reference,0,,0,,,,,,
FRA-48-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5185,no_reference,0,,0,,,,,,
FRA-49-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,7222,no_reference,0,,0,,,,,,
FRA-50-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6081,no_reference,0,,0,,,,,,
FRA-52-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6270,no_reference,0,,0,,,,,,
FRA-53-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,5223,no_reference,0,,0,,,,,,
FRA-54-1871-2025,1871,2025,,subnational,gadm-4.1-adm2,5283,no_reference,0,,0,,,,,,
FRA-55-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6224,no_reference,0,,0,,,,,,
FRA-MOR-1790-2025,1790,2025,,subnational,gadm-4.1-adm2,6875,no_reference,0,,0,,,,,,
FRA-57-1919-2025,1919,2025,,subnational,gadm-4.1-adm2,6252,no_reference,0,,0,,,,,,
FRA-58-1800-2025,1800,2025,,subnational,gadm-4.1-adm2,6874,no_reference,0,,0,,,,,,
