source,outer_key,outer_code,inner_key,inner_code,overlap_years,inner_share_covered,outer_km2,inner_km2,outer_rows,inner_rows,outer_status,inner_status,shared_cells,cells_outer_lt_inner,median_outer_over_inner,inclusion
fao1952,british west indies leeward islands|fao1952|1937-1951,BLI-1833-1960,british west indies virgin islands|fao1952|1950-1951,VGB-1800-2025,1950-1951,0.787,1693,168,20,3,banked_legacy,pending,0,0,,no_shared_cells
fao1952,leeward islands|fao1952|1950-1951,BLI-1833-1960,virgin islands|fao1952|1938-1951,VGB-1800-2025,1950-1951,0.787,1693,168,6,6,pending,pending,0,0,,no_shared_cells
fao1952,leeward islands|fao1952|1950-1951,BLI-1833-1960,british west indies virgin islands|fao1952|1950-1951,VGB-1800-2025,1950-1951,0.787,1693,168,6,3,pending,pending,0,0,,no_shared_cells
fao1952,br west indies leeward is|fao1952|1949-1949,BLI-1833-1960,virgin islands|fao1952|1938-1951,VGB-1800-2025,1949-1949,0.787,1693,168,2,6,pending,pending,0,0,,label_not_in_panel
fao1952,british west indies leeward is|fao1952|1950-1950,BLI-1833-1960,virgin islands|fao1952|1938-1951,VGB-1800-2025,1950-1950,0.787,1693,168,2,6,pending,pending,0,0,,no_shared_cells
fao1952,british west indies leeward is|fao1952|1950-1950,BLI-1833-1960,british west indies virgin islands|fao1952|1950-1951,VGB-1800-2025,1950-1950,0.787,1693,168,2,3,pending,pending,0,0,,no_shared_cells
fao1952,british west indies leeward islands|fao1952|1937-1951,BLI-1833-1960,br west indies montserrat|fao1952|1949-1950,MSR-1800-2025,1949-1950,1.0,1693,101,20,6,banked_legacy,pending,0,0,,label_not_in_panel
fao1952,british west indies leeward islands|fao1952|1937-1951,BLI-1833-1960,leeward islands montserrat|fao1952|1950-1950,MSR-1800-2025,1950-1950,1.0,1693,101,20,5,banked_legacy,pending,0,0,,no_shared_cells
fao1952,british west indies leeward islands|fao1952|1937-1951,BLI-1833-1960,british west indies montserrat|fao1952|1951-1951,MSR-1800-2025,1951-1951,1.0,1693,101,20,1,banked_legacy,pending,0,0,,no_shared_cells
fao1952,leeward islands|fao1952|1950-1951,BLI-1833-1960,br west indies montserrat|fao1952|1949-1950,MSR-1800-2025,1950-1950,1.0,1693,101,6,6,pending,pending,0,0,,label_not_in_panel
fao1952,br west indies leeward is|fao1952|1949-1949,BLI-1833-1960,br west indies montserrat|fao1952|1949-1950,MSR-1800-2025,1949-1949,1.0,1693,101,2,6,pending,pending,0,0,,label_not_in_panel
fao1952,british west indies leeward is|fao1952|1950-1950,BLI-1833-1960,br west indies montserrat|fao1952|1949-1950,MSR-1800-2025,1950-1950,1.0,1693,101,2,6,pending,pending,0,0,,label_not_in_panel
fao1952,leeward islands|fao1952|1950-1951,BLI-1833-1960,leeward islands montserrat|fao1952|1950-1950,MSR-1800-2025,1950-1950,1.0,1693,101,6,5,pending,pending,5,0,9.0,consistent_with_inclusion
fao1952,leeward islands|fao1952|1950-1951,BLI-1833-1960,british west indies montserrat|fao1952|1951-1951,MSR-1800-2025,1951-1951,1.0,1693,101,6,1,pending,pending,0,0,,no_shared_cells
fao1952,british west indies leeward is|fao1952|1950-1950,BLI-1833-1960,leeward islands montserrat|fao1952|1950-1950,MSR-1800-2025,1950-1950,1.0,1693,101,2,5,pending,pending,0,0,,no_shared_cells
iia,russian federation|iia|1945-1945,F228-1945-1991,latvia|iia|1940-1945,LVA-1940-1991,1945-1945,1.0,22065490,65978,2,7,pending,pending,0,0,,no_shared_cells
iia,russian federation|iia|1945-1945,F228-1945-1991,lithuania|iia|1940-1945,LTU-1940-1991,1945-1945,1.0,22065490,55904,2,6,pending,pending,0,0,,no_shared_cells
iia,russian federation|iia|1909-1913,F228-1905-1914,finland|iia|1913-1913,FIN-1809-1917,1913-1913,1.0,21983823,388750,128,6,pending,pending,8,0,99.712,consistent_with_inclusion
iia,russian federation|iia|1909-1913,F228-1905-1914,poland|iia|1913-1913,POL-1815-1918,1913-1913,1.0,21983823,130180,128,13,pending,banked_legacy,21,1,10.365,few_violations
iia,russian federation|iia|1909-1913,F228-1905-1914,lithuania|iia|1913-1913,LTU-1800-1918,1913-1913,1.0,21983823,83899,128,6,pending,pending,11,0,27.36,consistent_with_inclusion
iia,russian federation|iia|1909-1913,F228-1905-1914,latvia|iia|1913-1913,LVA-1800-1918,1913-1913,1.0,21983823,65978,128,6,pending,pending,11,0,26.669,consistent_with_inclusion
iia,russian federation|iia|1909-1913,F228-1905-1914,estonia|iia|1913-1913,EST-1800-1918,1913-1913,1.0,21983823,49303,128,6,pending,pending,11,0,41.342,consistent_with_inclusion
iia,russian federation|iia|1940-1944,F228-1940-1945,azerbaijan|iia|1929-1940,AZE-SSR-1920-1991,1940-1940,1.0,21828130,86014,22,27,pending,banked_legacy,0,0,,no_shared_cells
iia,russian federation|iia|1940-1944,F228-1940-1945,latvia|iia|1940-1945,LVA-1940-1991,1940-1944,1.0,21828130,65978,22,7,pending,pending,0,0,,no_shared_cells
iia,russian federation|iia|1940-1944,F228-1940-1945,lithuania|iia|1940-1945,LTU-1940-1991,1940-1944,1.0,21828130,55904,22,6,pending,pending,0,0,,no_shared_cells
iia,russian federation|iia|1940-1944,F228-1940-1945,estonia|iia|1940-1944,EST-1940-1991,1940-1944,1.0,21828130,49303,22,2,pending,pending,0,0,,no_shared_cells
iia,russian federation|iia|1922-1939,F228-1921-1940,azerbaijan|iia|1929-1940,AZE-SSR-1920-1991,1929-1939,1.0,21552092,86014,422,27,pending,banked_legacy,0,0,,no_shared_cells
iia,china mainland|iia|1945-1945,CHN-1945-1947,china taiwan province of|iia|1945-1945,TWN-1945-2025,1945-1945,0.999,7532446,35994,10,2,pending,pending,0,0,,no_shared_cells
iia,china mainland|iia|1922-1931,CHN-1921-1932,china hong kong sar|iia|1924-1924,HKG-1842-2025,1924-1924,0.792,7496474,1128,54,2,pending,pending,1,0,41.59,consistent_with_inclusion
iia,india|iia|1914-1936,IND-1914-1937,myanmar|iia|1932-1945,MMR-1885-2025,1932-1936,0.969,4889739,675971,277,147,pending,banked,45,26,0.043,impossible_outer_excludes_inner
iia,turkey|iia|1913-1913,TUR-1913-1914,cyprus|iia|1909-1945,CYP-1879-2025,1913-1913,0.999,1784775,9123,7,636,banked_legacy,banked,5,0,51.478,consistent_with_inclusion
iia,mali|iia|1913-1938,MLI-1890-1960,burkina faso|iia|1922-1932,BFA-1919-1932,1922-1932,1.0,1736506,272322,66,67,pending,pending,31,7,1.35,impossible_outer_excludes_inner
iia,japan|iia|1909-1944,JPN-1895-1945,south korea|iia|1909-1944,KOR-1800-1945,1909-1944,1.0,626507,219372,737,427,banked,pending,394,220,0.806,impossible_outer_excludes_inner
iia,palau|iia|1915-1918,JPN-1895-1945,south korea|iia|1909-1944,KOR-1800-1945,1915-1918,1.0,626507,219372,4,427,banked_legacy,pending,0,0,,no_shared_cells
iia,japan|iia|1909-1944,JPN-1895-1945,china taiwan province of|iia|1909-1944,TWN-1895-1945,1909-1944,1.0,626507,35994,737,340,banked,pending,330,120,3.296,impossible_outer_excludes_inner
iia,palau|iia|1915-1918,JPN-1895-1945,china taiwan province of|iia|1909-1944,TWN-1895-1945,1915-1918,1.0,626507,35994,4,340,banked_legacy,pending,0,0,,no_shared_cells
iia,ivory coast|iia|1932-1945,CIV-1932-1947,burkina faso|iia|1922-1932,BFA-1919-1932,1932-1932,0.536,467463,272322,106,67,pending,pending,13,12,0.183,impossible_outer_excludes_inner
iia,united kingdom|iia|1909-1920,GBR-1800-1921,ireland|iia|1913-1913,IRL-1800-1921,1913-1913,0.977,313550,84366,42,4,pending,pending,3,0,4.347,consistent_with_inclusion
iia,austria|iia|1909-1917,AUT-1800-1918,czech republic|iia|1910-1918,CZE-1804-1918,1910-1917,1.0,300304,79366,77,2,pending,pending,0,0,,no_shared_cells
juan,united kingdom|juan|1867-1920,GBR-1800-1921,ireland|juan|1850-1920,IRL-1800-1921,1867-1920,0.977,313550,84366,760,1045,banked,banked,637,87,3.118,impossible_outer_excludes_inner
juan,austria|juan|1851-1917,AUT-1800-1918,czechoslovakia|juan|1914-1918,CZE-1804-1918,1914-1917,1.0,300304,79366,1042,35,banked,banked_legacy,27,0,1.444,consistent_with_inclusion
mitchell,china mainland|mitchell|1950-1960,CHN-1950-2025,china hong kong sar|mitchell|1948-1960,HKG-1842-2025,1950-1960,0.792,9369120,1128,305,12,pending,pending,11,0,44.038,consistent_with_inclusion
mitchell,china manchuria province of|mitchell|1950-1952,CHN-1950-2025,china hong kong sar|mitchell|1948-1960,HKG-1842-2025,1950-1952,0.792,9369120,1128,13,12,pending,pending,0,0,,no_shared_cells
mitchell,china mainland|mitchell|1947-1948,CHN-1947-1949,china manchuria province of|mitchell|1945-1948,MAN-1945-1950,1947-1948,0.993,7593571,791708,45,7,pending,pending,2,0,64.941,consistent_with_inclusion
mitchell,china mainland|mitchell|1947-1948,CHN-1947-1949,china taiwan province of|mitchell|1945-1960,TWN-1945-2025,1947-1948,0.999,7593571,35994,45,290,pending,pending,15,0,158.818,consistent_with_inclusion
mitchell,china mainland|mitchell|1947-1948,CHN-1947-1949,china hong kong sar|mitchell|1948-1960,HKG-1842-2025,1948-1948,0.792,7593571,1128,45,12,pending,pending,0,0,,no_shared_cells
mitchell,china mainland|mitchell|1949-1949,CHN-1949-1950,china hong kong sar|mitchell|1948-1960,HKG-1842-2025,1949-1949,0.792,7557599,1128,30,12,pending,pending,0,0,,no_shared_cells
mitchell,china mainland|mitchell|1945-1946,CHN-1945-1947,china manchuria province of|mitchell|1945-1948,MAN-1945-1950,1945-1946,0.993,7532446,791708,36,7,pending,pending,3,0,57.852,consistent_with_inclusion
mitchell,china mainland|mitchell|1945-1946,CHN-1945-1947,china taiwan province of|mitchell|1945-1960,TWN-1945-2025,1945-1946,0.999,7532446,35994,36,290,pending,pending,9,0,126.788,consistent_with_inclusion
mitchell,india|mitchell|1914-1936,IND-1914-1937,myanmar|mitchell|1885-1960,MMR-1885-2025,1914-1936,0.969,4889739,675971,595,277,pending,banked,36,0,6.804,consistent_with_inclusion
mitchell,india|mitchell|1893-1913,IND-1893-1914,myanmar|mitchell|1885-1960,MMR-1885-2025,1893-1913,0.969,4815028,675971,372,277,pending,banked,21,0,8.073,consistent_with_inclusion
mitchell,india|mitchell|1886-1892,IND-1886-1893,myanmar|mitchell|1885-1960,MMR-1885-2025,1886-1892,0.969,4647939,675971,35,277,pending,banked,2,0,10.975,consistent_with_inclusion
mitchell,india|mitchell|1937-1946,IND-1937-1947,pakistan|mitchell|1945-1946,PAK-1937-1947,1945-1946,1.0,4223063,932577,207,9,pending,pending,9,0,8.683,consistent_with_inclusion
mitchell,turkey|mitchell|1913-1913,TUR-1913-1914,cyprus|mitchell|1897-1960,CYP-1879-2025,1913-1913,0.999,1784775,9123,1,269,banked_legacy,pending,0,0,,no_shared_cells
mitchell,mali|mitchell|1920-1959,MLI-1890-1960,burkina faso|mitchell|1948-1959,BFA-1947-1960,1948-1959,1.0,1736506,272322,301,40,pending,pending,14,7,0.95,impossible_outer_excludes_inner
mitchell,ethiopia|mitchell|1936-1940,AOI-1936-1941,somalia|mitchell|1920-1959,ITS-1908-1960,1936-1940,1.0,1712684,464286,10,30,pending,pending,0,0,,no_shared_cells
mitchell,pakistan|mitchell|1949-1960,PAK-1949-1971,bangladesh|mitchell|1953-1960,BGD-1947-1971,1953-1960,1.0,1014357,137848,244,8,pending,pending,0,0,,no_shared_cells
mitchell,indochina|mitchell|1887-1948,FID-1887-1954,viet nam|mitchell|1938-1953,VNM-1887-1954,1938-1948,0.993,753049,324094,239,83,banked,pending,0,0,,no_shared_cells
mitchell,indochina|mitchell|1887-1948,FID-1887-1954,lao|mitchell|1948-1953,LAO-1893-1954,1948-1948,0.969,753049,229987,239,18,banked,pending,0,0,,no_shared_cells
mitchell,indochina|mitchell|1887-1948,FID-1887-1954,cambodia|mitchell|1948-1952,KHM-1907-1953,1948-1948,0.994,753049,181798,239,26,banked,pending,0,0,,no_shared_cells
mitchell,japan|mitchell|1895-1944,JPN-1895-1945,korea|mitchell|1909-1944,KOR-1800-1945,1909-1944,1.0,626507,219372,1112,447,reopened,banked,355,70,2.245,impossible_outer_excludes_inner
mitchell,japan|mitchell|1895-1944,JPN-1895-1945,south korea|mitchell|1932-1944,KOR-1800-1945,1932-1944,1.0,626507,219372,1112,13,reopened,pending,13,0,7.151,consistent_with_inclusion
mitchell,japan|mitchell|1895-1944,JPN-1895-1945,china taiwan province of|mitchell|1896-1944,TWN-1895-1945,1896-1944,1.0,626507,35994,1112,351,reopened,banked,267,121,2.167,impossible_outer_excludes_inner
mitchell,korea|mitchell|1945-1948,KOR-1945-1948,south korea|mitchell|1948-1960,KOR-1948-2025,1948-1948,1.0,219402,97097,46,148,pending,pending,0,0,,no_shared_cells
mitchell,israel palestine|mitchell|1925-1948,PAL-1920-1948,israel|mitchell|1948-1960,ISR-1948-1967,1948-1948,1.0,27009,20786,24,103,pending,pending,0,0,,no_shared_cells
