ratio,item,unit,whep_code,polity_name,source,median_value,area,n,item_median_intensity,assertion_keys,known_flow,flow_origin_iso3
41.08660318250464,soybeans,tonnes,CHN-1932-1945,China (1932-1945),iia,5928700.0,6710151.482952717,11,0.02150437935902786,china mainland|iia|1932-1944,,
40.90617392193065,"rice, paddy",tonnes,TWN-1895-1945,Formosa (Japanese Taiwan),mitchell,536925.0,35993.63707155193,11,0.3646691560734893,china taiwan province of|mitchell|1896-1944,,
40.89341070506317,"other citrus fruit, n.e.c.",tonnes,JAM-1800-2025,Jamaica,mitchell,78500.0,11001.039856468184,14,0.17449483815301534,jamaica|mitchell|1850-1960,,
40.80572761485649,cropa,1000 tonnes,ASM-1900-2025,Territory of American Samoa,fao1952,2.7,203.69130519542574,3,0.00032484048249375574,american samoa|fao1952|1937-1951,,
40.78780370809529,cheese,1000 tonnes,DNK-1920-2025,Denmark,fao1952,62.5,42638.10583746177,4,3.5937825325530566e-05,denmark|fao1952|1937-1951,,
40.77586145927422,"butter, cow milk",tonnes,NLD-1830-2025,Netherlands,iia,84550.0,38295.46118907003,8,0.05414559903477284,netherlands|iia|1909-1945,,
40.74022699218232,soybeans,1000 tonnes,RYU-1945-1972,Ryukyu Islands (US Administration),fao1952,3.5,2336.8360149164137,2,3.6763458669968475e-05,ryukyu islands|fao1952|1949-1951,,
40.73294964876559,sesame seed,1000 tonnes,FRIN-1816-1954,French India (Établissements français dans l'Inde),fao1952,0.3,546.7035111937369,1,1.3471734996699686e-05,french india|fao1952|1937-1951,,
40.726730407719685,commercial potash fertilizers,1000 tonnes,DEU-1920-1938,Germany (1920-1938),fao1952,819.1,470825.35311272315,4,4.271668472078077e-05,germany|fao1952|1937-1937; germany western|fao1952|1937-1937; germany berlin|fao1952|1937-1937,,
40.67045453158935,"beans, dry",ha,HUN-1947-2025,Hungary (1947-2025),juan,459000.0,93004.31166177182,7,0.12134742824336048,hungary|juan|1947-1960,,
40.630547171334534,goats,1000 heads,ANT-1816-1961,Dutch Caribbean (colonial),fao1952,75.0,794.5531766581097,3,0.0023231947845977954,netherlands w indies|fao1952|1936-1951; neth west indies|fao1952|1949-1951; netherlands west indies|fao1952|1937-1951,,
40.62729910338363,wheel tractors agriculture,number,IRL-1921-2025,Ireland,fao1952,14051.5,69564.5876553353,2,0.004971832868108485,ireland|fao1952|1937-1951,,
40.585399555325466,rice paddy,1000 hectares,IND-1949-2025,India,fao1952,30519.0,3151797.0640165973,3,0.0002385845005827523,india|fao1952|1949-1951,,
40.55260220042748,sugar raw centrifugal,tonnes,VIR-1917-2025,United States Virgin Islands,iia,4572.2,366.69800904313075,27,0.3074665960637625,united states virgin islands|iia|1917-1945,,
40.51886889449849,pesticides 2 4 d,tonnes,VIR-1917-2025,United States Virgin Islands,fao1952,3.0,366.69800904313075,2,0.0002019088659052706,virgin islands us|fao1952|1937-1951; virgin is us|fao1952|1936-1951,,
40.467982498069354,lemons limes other citrus,1000 tonnes,LBN-1944-2025,Lebanon,fao1952,20.0,10199.46189186542,3,4.8455288370861826e-05,lebanon|fao1952|1949-1951,,
40.44946860666065,milk,1000 tonnes,F78-1949-1990,West Germany,fao1952,14060.0,247551.87229475778,3,0.0014041266581749038,germany western|fao1952|1949-1951,,
40.17423391617716,bananas,1000 hectares,GLP-1816-2025,Guadeloupe,fao1952,6.5,1650.2244307993958,4,9.804438808654699e-05,guadeloupe|fao1952|1937-1951,,
40.06334724987919,"coffee, green",tonnes,STP-1800-2025,Sao Tome and Principe,iia,584.8,1012.3640165028369,13,0.014418611242477926,sao tome and principe|iia|1930-1944,,
40.03183843257012,cropa,1000 tonnes,SYC-1903-2025,Seychelles,fao1952,6.35,488.3127266024546,4,0.00032484048249375574,seychelles|fao1952|1937-1951,,
40.00479699592616,soybeans,tonnes,CHN-1945-1947,China (1945-1947),iia,6480000.0,7532445.916794096,1,0.02150437935902786,china mainland|iia|1945-1945,,
39.577767481814696,lemons and limes,tonnes,ITA-1919-2025,Italy,juan,352050.0,300310.4439810905,42,0.02961983397613065,italy|juan|1919-1960,,
39.41815008427083,poultry,1000 heads,VCT-1833-2025,Saint Vincent and the Grenadines,fao1952,76.0,393.7157412058466,1,0.004897050411867877,british west indies st vincent|fao1952|1939-1951; br west indies st vincent|fao1952|1949-1951; windward islands st vincent|fao1952|1950-1950,,
39.37098800434813,potatoes,tonnes,POL-1919-1920,Poland (1919-1920),juan,10513880.0,256627.0109915525,1,1.040601234644152,poland|juan|1919-1919,,
39.3059211285924,sunflower seed,tonnes,BGR-1919-1940,Bulgaria (1919-1940),juan,81000.0,103263.13610091528,9,0.019956378396729715,bulgaria|juan|1919-1939,,
39.16218523162621,sweet potatoes yams,1000 hectares,TWN-1945-2025,Taiwan,fao1952,233.0,35993.63707155193,3,0.0001652963525547975,china taiwan|fao1952|1948-1951; taiwan|fao1952|1949-1951,,
38.78428675920607,linseed,1000 tonnes,SWE-1905-2025,Sweden,fao1952,426.0,445909.1511104987,3,2.463243836113793e-05,sweden|fao1952|1937-1951,,
38.777040522689944,grapefruits,1000 tonnes,CYP-1879-2025,Cyprus,fao1952,6.0,9123.352706704041,3,1.6959854612560134e-05,cyprus|fao1952|1937-1951,,
38.77343640362472,pesticides pyrethrum,tonnes,VIR-1917-2025,United States Virgin Islands,fao1952,0.30000000000000004,366.69800904313075,2,2.1099803435239825e-05,virgin islands us|fao1952|1937-1951; virgin is us|fao1952|1936-1951,,
38.759751854194924,cotton seed,tonnes,SLV-1821-2025,El Salvador,mitchell,13500.0,20558.112635569574,20,0.016942189667314478,el salvador|mitchell|1894-1960,,
38.73323240949427,dry peas,1000 tonnes,RWB-1922-1962,Ruanda-Urundi (1922-1962),fao1952,84.0,52350.62635979226,3,4.142606307360681e-05,ruanda urundi|fao1952|1937-1951,,
38.624250111518485,tractors all purposes,number,USA-1867-1959,United States (1867-1959),fao1952,3786000.0,8906416.741310216,3,0.011005696608006713,united states|fao1952|1931-1951; united states and dependent territories|fao1952|1949-1951,,
38.50641286172222,pesticides white refined other refined oil,tonnes,ISR-1948-1967,Israel (1948-1967),fao1952,360.0,20786.111689025718,1,0.0004497759000081816,israel|fao1952|1948-1951,,
38.459735549898774,"groundnuts, with shell",ha,GNB-1886-1974,Guinea-Bissau (1886-1974),iia,20000.0,33185.157456664696,6,0.01567039051079133,guinea bissau|iia|1932-1945,,
38.429443630056475,pineapples,tonnes,CUB-1800-2025,Cuba,juan,102000.0,109074.11801961382,11,0.024334048252951296,cuba|juan|1901-1960,,
38.40725307103224,tractors all purposes,number,CHE-1800-2025,Switzerland,fao1952,17530.0,41471.63260807535,3,0.011005696608006713,switzerland|fao1952|1936-1951,,
38.38541368089637,sheep,1000 heads,URY-1828-2025,Uruguay,fao1952,23027.5,177866.3552194432,2,0.003372770260970567,uruguay|fao1952|1937-1951,,
38.31189474881434,"tobacco, unmanufactured",tonnes,POL-1921-1945,Poland (1921-1945),iia,761000.0,388369.69735582283,3,0.051145295153688305,poland|iia|1921-1944,,
38.256701961824795,"cheese, processed",tonnes,CHE-1800-2025,Switzerland,iia,44600.0,41471.63260807535,8,0.028110993750511352,switzerland|iia|1909-1945,,
38.13795667508998,beer of barley,tonnes,CHE-1800-2025,Switzerland,mitchell,164640.0,41471.63260807535,75,0.10409426519973411,switzerland|mitchell|1885-1960,,
38.10450843271405,tractors all purposes,number,DNK-1920-2025,Denmark,fao1952,17881.0,42638.10583746177,3,0.011005696608006713,denmark|fao1952|1937-1951,,
38.0877609874639,sugar raw centrifugal,tonnes,TTO-1800-2025,Trinidad and Tobago,mitchell,58000.0,4952.729517430746,108,0.3074665960637625,trinidad and tobago|mitchell|1850-1960,,
38.06705427025102,poultry,1000 heads,LIE-1800-2025,Liechtenstein,fao1952,33.0,177.0231619716852,2,0.004897050411867877,liechtenstein|fao1952|1937-1951,,
37.94367799277759,jute allied fibres,1000 tonnes,TWN-1945-2025,Taiwan,fao1952,8.0,35993.63707155193,3,5.857669004677044e-06,china taiwan|fao1952|1948-1951; taiwan|fao1952|1949-1951,,
37.85440661056998,meat,1000 tonnes,DNK-1920-2025,Denmark,fao1952,241.5,42638.10583746177,16,0.00014962452649997936,denmark|fao1952|1937-1951,,
37.84193398701609,"milk, whole fresh cow",tonnes,NLD-1830-2025,Netherlands,iia,4939900.0,38295.46118907003,5,3.4087686699863613,netherlands|iia|1909-1945,,
37.80607362168399,cassava,1000 hectares,ZNZ-1890-1963,Zanzibar Protectorate,fao1952,14.0,2586.788513501411,3,0.00014315467526373506,zanzibar and pemba|fao1952|1937-1951,,
37.70036339803866,tractors all purposes,number,LUX-1839-2025,Luxembourg,fao1952,1075.0,2590.86862192315,3,0.011005696608006713,luxembourg|fao1952|1937-1951,,
37.682386905977225,grapes,tonnes,ITA-1861-1866,Italy (1861-1866),juan,3652600.0,247918.08540998364,5,0.3909808631507594,italy|juan|1861-1865,,
37.679470216474606,sugar cane,ha,TWN-1895-1945,Formosa (Japanese Taiwan),mitchell,105000.0,35993.63707155193,33,0.07742100024431484,china taiwan province of|mitchell|1896-1944,,
37.58413964719487,sweet potatoes,ha,TWN-1895-1945,Formosa (Japanese Taiwan),mitchell,126500.0,35993.63707155193,6,0.0935104569254406,china taiwan province of|mitchell|1896-1944,,
37.51403882229092,raisins,1000 tonnes,GRC-1947-2025,Greece (1947-2025),fao1952,114.0,129841.0864350498,3,2.3404474106085345e-05,greece|fao1952|1947-1951,,
37.47577285157713,yarn of true hemp,tonnes,PHL-1800-2025,Philippines,iia,153474.4,291824.6113461748,8,0.014033417003161484,philippines|iia|1909-1945,,
37.45716462141738,rice paddy,1000 hectares,PAK-1949-1971,Pakistan (1949-1971),fao1952,9065.0,1014356.6530305491,3,0.0002385845005827523,pakistan|fao1952|1949-1951,,
37.4339144399171,coffee,1000 tonnes,HTI-1800-2025,Haiti,fao1952,35.5,27092.572875431946,4,3.500361185590796e-05,haiti|fao1952|1937-1951,,
37.36025213839914,sheep,1000 heads,NZL-1840-2025,New Zealand,fao1952,33857.0,268690.2547565733,3,0.003372770260970567,new zealand|fao1952|1937-1951,,
37.21948077766204,"rice, paddy",tonnes,CHN-1914-1921,China (1914-1921),mitchell,122963000.0,9059518.330598813,1,0.3646691560734893,china mainland|mitchell|1914-1920,,
37.166944694179435,beer of barley,tonnes,NLD-1830-2025,Netherlands,mitchell,148160.0,38295.46118907003,35,0.10409426519973411,netherlands|mitchell|1925-1960,,
37.016143861339614,cassava,1000 tonnes,ZNZ-1890-1963,Zanzibar Protectorate,fao1952,100.0,2586.788513501411,3,0.001044354402420143,zanzibar and pemba|fao1952|1937-1951,,
36.97505745599549,pesticides pyrethrum,tonnes,PRI-1800-2025,Puerto Rico,fao1952,7.0,8972.444342985882,1,2.1099803435239825e-05,puerto rico|fao1952|1935-1951,,
36.94214879356003,grapes,tonnes,PRT-1800-2025,Portugal,juan,1326000.0,91804.90167728892,21,0.3909808631507594,portugal|juan|1850-1960,,
36.93763235238775,grapes,tonnes,FRA-1919-2025,France,juan,7915000.0,548057.8009401887,14,0.3909808631507594,france|juan|1919-1960,,
36.73419118216598,pesticides rotenone,tonnes,LIE-1800-2025,Liechtenstein,fao1952,0.2,177.0231619716852,2,3.075596938414092e-05,liechtenstein|fao1952|1937-1951,,
36.467295595721225,"rice, paddy",ha,KOR-1948-2025,South Korea,mitchell,1089000.0,97096.9362708301,11,0.3075521700544461,south korea|mitchell|1948-1960; korea|mitchell|1949-1960,,
36.43800173824028,maize,tonnes,HUN-1938-1940,Hungary (1938-1940),juan,2423650.0,108813.78983171615,2,0.6112676534626276,hungary|juan|1938-1939,,
36.40336610948728,"rice, paddy",tonnes,JPN-1895-1945,Japanese Empire,mitchell,8317000.0,626507.2861088028,49,0.3646691560734893,japan|mitchell|1895-1944,,
36.39737878319292,rye,1000 tonnes,POL-1945-2025,Poland (1945-2025),fao1952,6630.5,311827.7984931281,2,0.0005841997172546179,poland|fao1952|1948-1951,,
36.28037619413998,potatoes,tonnes,IRL-1921-2025,Ireland,juan,2626300.0,69564.5876553353,40,1.040601234644152,ireland|juan|1921-1960,,
36.20518144419294,bananas,1000 hectares,MTQ-1816-2025,Martinique,fao1952,4.0,1126.8510732461853,4,9.804438808654699e-05,martinique|fao1952|1935-1951; marcinique|fao1952|1949-1951,,
36.073035138849086,potatoes,ha,F51-1938-1945,Czechoslovakia (1938-1945),juan,727000.0,100712.76559040853,7,0.200109268354486,czechoslovakia|juan|1938-1944,,
36.06290848443762,"beans, dry",ha,HUN-1920-1938,Hungary (1920-1938),juan,407000.0,93004.31166177182,5,0.12134742824336048,hungary|juan|1920-1937,,
35.977737930210075,total tractors agriculture,number,NLD-1830-2025,Netherlands,fao1952,18389.0,38295.46118907003,3,0.013346793917923224,netherlands|fao1952|1937-1951; necherlands|fao1952|1949-1951,,
35.975542238959115,potatoes,ha,DEU-1800-1866,Prussia (to 1866),juan,1952000.0,271147.28531881707,2,0.200109268354486,germany|juan|1850-1865,,
35.96339336678543,"rice, paddy",tonnes,IND-1949-2025,India,mitchell,41335000.0,3151797.0640165973,11,0.3646691560734893,india|mitchell|1949-1960,,
35.79708852017887,"beans, dry",ha,HUN-1944-1947,Hungary (1944-1947),juan,404000.0,93004.31166177182,3,0.12134742824336048,hungary|juan|1944-1946,,
35.70114964927534,olives,tonnes,ITA-1919-2025,Italy,iia,1254528.4,300310.4439810905,3,0.11701131491879327,italy|iia|1919-1945,,
35.641616313839705,"marine fish, other",tonnes,JPN-1945-1952,Japan (occupied),mitchell,2536500.0,371147.4432376307,6,0.19174807067242947,japan|mitchell|1945-1951,,
35.566553152858035,groundnuts,1000 tonnes,IND-1949-2025,India,fao1952,3433.0,3151797.0640165973,3,3.062483645856704e-05,india|fao1952|1949-1951,,
35.516028888204836,potatoes,tonnes,IRL-1800-1921,Ireland (within United Kingdom),juan,3118000.0,84365.98345404798,71,1.040601234644152,ireland|juan|1850-1920,,
35.502524996372465,tea,ha,AZE-SSR-1920-1991,Azerbaijan SSR,iia,34162.5,86013.9733816876,14,0.011187199751528947,azerbaijan|iia|1930-1940,,
35.43934333183762,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,DOM-1800-2025,Dominican Republic,fao1952,503.5,48332.9008946207,4,0.0002939482959867938,dominican republic|fao1952|1937-1951; dominican rep|fao1952|1949-1951,,
35.37943448682702,rice paddy,1000 tonnes,RYU-1945-1972,Ryukyu Islands (US Administration),fao1952,31.0,2336.8360149164137,2,0.0003749579531697933,ryukyu islands|fao1952|1949-1951,,
35.33979628950033,sweet potatoes,ha,RWB-1922-1962,Ruanda-Urundi (1922-1962),mitchell,173000.0,52350.62635979226,13,0.0935104569254406,rwanda and burundi|mitchell|1924-1960; rwanda|mitchell|1953-1960,,
35.238845891780414,commercial potash fertilizers,1000 tonnes,LUX-1839-2025,Luxembourg,fao1952,3.9,2590.86862192315,3,4.271668472078077e-05,luxembourg|fao1952|1937-1951,,
35.1675055353763,sugar cane,ha,TWN-1945-2025,Taiwan,mitchell,98000.0,35993.63707155193,15,0.07742100024431484,china taiwan province of|mitchell|1945-1960,,
35.16565141366233,cotton lint,tonnes,GRC-1881-1913,Greece (1881–1913),iia,27350.4,63611.58790153088,1,0.01222668655598026,greece|iia|1911-1911,,
35.156035029649395,horses mules asses,1000 heads,BRL-1938-1945,Greater Berlin (1938-1945),fao1952,14.0,901.423842095747,1,0.0004417729359427037,germany berlin|fao1952|1938-1939,,
35.11739634289764,"rice, paddy",tonnes,JPN-1800-1895,Japan (to 1895),mitchell,4753000.0,371147.4432376307,21,0.3646691560734893,japan|mitchell|1851-1894,,
35.05882569907773,rice paddy,1000 tonnes,THA-1909-2025,Thailand,fao1952,6732.5,512149.11556195066,4,0.0003749579531697933,thailand|fao1952|1937-1951,,
34.989490894599925,maize,tonnes,ROU-1947-2025,Romania (1947-2025),juan,5076500.0,237353.3426676344,14,0.6112676534626276,romania|juan|1947-1960,,
34.95035848887561,beer of barley,tonnes,AUT-1919-2025,Austria,mitchell,305680.0,84021.14316677154,33,0.10409426519973411,austria|mitchell|1920-1960,,
34.92297743100912,cotton seed,tonnes,USA-1867-1959,United States (1867-1959),iia,5269674.8,8906416.741310216,5,0.016942189667314478,united states of america|iia|1909-1945,,
34.89957599925986,pigs,1000 heads,DNK-1920-2025,Denmark,fao1952,3189.0,42638.10583746177,3,0.002143070535283847,denmark|fao1952|1937-1951,,
34.75761192111519,"rice, paddy",tonnes,PAK-1949-1971,Pakistan (1949-1971),mitchell,12857000.0,1014356.6530305491,10,0.3646691560734893,pakistan|mitchell|1949-1960,,
34.700588092656375,oranges,ha,LBN-1920-1944,Lebanon (1920-1944),iia,5000.0,10199.46189186542,5,0.014127194015379808,lebanon|iia|1923-1943,,
34.683930214586475,oranges,tonnes,PRI-1800-2025,Puerto Rico,juan,25000.0,8972.444342985882,24,0.08033428485482855,puerto rico|juan|1900-1960,,
34.66482804165227,commercial nitrogenous fertilizers,1000 tonnes,DEU-1920-1938,Germany (1920-1938),fao1952,457.7,470825.35311272315,4,2.8043487484389995e-05,germany|fao1952|1937-1937; germany western|fao1952|1937-1937; germany berlin|fao1952|1937-1937,,
34.629467395634755,potatoes,ha,DEU-1866-1871,North German Confederation (1866-1871),juan,2396000.0,345759.2420559496,1,0.200109268354486,germany|juan|1866-1870,,
34.5928529895342,rye,1000 hectares,POL-1945-2025,Poland (1945-2025),fao1952,5151.0,311827.7984931281,2,0.00047751865216439054,poland|fao1952|1948-1951,,
34.54252446184723,flax fibre and tow,tonnes,LTU-1918-1940,Lithuania (interwar republic),iia,33100.0,55903.56442743159,3,0.017140931543133633,lithuania|iia|1930-1939,,
34.48984848102232,olives,tonnes,GRC-1947-2025,Greece (1947-2025),juan,524000.0,129841.0864350498,10,0.11701131491879327,greece|juan|1947-1960,,
34.37949809163372,potatoes,ha,POL-1921-1945,Poland (1921-1945),juan,2671850.0,388369.69735582283,24,0.200109268354486,poland|juan|1921-1944,,
34.30521497327007,"eggs, hen, in shell",tonnes,DNK-1920-2025,Denmark,iia,77743.90470000001,42638.10583746177,16,0.05315061583743646,denmark|iia|1920-1945,,
34.3043621927865,"rice, paddy",tonnes,IND-1947-1949,India (1947-1949),mitchell,38052500.0,3041829.122826827,2,0.3646691560734893,india|mitchell|1947-1948,,
34.214996604142556,sunflower seed,tonnes,ROU-1940-1947,Romania (1940-1947),juan,132350.0,193832.10595350157,6,0.019956378396729715,romania|juan|1940-1946,,
34.18308616537583,"rice, paddy",ha,IND-1947-1949,India (1947-1949),mitchell,31979000.0,3041829.122826827,2,0.3075521700544461,india|mitchell|1947-1948,,
34.100782461457484,"rice, paddy",tonnes,KOR-1800-1945,Korea (to 1945),mitchell,2728000.0,219371.89647949164,36,0.3646691560734893,korea|mitchell|1909-1944; south korea|mitchell|1932-1944,,
34.05974783650589,olives,tonnes,ITA-1919-2025,Italy,juan,1196850.0,300310.4439810905,42,0.11701131491879327,italy|juan|1919-1960,,
34.02505327533991,n,tonnes,CHL-1902-2025,Chile,iia,1125921.0,742597.371817607,5,0.04456107893823611,chile|iia|1909-1945,,
33.987752829778294,wool greasy basis,1000 tonnes,NZL-1840-2025,New Zealand,fao1952,177.0,268690.2547565733,4,1.9382013869038335e-05,new zealand|fao1952|1937-1951,,
33.98674293047366,rice paddy,1000 hectares,PAK-1937-1947,"Pakistan (territory within British India, 1937–1947)",fao1952,7562.0,932577.4281563342,1,0.0002385845005827523,pakistan|fao1952|1937-1940,,
33.96130078166627,rye,ha,POL-1815-1918,Congress Poland (1815-1918),iia,5087178.0,130179.77280074757,1,1.1506655434808784,poland|iia|None-None,,
33.86214949003687,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,BEL-1831-2025,Belgium,fao1952,305.5,30692.03925557064,4,0.0002939482959867938,belgium|fao1952|1937-1951,,
33.84536964886566,cotton lint,tonnes,EGY-1925-1967,Egypt (1925-1967),iia,413125.0,998328.4240959982,4,0.01222668655598026,egypt|iia|1925-1945,,
33.81139552787421,rice paddy,1000 hectares,JPN-1945-1952,Japan (occupied),fao1952,2994.0,371147.4432376307,3,0.0002385845005827523,japan|fao1952|1947-1951,,
33.78564027488131,wheel tractors agriculture,number,BRB-1800-2025,Barbados,fao1952,73.0,434.58445270912586,2,0.004971832868108485,british west indies barbados|fao1952|1935-1951; br west indies barbados|fao1952|1950-1951,,
33.770064429152406,"rubber, natural",tonnes,KHM-1953-2025,Cambodia,mitchell,32000.0,181798.14036256503,7,0.005212290981469361,cambodia|mitchell|1953-1960,,
33.73439239395498,beer of barley,tonnes,IRL-1921-2025,Ireland,mitchell,244280.0,69564.5876553353,36,0.10409426519973411,ireland|mitchell|1925-1960,,
33.64633755454595,chickens,heads,MLT-1800-2025,Malta,juan,750000.0,291.8686793911891,7,76.37231808129766,malta|juan|1909-1959,,
33.62638283284968,lemons limes other citrus,1000 tonnes,LCA-1838-2025,Saint Lucia,fao1952,1.0,613.7318536183993,4,4.8455288370861826e-05,br west indies st lucia|fao1952|1949-1951; british west indies st lucia|fao1952|1939-1951; windward islands st lucia|fao1952|1950-1950,,
33.617031161161044,soybeans,1000 tonnes,KOR-1948-2025,South Korea,fao1952,120.0,97096.9362708301,3,3.6763458669968475e-05,korea south|fao1952|1948-1951; korea|fao1952|1949-1951,,
33.60758525108569,cotton seed,tonnes,USA-1959-2025,United States of America,mitchell,5387500.0,9461945.33959317,2,0.016942189667314478,united states of america|mitchell|1959-1960,,
33.59011929824717,sugar raw centrifugal,tonnes,CUB-1800-2025,Cuba,mitchell,1126500.0,109074.11801961382,108,0.3074665960637625,cuba|mitchell|1850-1960,,
33.58283936111937,mules and hinnies,heads,SLV-1821-2025,El Salvador,juan,142500.0,20558.112635569574,15,0.20640214727097855,el salvador|juan|1900-1960,,
33.42336349284193,maize,tonnes,ROU-1913-1918,Romania (1913-1918),juan,2782700.0,136202.4190877079,3,0.6112676534626276,romania|juan|1913-1917,,
33.42032236234514,horses mules asses,1000 heads,HTI-1800-2025,Haiti,fao1952,400.0,27092.572875431946,3,0.0004417729359427037,haiti|fao1952|1937-1951,,
33.358314566569746,wool clean basis,1000 tonnes,URY-1828-2025,Uruguay,fao1952,46.5,177866.3552194432,4,7.837093848313055e-06,uruguay|fao1952|1937-1951,,
33.30621403959397,sisal,tonnes,HTI-1800-2025,Haiti,juan,28400.0,27092.572875431946,13,0.031473339113102045,haiti|juan|1900-1960,,
33.26123791381,pesticides nicotine sulphate,tonnes,RYU-1945-1972,Ryukyu Islands (US Administration),fao1952,3.0,2336.8360149164137,2,3.859709409957345e-05,ryukyu islands|fao1952|1949-1951,,
33.2514494007105,soybeans,1000 tonnes,TWN-1895-1945,Formosa (Japanese Taiwan),fao1952,44.0,35993.63707155193,1,3.6763458669968475e-05,china taiwan|fao1952|1937-1937,,
33.19925143495576,mules and hinnies,heads,MLT-1800-2025,Malta,juan,2000.0,291.8686793911891,40,0.20640214727097855,malta|juan|1909-1959,,
32.99778441702861,flax fibre and tow,tonnes,ARG-1902-2025,Argentina,iia,1573000.0,2781054.6380225588,15,0.017140931543133633,argentina|iia|1909-1945,,
32.98878651549397,wine,tonnes,ITA-1919-2025,Italy,iia,3524232.615,300310.4439810905,26,0.35573597719855443,italy|iia|1919-1945,,
32.95118011289078,oats,1000 tonnes,DNK-1920-2025,Denmark,fao1952,914.5,42638.10583746177,4,0.0006509008422604463,denmark|fao1952|1937-1951,,
32.92657918574642,tea,tonnes,TWN-1945-2025,Taiwan,mitchell,12000.0,35993.63707155193,15,0.010125323310140025,china taiwan province of|mitchell|1945-1960,,
32.92657918574642,tea,tonnes,TWN-1895-1945,Formosa (Japanese Taiwan),mitchell,12000.0,35993.63707155193,49,0.010125323310140025,china taiwan province of|mitchell|1896-1944,,
32.91262345614782,maize,tonnes,HUN-1944-1947,Hungary (1944-1947),juan,1871100.0,93004.31166177182,3,0.6112676534626276,hungary|juan|1944-1946,,
32.89096966136346,olives,ha,ITA-1870-1919,Italy (1870-1919),iia,2031540.0,284847.5059880116,2,0.2168384425805653,italy|iia|1909-1918,,
32.76005991484111,soybeans,1000 tonnes,JPN-1945-1952,Japan (occupied),fao1952,447.0,371147.4432376307,3,3.6763458669968475e-05,japan|fao1952|1947-1951,,
32.75621854475136,soybeans,tonnes,CHN-1921-1932,China (1921-1932),iia,5280532.4,7496473.996208218,4,0.02150437935902786,china mainland|iia|1922-1931,,
32.611727783184605,pigs,1000 heads,HUN-1947-2025,Hungary (1947-2025),fao1952,6500.0,93004.31166177182,3,0.002143070535283847,hungary|fao1952|1947-1951,,
32.610202217090105,rice paddy,1000 tonnes,PAK-1949-1971,Pakistan (1949-1971),fao1952,12403.0,1014356.6530305491,3,0.0003749579531697933,pakistan|fao1952|1949-1951,,
32.58651474140019,cacao,1000 tonnes,GCT-1919-1956,Gold Coast and British Togoland (1919-1956),fao1952,258.3,239020.24099110512,4,3.316284742483804e-05,gold coast and br togoland|fao1952|1938-1951; gold coast and british togoland|fao1952|1949-1951; gold coast and br tog|fao1952|1949-1951,,
32.55844159609664,"rubber, natural",tonnes,F237-1954-1975,Vietnam (combined reporting: DRV and RVN),mitchell,55000.0,324093.5795658952,1,0.005212290981469361,viet nam|mitchell|1954-1954,,
32.545469285420545,dry beans,1000 hectares,PRT-1800-2025,Portugal,fao1952,348.5,91804.90167728892,4,0.00011663969475792196,portugal|fao1952|1934-1951,,
32.54424010306531,rye,1000 tonnes,F77-1949-1990,East Germany,fao1952,2077.5,109271.16029246466,2,0.0005841997172546179,germany eastern|fao1952|1949-1951,,
32.492933807873854,grapes,1000 tonnes,FRA-1919-2025,France,fao1952,8710.0,548057.8009401887,4,0.0004891058591250472,france|fao1952|1937-1951,,
32.47750227011849,"rice, paddy",tonnes,KOR-1945-1948,Korea (occupied),mitchell,2598500.0,219402.24512864018,4,0.3646691560734893,korea|mitchell|1945-1948; south korea|mitchell|1945-1947,,
32.4267518716463,rye,1000 tonnes,SBZ-1938-1949,Eastern Germany / Soviet Occupation Zone,fao1952,2070.0,109271.16029246466,1,0.0005841997172546179,germany eastern|fao1952|1938-1948,,
32.424146158712205,soybeans,tonnes,CHN-1921-1932,China (1921-1932),mitchell,5227000.0,7496473.996208218,3,0.02150437935902786,china manchuria province of|mitchell|1928-1931; china mainland|mitchell|1921-1931,,
32.398265150893266,"rice, paddy",ha,IND-1949-2025,India,mitchell,31405000.0,3151797.0640165973,12,0.3075521700544461,india|mitchell|1949-1960,,
32.37438599845548,lemons limes other citrus,1000 tonnes,LBN-1920-1944,Lebanon (1920-1944),fao1952,16.0,10199.46189186542,1,4.8455288370861826e-05,lebanon|fao1952|1937-1938,,
32.36241777310353,grapes,tonnes,ITA-1870-1919,Italy (1870-1919),iia,3604200.0,284847.5059880116,1,0.3909808631507594,italy|iia|1909-1918,,
32.35914582941379,rice paddy,1000 hectares,PHL-1800-2025,Philippines,fao1952,2253.0,291824.6113461748,4,0.0002385845005827523,philippines|fao1952|1937-1951,,
32.33636935588296,jute allied fibres,1000 tonnes,IND-1949-2025,India,fao1952,597.0,3151797.0640165973,3,5.857669004677044e-06,india|fao1952|1949-1951,,
32.33576445650891,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,NLD-1830-2025,Netherlands,fao1952,364.0,38295.46118907003,4,0.0002939482959867938,netherlands|fao1952|1937-1951; necherlands|fao1952|1949-1951,,
32.32223645730754,jute allied fibres,1000 hectares,TWN-1945-2025,Taiwan,fao1952,11.0,35993.63707155193,3,9.455087423902522e-06,china taiwan|fao1952|1948-1951; taiwan|fao1952|1949-1951,,
32.302660826692104,olives,tonnes,ITA-1870-1919,Italy (1870-1919),iia,1076660.0,284847.5059880116,1,0.11701131491879327,italy|iia|1909-1918,,
