whep_code,item,unit,year,n_rows,n_distinct,n_labels,n_sources,verdict,composition,v_min,v_max,published_mean,ratio_mean_max,labels,sources
F248-1920-1947,"beans, dry",ha,1935,2,1,2,2,values_identical,several_labels_several_sources,32000,32000,32000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",ha,1936,2,1,2,2,values_identical,several_labels_several_sources,31000,31000,31000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",ha,1937,2,1,2,2,values_identical,several_labels_several_sources,30000,30000,30000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",ha,1938,2,1,2,2,values_identical,several_labels_several_sources,30000,30000,30000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",ha,1939,2,1,2,2,values_identical,several_labels_several_sources,30000,30000,30000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",tonnes,1933,2,2,2,2,values_differ,several_labels_several_sources,30600,116600,73600,0.631218,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",tonnes,1934,2,2,2,2,values_differ,several_labels_several_sources,40400,158200,99300,0.627686,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",tonnes,1935,2,2,2,2,values_differ,several_labels_several_sources,22500,114700,68600,0.598082,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",tonnes,1936,2,2,2,2,values_differ,several_labels_several_sources,30600,133500,82050,0.614607,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",tonnes,1937,2,2,2,2,values_differ,several_labels_several_sources,35600,155000,95300,0.614839,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",tonnes,1938,2,2,2,2,values_differ,several_labels_several_sources,26900,114100,70500,0.617879,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"beans, dry",tonnes,1939,2,2,2,2,values_differ,several_labels_several_sources,24800,98200,61500,0.626273,serbia | yugoslav sfr,iia | juan
F248-1920-1947,castor beans seed,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,300,300,300,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1922,2,2,2,2,values_differ,several_labels_several_sources,50,56.1,53.05,0.945633,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1923,2,2,2,2,values_differ,several_labels_several_sources,40,44.1,42.05,0.953515,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1924,2,2,2,2,values_differ,several_labels_several_sources,80,83.4,81.7,0.979616,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1925,2,2,2,2,values_differ,several_labels_several_sources,120,125.8,122.9,0.976948,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1930,2,2,2,2,values_differ,several_labels_several_sources,130,134.9,132.45,0.981838,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1931,2,2,2,2,values_differ,several_labels_several_sources,70,74.1,72.05,0.972335,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1932,2,2,2,2,values_differ,several_labels_several_sources,110,117.6,113.8,0.967687,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1933,2,2,2,2,values_differ,several_labels_several_sources,68.4,100,84.2,0.842,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1934,2,1,2,2,values_identical,several_labels_several_sources,200,200,200,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1935,2,1,2,2,values_identical,several_labels_several_sources,200,200,200,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1936,2,1,2,2,values_identical,several_labels_several_sources,400,400,400,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1937,2,1,2,2,values_identical,several_labels_several_sources,700,700,700,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1938,2,1,2,2,values_identical,several_labels_several_sources,1200,1200,1200,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,cotton lint,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,1100,1100,1100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1920,2,2,2,2,values_differ,several_labels_several_sources,14100,14118,14109,0.999363,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1921,2,2,2,2,values_differ,several_labels_several_sources,14700,14760,14730,0.997967,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1922,2,2,2,2,values_differ,several_labels_several_sources,13100,13180,13140,0.996965,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1923,2,2,2,2,values_differ,several_labels_several_sources,13400,13421,13410.5,0.999218,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1924,2,2,2,2,values_differ,several_labels_several_sources,13000,13086,13043,0.996714,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1925,2,2,2,2,values_differ,several_labels_several_sources,13200,13222,13211,0.999168,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1930,2,2,2,2,values_differ,several_labels_several_sources,13100,13163,13131.5,0.997607,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1931,2,2,2,2,values_differ,several_labels_several_sources,12300,12387,12343.5,0.996488,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1932,2,2,2,2,values_differ,several_labels_several_sources,10600,10668,10634,0.996813,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1933,2,2,2,2,values_differ,several_labels_several_sources,11000,11129,11064.5,0.994204,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1934,2,1,2,2,values_identical,several_labels_several_sources,11000,11000,11000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1935,2,1,2,2,values_identical,several_labels_several_sources,12000,12000,12000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1936,2,1,2,2,values_identical,several_labels_several_sources,14000,14000,14000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1937,2,1,2,2,values_identical,several_labels_several_sources,13000,13000,13000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1938,2,1,2,2,values_identical,several_labels_several_sources,14000,14000,14000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,ha,1939,2,1,2,2,values_identical,several_labels_several_sources,14000,14000,14000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1920,2,2,2,2,values_differ,several_labels_several_sources,8810,8813.5,8811.75,0.999801,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1921,2,2,2,2,values_differ,several_labels_several_sources,8260,8260.4,8260.2,0.999976,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1922,2,2,2,2,values_differ,several_labels_several_sources,6020,6925,6472.5,0.934657,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1923,2,2,2,2,values_differ,several_labels_several_sources,8690,8698.5,8694.25,0.999511,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1924,2,2,2,2,values_differ,several_labels_several_sources,8470,8474.6,8472.3,0.999729,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1925,2,2,2,2,values_differ,several_labels_several_sources,10210,10214.1,10212.05,0.999799,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1930,2,2,2,2,values_differ,several_labels_several_sources,10330,10336.6,10333.3,0.999681,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1931,2,2,2,2,values_differ,several_labels_several_sources,9800,9809.8,9804.9,0.9995,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1932,2,2,2,2,values_differ,several_labels_several_sources,10630,10634.7,10632.35,0.999779,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1933,2,2,2,2,values_differ,several_labels_several_sources,9900,9927.7,9913.85,0.998605,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1934,2,2,2,2,values_differ,several_labels_several_sources,800,10600,5700,0.537736,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1935,2,2,2,2,values_differ,several_labels_several_sources,900,10100,5500,0.544554,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1936,2,2,2,2,values_differ,several_labels_several_sources,1500,12000,6750,0.5625,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1937,2,2,2,2,values_differ,several_labels_several_sources,1300,11100,6200,0.558559,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1938,2,2,2,2,values_differ,several_labels_several_sources,1400,12900,7150,0.554264,serbia | yugoslav sfr,iia | juan
F248-1920-1947,flax fibre and tow,tonnes,1939,2,2,2,2,values_differ,several_labels_several_sources,1500,12000,6750,0.5625,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1920,2,2,2,2,values_differ,several_labels_several_sources,163800,163829,163814.5,0.999911,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1921,2,2,2,2,values_differ,several_labels_several_sources,170800,170841,170820.5,0.99988,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1933,2,1,2,2,values_identical,several_labels_several_sources,195000,195000,195000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1934,2,1,2,2,values_identical,several_labels_several_sources,199000,199000,199000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1935,2,1,2,2,values_identical,several_labels_several_sources,207000,207000,207000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1936,2,1,2,2,values_identical,several_labels_several_sources,214000,214000,214000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1937,2,1,2,2,values_identical,several_labels_several_sources,215000,215000,215000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1938,2,1,2,2,values_identical,several_labels_several_sources,219000,219000,219000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,ha,1939,2,1,2,2,values_identical,several_labels_several_sources,223000,223000,223000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,tonnes,1935,2,1,2,2,values_identical,several_labels_several_sources,915600,915600,915600,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,tonnes,1936,2,1,2,2,values_identical,several_labels_several_sources,657100,657100,657100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,tonnes,1937,2,1,2,2,values_identical,several_labels_several_sources,482600,482600,482600,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,tonnes,1938,2,1,2,2,values_identical,several_labels_several_sources,794000,794000,794000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,grapes,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,777800,777800,777800,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hemp tow waste,ha,1920,2,2,2,2,values_differ,several_labels_several_sources,28700,28762,28731,0.998922,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hemp tow waste,ha,1921,2,2,2,2,values_differ,several_labels_several_sources,32000,32018,32009,0.999719,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hemp tow waste,ha,1939,2,1,2,2,values_identical,several_labels_several_sources,57000,57000,57000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hemp tow waste,ha,1940,2,1,2,2,values_identical,several_labels_several_sources,60000,60000,60000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hemp tow waste,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,53500,53500,53500,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hemp tow waste,tonnes,1940,2,1,2,2,values_identical,several_labels_several_sources,45000,45000,45000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1930,2,2,2,2,values_differ,several_labels_several_sources,2070,2071.7,2070.85,0.99959,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1931,2,2,2,2,values_differ,several_labels_several_sources,1000,1007.1,1003.55,0.996475,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1932,2,2,2,2,values_differ,several_labels_several_sources,920,920.8,920.4,0.999566,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1933,2,2,2,2,values_differ,several_labels_several_sources,1500,1503.8,1501.9,0.998737,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1934,2,1,2,2,values_identical,several_labels_several_sources,1900,1900,1900,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1935,2,1,2,2,values_identical,several_labels_several_sources,2100,2100,2100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1936,2,1,2,2,values_identical,several_labels_several_sources,2400,2400,2400,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1937,2,1,2,2,values_identical,several_labels_several_sources,4500,4500,4500,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1938,2,1,2,2,values_identical,several_labels_several_sources,3000,3000,3000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hempseed,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,3100,3100,3100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1922,2,2,2,2,values_differ,several_labels_several_sources,1800,1823,1811.5,0.993692,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1923,2,2,2,2,values_differ,several_labels_several_sources,1600,1616,1608,0.99505,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1924,2,2,2,2,values_differ,several_labels_several_sources,2200,2228,2214,0.993716,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1925,2,2,2,2,values_differ,several_labels_several_sources,2000,2032,2016,0.992126,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1930,2,2,2,2,values_differ,several_labels_several_sources,2800,2889,2844.5,0.984597,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1931,2,2,2,2,values_differ,several_labels_several_sources,2200,2275,2237.5,0.983516,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1932,2,2,2,2,values_differ,several_labels_several_sources,1400,1462,1431,0.978796,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1933,2,2,2,2,values_differ,several_labels_several_sources,1694,1700,1697,0.998235,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1934,2,2,2,2,values_differ,several_labels_several_sources,2400,24000,13200,0.55,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1935,2,2,2,2,values_differ,several_labels_several_sources,2600,26000,14300,0.55,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1936,2,2,2,2,values_differ,several_labels_several_sources,2700,27000,14850,0.55,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1937,2,2,2,2,values_differ,several_labels_several_sources,2900,29000,15950,0.55,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1938,2,2,2,2,values_differ,several_labels_several_sources,2800,28000,15400,0.55,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,ha,1939,2,1,2,2,values_identical,several_labels_several_sources,2800,2800,2800,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1923,2,2,2,2,values_differ,several_labels_several_sources,1510,1514.8,1512.4,0.998416,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1924,2,2,2,2,values_differ,several_labels_several_sources,2180,2185.6,2182.8,0.998719,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1925,2,2,2,2,values_differ,several_labels_several_sources,1100,1106.1,1103.05,0.997243,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1930,2,2,2,2,values_differ,several_labels_several_sources,1750,1756.8,1753.4,0.998065,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1931,2,2,2,2,values_differ,several_labels_several_sources,1580,1587.1,1583.55,0.997763,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1932,2,2,2,2,values_differ,several_labels_several_sources,820,824.9,822.45,0.99703,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1933,2,2,2,2,values_differ,several_labels_several_sources,1464,1464.3,1464.15,0.999898,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1934,2,2,2,2,values_differ,several_labels_several_sources,1455,143300,72377.5,0.505077,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1935,2,2,2,2,values_differ,several_labels_several_sources,1891,189100,95495.5,0.505,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1936,2,2,2,2,values_differ,several_labels_several_sources,1962,196200,99081,0.505,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1937,2,2,2,2,values_differ,several_labels_several_sources,2132,213200,107666,0.505,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1938,2,2,2,2,values_differ,several_labels_several_sources,1600,160000,80800,0.505,serbia | yugoslav sfr,iia | juan
F248-1920-1947,hops,tonnes,1939,2,2,2,2,values_differ,several_labels_several_sources,1815,181500,91657.5,0.505,serbia | yugoslav sfr,iia | juan
F248-1920-1947,horses mules asses,1000 heads,1939,3,3,1,1,values_differ,one_label_one_source,21,273,142,0.520147,Yugoslavia,fao1952
F248-1920-1947,lemons and limes,tonnes,1934,2,1,2,2,values_identical,several_labels_several_sources,100,100,100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,lemons and limes,tonnes,1935,2,1,2,2,values_identical,several_labels_several_sources,100,100,100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,lemons and limes,tonnes,1937,2,1,2,2,values_identical,several_labels_several_sources,100,100,100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,lemons and limes,tonnes,1938,2,1,2,2,values_identical,several_labels_several_sources,100,100,100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,lemons and limes,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,100,100,100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,linseed,tonnes,1930,2,2,2,2,values_differ,several_labels_several_sources,1360,1362.7,1361.35,0.999009,serbia | yugoslav sfr,iia | juan
F248-1920-1947,linseed,tonnes,1931,2,2,2,2,values_differ,several_labels_several_sources,710,710.3,710.15,0.999789,serbia | yugoslav sfr,iia | juan
F248-1920-1947,linseed,tonnes,1932,2,2,2,2,values_differ,several_labels_several_sources,840,840.8,840.4,0.999524,serbia | yugoslav sfr,iia | juan
F248-1920-1947,linseed,tonnes,1933,2,2,2,2,values_differ,several_labels_several_sources,997.5,1000,998.75,0.99875,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oats,ha,1939,2,1,2,2,values_identical,several_labels_several_sources,357000,357000,357000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oats,ha,1940,2,1,2,2,values_identical,several_labels_several_sources,352000,352000,352000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oats,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,348300,348300,348300,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oats,tonnes,1940,2,1,2,2,values_identical,several_labels_several_sources,287900,287900,287900,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1922,2,1,2,2,values_identical,several_labels_several_sources,5780,5780,5780,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1923,2,1,2,2,values_identical,several_labels_several_sources,3180,3180,3180,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1924,2,1,2,2,values_identical,several_labels_several_sources,5140,5140,5140,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1925,2,1,2,2,values_identical,several_labels_several_sources,1370,1370,1370,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1930,2,2,2,2,values_differ,several_labels_several_sources,1350,1350.4,1350.2,0.999852,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1931,2,2,2,2,values_differ,several_labels_several_sources,3960,3969.4,3964.7,0.998816,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1932,2,2,2,2,values_differ,several_labels_several_sources,3750,3751.6,3750.8,0.999787,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1933,2,2,2,2,values_differ,several_labels_several_sources,4250,4253.2,4251.6,0.999624,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1934,2,1,2,2,values_identical,several_labels_several_sources,3900,3900,3900,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1935,2,1,2,2,values_identical,several_labels_several_sources,3000,3000,3000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1936,2,1,2,2,values_identical,several_labels_several_sources,2000,2000,2000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1937,2,1,2,2,values_identical,several_labels_several_sources,7200,7200,7200,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1938,2,1,2,2,values_identical,several_labels_several_sources,6100,6100,6100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,5900,5900,5900,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1940,2,1,2,2,values_identical,several_labels_several_sources,3000,3000,3000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1941,2,1,2,2,values_identical,several_labels_several_sources,2500,2500,2500,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1942,2,1,2,2,values_identical,several_labels_several_sources,2700,2700,2700,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1943,2,1,2,2,values_identical,several_labels_several_sources,3000,3000,3000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1944,2,1,2,2,values_identical,several_labels_several_sources,1500,1500,1500,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,"oil, olive, virgin",tonnes,1945,2,1,2,2,values_identical,several_labels_several_sources,1800,1800,1800,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,olives,tonnes,1935,2,1,2,2,values_identical,several_labels_several_sources,16700,16700,16700,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,olives,tonnes,1936,2,1,2,2,values_identical,several_labels_several_sources,13000,13000,13000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,olives,tonnes,1937,2,1,2,2,values_identical,several_labels_several_sources,48300,48300,48300,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,olives,tonnes,1938,2,1,2,2,values_identical,several_labels_several_sources,30700,30700,30700,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,olives,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,38400,38400,38400,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oranges,tonnes,1934,2,1,2,2,values_identical,several_labels_several_sources,100,100,100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oranges,tonnes,1935,2,1,2,2,values_identical,several_labels_several_sources,600,600,600,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oranges,tonnes,1936,2,1,2,2,values_identical,several_labels_several_sources,100,100,100,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oranges,tonnes,1937,2,1,2,2,values_identical,several_labels_several_sources,700,700,700,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oranges,tonnes,1938,2,1,2,2,values_identical,several_labels_several_sources,400,400,400,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,oranges,tonnes,1939,2,1,2,2,values_identical,several_labels_several_sources,500,500,500,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,r_fao_population_1952_10_18,1000 people,1937,5,5,1,1,values_differ,one_label_one_source,1864,15722,7303.4,0.464534,Yugoslavia,fao1952
F248-1920-1947,rapeseed,ha,1922,2,2,2,2,values_differ,several_labels_several_sources,3000,3089,3044.5,0.985594,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1923,2,2,2,2,values_differ,several_labels_several_sources,2300,2885,2592.5,0.898614,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1924,2,2,2,2,values_differ,several_labels_several_sources,2200,2287,2243.5,0.980979,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1925,2,2,2,2,values_differ,several_labels_several_sources,2700,2736,2718,0.993421,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1930,2,2,2,2,values_differ,several_labels_several_sources,11600,11625,11612.5,0.998925,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1931,2,2,2,2,values_differ,several_labels_several_sources,7700,7717,7708.5,0.998899,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1932,2,2,2,2,values_differ,several_labels_several_sources,2900,2902,2901,0.999655,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1933,2,2,2,2,values_differ,several_labels_several_sources,3000,3383,3191.5,0.943393,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1934,2,1,2,2,values_identical,several_labels_several_sources,7000,7000,7000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1935,2,1,2,2,values_identical,several_labels_several_sources,16000,16000,16000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1936,2,1,2,2,values_identical,several_labels_several_sources,24000,24000,24000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1937,2,1,2,2,values_identical,several_labels_several_sources,16000,16000,16000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1938,2,1,2,2,values_identical,several_labels_several_sources,18000,18000,18000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,ha,1939,2,1,2,2,values_identical,several_labels_several_sources,14000,14000,14000,1,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,tonnes,1920,2,2,2,2,values_differ,several_labels_several_sources,1929.1,3900,2914.55,0.747321,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,tonnes,1923,2,2,2,2,values_differ,several_labels_several_sources,1820,1829.1,1824.55,0.997512,serbia | yugoslav sfr,iia | juan
F248-1920-1947,rapeseed,tonnes,1924,2,2,2,2,values_differ,several_labels_several_sources,1470,1475.1,1472.55,0.998271,serbia | yugoslav sfr,iia | juan
