whep_code,item,unit,year,n_rows,n_distinct,n_labels,n_sources,verdict,composition,v_min,v_max,published_mean,ratio_mean_max,labels,sources
AEF-1910-1960,horses mules asses,1000 heads,1939,2,2,1,1,values_differ,one_label_one_source,31,61,46,0.754098,French Equat Africa,fao1952
AEF-1910-1960,horses mules asses,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,66,104,85,0.817308,French Equat Africa,fao1952
AEF-1910-1960,horses mules asses,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,62,104,83,0.798077,French Equat Africa,fao1952
AEF-1910-1960,horses mules asses,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,66,98,82,0.836735,French Equat Africa,fao1952
AEF-1910-1960,other meat,1000 tonnes,1948,2,2,1,1,values_differ,one_label_one_source,0.2,1,0.6,0.6,French Equat Africa,fao1952
AFG-1919-2025,horses mules asses,1000 heads,1949,3,3,1,1,values_differ,one_label_one_source,200,1000,566.666667,0.566667,Afghanistan,fao1952
ALB-1913-2025,horses mules asses,1000 heads,1938,3,3,1,1,values_differ,one_label_one_source,10,54,36.333333,0.67284,Albania,fao1952
ALB-1913-2025,r_fao_population_1952_10_18,1000 people,1937,2,2,1,1,values_differ,one_label_one_source,800,1030,915,0.88835,Albania,fao1952
ALK-1867-1959,other meat,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,0.1,0.3,0.2,0.666667,Alaska,fao1952
ALK-1867-1959,other meat,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,0.1,0.3,0.2,0.666667,Alaska,fao1952
ALK-1867-1959,r_fao_population_1952_10_18,1000 people,1951,2,2,1,1,values_differ,one_label_one_source,2,140,71,0.507143,Alaska,fao1952
ANG-1905-1975,horses mules asses,1000 heads,1939,2,2,1,1,values_differ,one_label_one_source,1,4,2.5,0.625,Angola,fao1952
ANG-1905-1975,horses mules asses,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,1,3,2,0.666667,Angola,fao1952
ANG-1905-1975,meat,1000 tonnes,1949,3,3,1,1,values_differ,one_label_one_source,1,5,3.333333,0.666667,Angola,fao1952
ANG-1905-1975,meat,1000 tonnes,1950,3,3,1,1,values_differ,one_label_one_source,1,4,2.666667,0.666667,Angola,fao1952
ANT-1816-1961,phosphate rock,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,31,90,60.5,0.672222,NetherlandsWest Indies,fao1952
ANT-1816-1961,phosphate rock,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,32,92,62,0.673913,NetherlandsWest Indies,fao1952
ANT-1816-1961,phosphate rock,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,32,92,62,0.673913,NetherlandsWest Indies,fao1952
AOF-1895-1960,horses mules asses,1000 heads,1939,2,2,1,1,values_differ,one_label_one_source,177,469,323,0.688699,French West Africa,fao1952
AOF-1895-1960,horses mules asses,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,198,542,370,0.682657,French West Africa,fao1952
AOF-1895-1960,horses mules asses,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,207,557,382,0.685817,French West Africa,fao1952
AOF-1895-1960,horses mules asses,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,202,560,381,0.680357,French West Africa,fao1952
AOF-1895-1960,meat,1000 tonnes,1949,3,3,1,1,values_differ,one_label_one_source,3,38,25.333333,0.666667,French West Africa,fao1952
AOF-1895-1960,meat,1000 tonnes,1950,3,3,1,1,values_differ,one_label_one_source,3,39,26,0.666667,French West Africa,fao1952
AOF-1895-1960,oranges tangerines clementines,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,2,58,30,0.517241,French West Africa,fao1952
AOF-1895-1960,other meat,1000 tonnes,1948,2,2,1,1,values_differ,one_label_one_source,1,2,1.5,0.75,French West Africa,fao1952
AOF-1895-1960,poultry,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,800,12000,6400,0.533333,French West Africa,fao1952
AOF-1895-1960,poultry,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,800,12000,6400,0.533333,French West Africa,fao1952
ARG-1902-2025,commercial phosphoric acid,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,5,6.5,5.75,0.884615,Argentina,fao1952
ARG-1902-2025,commercial phosphoric acid,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,7,9,8,0.888889,Argentina,fao1952
ARG-1902-2025,commercial phosphoric acid,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,7,9,8,0.888889,Argentina,fao1952
ARG-1902-2025,horses mules asses,1000 heads,1937,3,3,1,1,values_differ,one_label_one_source,264,8319,3033.333333,0.364627,Argentina,fao1952
ARG-1902-2025,meat,1000 tonnes,1949,4,4,1,1,values_differ,one_label_one_source,110,1027,388,0.377799,Argentina,fao1952
ARG-1902-2025,meat,1000 tonnes,1950,4,4,1,1,values_differ,one_label_one_source,69,1184,592,0.5,Argentina,fao1952
ARG-1902-2025,meat,1000 tonnes,1951,4,4,1,1,values_differ,one_label_one_source,51,987,493.5,0.5,Argentina,fao1952
AUS-1901-2025,commercial nitrogenous fertilizers,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,9.9,15.4,12.65,0.821429,Australia,fao1952
AUS-1901-2025,commercial nitrogenous fertilizers,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,11,16.2,13.6,0.839506,Australia,fao1952
AUS-1901-2025,commercial nitrogenous fertilizers,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,11.3,15.6,13.45,0.862179,Australia,fao1952
AUS-1901-2025,commercial phosphoric acid,1000 tonnes,1949,2,1,1,1,values_identical,one_label_one_source,331,331,331,1,Australia,fao1952
AUS-1901-2025,commercial phosphoric acid,1000 tonnes,1950,2,1,1,1,values_identical,one_label_one_source,346,346,346,1,Australia,fao1952
AUS-1901-2025,commercial phosphoric acid,1000 tonnes,1951,2,1,1,1,values_identical,one_label_one_source,379.1,379.1,379.1,1,Australia,fao1952
AUS-1901-2025,commercial potash fertilizers,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,0.8,7.8,4.3,0.551282,Australia,fao1952
AUS-1901-2025,dried milk,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,6,20,13,0.65,Australia,fao1952
AUS-1901-2025,dried milk,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,9,23,16,0.695652,Australia,fao1952
AUS-1901-2025,dried milk,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,6,19,12.5,0.657895,Australia,fao1952
AUS-1901-2025,horses mules asses,1000 heads,1939,3,2,1,1,values_differ,one_label_one_source,0,724,241.333333,0.333333,Australia,fao1952
AUS-1901-2025,meat,1000 tonnes,1949,4,4,1,1,values_differ,one_label_one_source,72,603,286,0.474295,Australia,fao1952
AUS-1901-2025,meat,1000 tonnes,1950,4,4,1,1,values_differ,one_label_one_source,21,632,260.5,0.412184,Australia,fao1952
AUS-1901-2025,meat,1000 tonnes,1951,4,4,1,1,values_differ,one_label_one_source,2,648,251,0.387346,Australia,fao1952
AUS-1901-2025,other meat,1000 tonnes,1948,3,3,1,1,values_differ,one_label_one_source,43.4,52.5,47.933333,0.913016,Australia,fao1952
AUS-1901-2025,other meat,1000 tonnes,1949,3,3,1,1,values_differ,one_label_one_source,46.2,52,49.5,0.951923,Australia,fao1952
AUS-1901-2025,other meat,1000 tonnes,1950,3,3,1,1,values_differ,one_label_one_source,34.1,48.9,42.366667,0.866394,Australia,fao1952
AUS-1901-2025,other meat,1000 tonnes,1951,3,3,1,1,values_differ,one_label_one_source,43.7,47.8,45.833333,0.958856,Australia,fao1952
AUS-1901-2025,pesticides arsenicals,tonnes,1950,2,2,1,1,values_differ,one_label_one_source,20,30,25,0.833333,Australia,fao1952
AUS-1901-2025,pesticides arsenicals,tonnes,1951,2,2,1,1,values_differ,one_label_one_source,20,910,465,0.510989,Australia,fao1952
AUS-1901-2025,r_fao_population_1952_10_18,1000 people,1937,4,4,1,1,values_differ,one_label_one_source,20,6885,2015.75,0.292774,Australia,fao1952
AUS-1901-2025,r_fao_population_1952_10_18,1000 people,1951,4,4,1,1,values_differ,one_label_one_source,24,8478,2368.5,0.27937,Australia,fao1952
AUT-1919-2025,cheese,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,5,9,7,0.777778,Austria,fao1952
AUT-1919-2025,cheese,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,5,12,8.5,0.708333,Austria,fao1952
AUT-1919-2025,cheese,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,5,11,8,0.727273,Austria,fao1952
AUT-1919-2025,commercial nitrogenous fertilizers,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,17.6,67.8,42.7,0.629794,Austria,fao1952
AUT-1919-2025,commercial nitrogenous fertilizers,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,22.7,75,48.85,0.651333,Austria,fao1952
AUT-1919-2025,commercial nitrogenous fertilizers,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,28.7,94.8,61.75,0.651371,Austria,fao1952
AUT-1919-2025,horses mules asses,1000 heads,1939,2,2,1,1,values_differ,one_label_one_source,1,231,116,0.502165,Austria,fao1952
AUT-1919-2025,horses mules asses,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,2,284,143,0.503521,Austria,fao1952
AUT-1919-2025,horses mules asses,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,2,282,142,0.503546,Austria,fao1952
AUT-1919-2025,horses mules asses,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,2,283,142.5,0.503534,Austria,fao1952
AUT-1919-2025,meat,1000 tonnes,1949,4,4,1,1,values_differ,one_label_one_source,2,118,59,0.5,Austria,fao1952
AUT-1919-2025,meat,1000 tonnes,1950,4,4,1,1,values_differ,one_label_one_source,3,196,98,0.5,Austria,fao1952
AUT-1919-2025,meat,1000 tonnes,1951,4,4,1,1,values_differ,one_label_one_source,3,244,122,0.5,Austria,fao1952
AUT-1919-2025,other meat,1000 tonnes,1948,3,3,1,1,values_differ,one_label_one_source,1.9,3.2,2.4,0.75,Austria,fao1952
AUT-1919-2025,other meat,1000 tonnes,1949,3,3,1,1,values_differ,one_label_one_source,2.3,3.8,2.933333,0.77193,Austria,fao1952
AUT-1919-2025,other meat,1000 tonnes,1950,3,3,1,1,values_differ,one_label_one_source,2.7,4.6,3.933333,0.855072,Austria,fao1952
AUT-1919-2025,other meat,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,3,5.8,4.4,0.758621,Austria,fao1952
AUT-1919-2025,pesticides arsenicals,tonnes,1949,2,2,1,1,values_differ,one_label_one_source,2,22,12,0.545455,Austria,fao1952
AUT-1919-2025,pesticides arsenicals,tonnes,1950,2,2,1,1,values_differ,one_label_one_source,6,16,11,0.6875,Austria,fao1952
AUT-1919-2025,pesticides arsenicals,tonnes,1951,2,1,1,1,values_identical,one_label_one_source,1,1,1,1,Austria,fao1952
AUT-1919-2025,poultry,1000 heads,1949,4,4,1,1,values_differ,one_label_one_source,26,3892,1035,0.26593,Austria,fao1952
AUT-1919-2025,poultry,1000 heads,1950,4,4,1,1,values_differ,one_label_one_source,30,4886,1291.25,0.264275,Austria,fao1952
AUT-1919-2025,poultry,1000 heads,1951,4,4,1,1,values_differ,one_label_one_source,38,6661,1742.75,0.261635,Austria,fao1952
AUT-1919-2025,r_fao_population_1952_10_18,1000 people,1937,5,5,1,1,values_differ,one_label_one_source,349,6755,2094.6,0.310081,Austria,fao1952
AUT-1919-2025,r_fao_population_1952_10_18,1000 people,1951,2,2,1,1,values_differ,one_label_one_source,527,916,721.5,0.787664,Austria,fao1952
BCM-1916-1961,horses mules asses,1000 heads,1938,2,2,1,1,values_differ,one_label_one_source,8,17,12.5,0.735294,British Cameroons,fao1952
BCM-1916-1961,horses mules asses,1000 heads,1949,3,3,1,1,values_differ,one_label_one_source,7,17,11.333333,0.666667,British Cameroons,fao1952
BCM-1916-1961,horses mules asses,1000 heads,1950,3,3,1,1,values_differ,one_label_one_source,7,17,11.333333,0.666667,British Cameroons,fao1952
BEC-1885-1966,horses mules asses,1000 heads,1939,2,2,1,1,values_differ,one_label_one_source,3,17,10,0.588235,Bechuanaland,fao1952
BEC-1885-1966,horses mules asses,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,18,74,46,0.621622,Bechuanaland,fao1952
BEC-1885-1966,horses mules asses,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,5,20,12.5,0.625,Bechuanaland,fao1952
BEC-1885-1966,horses mules asses,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,7,20,13.5,0.675,Bechuanaland,fao1952
BEL-1831-2025,cheese,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,4,6,5,0.833333,Belgium,fao1952
BEL-1831-2025,cheese,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,5,8,6.5,0.8125,Belgium,fao1952
BEL-1831-2025,cheese,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,6,10,8,0.8,Belgium,fao1952
BEL-1831-2025,commercial nitrogenous fertilizers,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,78.3,175,126.65,0.723714,Belgium,fao1952
BEL-1831-2025,commercial nitrogenous fertilizers,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,78,173.4,125.7,0.724913,Belgium,fao1952
BEL-1831-2025,commercial nitrogenous fertilizers,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,77.5,214.3,145.9,0.680821,Belgium,fao1952
BEL-1831-2025,commercial phosphoric acid,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,90,218.8,154.4,0.705667,Belgium,fao1952
BEL-1831-2025,commercial phosphoric acid,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,79.6,262.8,171.2,0.651446,Belgium,fao1952
BEL-1831-2025,commercial phosphoric acid,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,82,264.9,173.45,0.654775,Belgium,fao1952
BEL-1831-2025,dried milk,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,1,3,2,0.666667,Belgium,fao1952
BEL-1831-2025,horses mules asses,1000 heads,1939,2,2,1,1,values_differ,one_label_one_source,12,246,129,0.52439,Belgium,fao1952
BEL-1831-2025,horses mules asses,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,2,267,134.5,0.503745,Belgium,fao1952
BEL-1831-2025,horses mules asses,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,2,266,134,0.503759,Belgium,fao1952
BEL-1831-2025,horses mules asses,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,2,249,125.5,0.504016,Belgium,fao1952
BEL-1831-2025,meat,1000 tonnes,1949,4,4,1,1,values_differ,one_label_one_source,2,260,130,0.5,Belgium,fao1952
BEL-1831-2025,meat,1000 tonnes,1950,4,4,1,1,values_differ,one_label_one_source,3,304,152,0.5,Belgium,fao1952
BEL-1831-2025,meat,1000 tonnes,1951,4,4,1,1,values_differ,one_label_one_source,3,302,151,0.5,Belgium,fao1952
BEL-1831-2025,pesticides arsenicals,tonnes,1949,2,2,1,1,values_differ,one_label_one_source,200,300,250,0.833333,Belgium,fao1952
BEL-1831-2025,pesticides arsenicals,tonnes,1950,2,2,1,1,values_differ,one_label_one_source,30,200,115,0.575,Belgium,fao1952
BEL-1831-2025,pesticides arsenicals,tonnes,1951,2,2,1,1,values_differ,one_label_one_source,25,150,87.5,0.583333,Belgium,fao1952
BEL-1831-2025,phosphate rock,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,5,42,23.5,0.559524,Belgium,fao1952
BEL-1831-2025,phosphate rock,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,8,70,39,0.557143,Belgium,fao1952
BEL-1831-2025,phosphate rock,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,11,90,50.5,0.561111,Belgium,fao1952
BEL-1831-2025,poultry,1000 heads,1950,4,4,1,1,values_differ,one_label_one_source,19,7590,1932.75,0.254644,Belgium,fao1952
BEL-1831-2025,r_fao_population_1952_10_18,1000 people,1937,5,5,1,1,values_differ,one_label_one_source,140,8346,2041.2,0.244572,Belgium,fao1952
BEL-1831-2025,r_fao_population_1952_10_18,1000 people,1951,5,5,1,1,values_differ,one_label_one_source,61,8678,2010.4,0.231666,Belgium,fao1952
BGR-1919-1940,horses mules asses,1000 heads,1939,3,3,1,1,values_differ,one_label_one_source,34,584,261,0.446918,Bulgaria,fao1952
BGR-1919-1940,r_fao_population_1952_10_18,1000 people,1937,5,5,1,1,values_differ,one_label_one_source,1348,6536,3294.6,0.50407,Bulgaria,fao1952
BHS-1800-2025,r_fao_population_1952_10_18,1000 people,1951,3,2,1,1,values_differ,one_label_one_source,14,81,36.333333,0.44856,British West Indies Bahama Islands,fao1952
BLI-1833-1960,horses mules asses,1000 heads,1951,3,3,1,1,values_differ,one_label_one_source,1,5,2.666667,0.533333,British West Indies Leeward Islands,fao1952
BLI-1833-1960,r_fao_population_1952_10_18,1000 people,1951,5,5,2,1,values_differ,several_labels_one_source,11,116,53.2,0.458621,British West Indies Leeward Islands | Leeward Islands,fao1952
BLZ-1886-1970,horses mules asses,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,1,2,1.5,0.75,British Honduras,fao1952
BLZ-1886-1970,horses mules asses,1000 heads,1951,2,1,1,1,values_identical,one_label_one_source,2,2,2,1,British Honduras,fao1952
BLZ-1886-1970,poultry,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,20,69,44.5,0.644928,British Honduras,fao1952
BLZ-1886-1970,r_fao_population_1952_10_18,1000 people,1937,4,3,1,1,values_differ,one_label_one_source,0,54,16.5,0.305556,British Honduras,fao1952
BLZ-1886-1970,r_fao_population_1952_10_18,1000 people,1951,3,2,1,1,values_differ,one_label_one_source,6,70,27.333333,0.390476,British Honduras,fao1952
BMU-1684-1968,pesticides arsenicals,tonnes,1950,2,2,1,1,values_differ,one_label_one_source,0.1,0.3,0.2,0.666667,Bermuda,fao1952
BNB-1881-1963,poultry,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,31,369,200,0.542005,British Borneo North Borneo,fao1952
BOL-1938-2025,horses mules asses,1000 heads,1938,3,3,1,1,values_differ,one_label_one_source,100,273,201.666667,0.738706,Bolivia,fao1952
BOL-1938-2025,sweet potatoes yams,1000 hectares,1949,2,2,1,1,values_differ,one_label_one_source,2,4,3,0.75,Bolivia,fao1952
BOL-1938-2025,sweet potatoes yams,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,5,30,17.5,0.583333,Bolivia,fao1952
BRA-1909-2025,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,380,1266,823,0.650079,Brazil,fao1952
BRA-1909-2025,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,360,1485,922.5,0.621212,Brazil,fao1952
BRA-1909-2025,centrifugal sugar noncentrifugal cane sugar,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,270,1592,931,0.584799,Brazil,fao1952
BRA-1909-2025,commercial nitrogenous fertilizers,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,0.8,10,5.4,0.54,Brazil,fao1952
BRA-1909-2025,commercial nitrogenous fertilizers,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,3.5,12,7.75,0.645833,Brazil,fao1952
BRA-1909-2025,commercial nitrogenous fertilizers,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,3.5,13,8.25,0.634615,Brazil,fao1952
BRA-1909-2025,commercial phosphoric acid,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,5.2,25,15.1,0.604,Brazil,fao1952
BRA-1909-2025,commercial phosphoric acid,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,13.5,33,23.25,0.704545,Brazil,fao1952
BRA-1909-2025,commercial phosphoric acid,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,13.5,33,23.25,0.704545,Brazil,fao1952
BRA-1909-2025,edible pig fat,1000 tonnes,1948,2,2,1,1,values_differ,one_label_one_source,68,108,88,0.814815,Brazil,fao1952
BRA-1909-2025,edible pig fat,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,51,122,86.5,0.709016,Brazil,fao1952
BRA-1909-2025,horses mules asses,1000 heads,1939,3,3,1,1,values_differ,one_label_one_source,1300,6583,3509.333333,0.53309,Brazil,fao1952
BRA-1909-2025,horses mules asses,1000 heads,1949,3,3,1,1,values_differ,one_label_one_source,536,6928,3520.333333,0.508131,Brazil,fao1952
BRA-1909-2025,horses mules asses,1000 heads,1951,3,3,1,1,values_differ,one_label_one_source,572,6937,3536.666667,0.509827,Brazil,fao1952
BRA-1909-2025,meat,1000 tonnes,1949,4,4,1,1,values_differ,one_label_one_source,30,1218,609,0.5,Brazil,fao1952
BRA-1909-2025,meat,1000 tonnes,1950,4,4,1,1,values_differ,one_label_one_source,31,1226,613,0.5,Brazil,fao1952
BRA-1909-2025,r_fao_population_1952_10_18,1000 people,1951,4,4,1,1,values_differ,one_label_one_source,1270,53377,18070.75,0.338549,Brazil,fao1952
BRB-1800-2025,horses mules asses,1000 heads,1939,2,2,1,1,values_differ,one_label_one_source,2,3,2.5,0.833333,British West Indies Barbados,fao1952
BRB-1800-2025,poultry,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,274,1661,967.5,0.58248,British West Indies Barbados,fao1952
BRB-1800-2025,r_fao_population_1952_10_18,1000 people,1951,4,4,1,1,values_differ,one_label_one_source,11,213,65.75,0.308685,British West Indies Barbados,fao1952
BRN-1888-2025,natural rubber,1000 tonnes,1949,3,3,1,1,values_differ,one_label_one_source,0.6,1.7,1.133333,0.666666,British Borneo Brunei,fao1952
BRN-1888-2025,natural rubber,1000 tonnes,1950,3,3,1,1,values_differ,one_label_one_source,0.7,2.5,1.666667,0.666667,British Borneo Brunei,fao1952
BRN-1888-2025,natural rubber,1000 tonnes,1951,3,3,1,1,values_differ,one_label_one_source,0.5,2.4,1.6,0.666667,British Borneo Brunei,fao1952
BRN-1888-2025,poultry,1000 heads,1949,2,2,1,1,values_differ,one_label_one_source,5,39,22,0.564103,British Borneo Brunei,fao1952
BRN-1888-2025,poultry,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,6,32,19,0.59375,British Borneo Brunei,fao1952
BRN-1888-2025,poultry,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,8,41,24.5,0.597561,British Borneo Brunei,fao1952
BSW-1841-1963,poultry,1000 heads,1950,2,2,1,1,values_differ,one_label_one_source,8,25,16.5,0.66,British Borneo Sarawak,fao1952
BSW-1841-1963,poultry,1000 heads,1951,2,2,1,1,values_differ,one_label_one_source,8,25,16.5,0.66,British Borneo Sarawak,fao1952
BSW-1841-1963,r_fao_population_1952_10_18,1000 people,1951,2,2,2,1,values_differ,several_labels_one_source,317,571,444,0.777583,British Borneo Sarawak | Sarawak,fao1952
CAN-1886-1949,other meat,1000 tonnes,1948,3,3,1,1,values_differ,one_label_one_source,14.5,122.1,59.166667,0.484575,Canada,fao1952
CAN-1886-1949,r_fao_population_1952_10_18,1000 people,1937,5,5,1,1,values_differ,one_label_one_source,19,11339,3360.2,0.29634,Canada,fao1952
CAN-1949-2025,cheese,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,3,55,29,0.527273,Canada,fao1952
CAN-1949-2025,cheese,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,4,47,25.5,0.542553,Canada,fao1952
CAN-1949-2025,cheese,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,5,41,23,0.560976,Canada,fao1952
CAN-1949-2025,commercial nitrogenous fertilizers,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,31.2,143.7,87.45,0.608559,Canada,fao1952
CAN-1949-2025,commercial nitrogenous fertilizers,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,32.7,149.2,90.95,0.609584,Canada,fao1952
CAN-1949-2025,commercial nitrogenous fertilizers,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,32.7,149.2,90.95,0.609584,Canada,fao1952
CAN-1949-2025,commercial phosphoric acid,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,113.2,115.6,114.4,0.989619,Canada,fao1952
CAN-1949-2025,commercial phosphoric acid,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,105,105.3,105.15,0.998575,Canada,fao1952
CAN-1949-2025,commercial phosphoric acid,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,105,105.3,105.15,0.998575,Canada,fao1952
CAN-1949-2025,condensed evaporated milk,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,7,116,61.5,0.530172,Canada,fao1952
CAN-1949-2025,condensed evaporated milk,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,8,123,65.5,0.53252,Canada,fao1952
CAN-1949-2025,condensed evaporated milk,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,7,142,74.5,0.524648,Canada,fao1952
CAN-1949-2025,dried milk,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,6,29,17.5,0.603448,Canada,fao1952
CAN-1949-2025,dried milk,1000 tonnes,1950,2,2,1,1,values_differ,one_label_one_source,7,24,15.5,0.645833,Canada,fao1952
CAN-1949-2025,dried milk,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,8,24,16,0.666667,Canada,fao1952
CAN-1949-2025,linseed,1000 hectares,1949,2,2,1,1,values_differ,one_label_one_source,3,131,67,0.51145,Canada,fao1952
CAN-1949-2025,linseed,1000 hectares,1950,2,2,1,1,values_differ,one_label_one_source,2,227,114.5,0.504405,Canada,fao1952
CAN-1949-2025,linseed,1000 hectares,1951,2,2,1,1,values_differ,one_label_one_source,3,469,236,0.503198,Canada,fao1952
CAN-1949-2025,linseed,1000 tonnes,1949,2,2,1,1,values_differ,one_label_one_source,1,58,29.5,0.508621,Canada,fao1952
CAN-1949-2025,linseed,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,1,251,126,0.501992,Canada,fao1952
CAN-1949-2025,meat,1000 tonnes,1949,4,4,1,1,values_differ,one_label_one_source,20,883,441.5,0.5,Canada,fao1952
CAN-1949-2025,meat,1000 tonnes,1950,4,4,1,1,values_differ,one_label_one_source,16,869,434.5,0.5,Canada,fao1952
CAN-1949-2025,meat,1000 tonnes,1951,4,4,1,1,values_differ,one_label_one_source,16,845,422.5,0.5,Canada,fao1952
CAN-1949-2025,other meat,1000 tonnes,1949,3,3,1,1,values_differ,one_label_one_source,4.4,139.1,60.833333,0.437335,Canada,fao1952
CAN-1949-2025,other meat,1000 tonnes,1950,3,3,1,1,values_differ,one_label_one_source,11.2,132.5,60.666667,0.457862,Canada,fao1952
CAN-1949-2025,other meat,1000 tonnes,1951,2,2,1,1,values_differ,one_label_one_source,36.2,157,96.6,0.615287,Canada,fao1952
CAN-1949-2025,pesticides arsenicals,tonnes,1949,4,4,1,1,values_differ,one_label_one_source,66,2568,1142.25,0.444801,Canada,fao1952
CAN-1949-2025,pesticides arsenicals,tonnes,1950,4,4,1,1,values_differ,one_label_one_source,68,2424,859.25,0.354476,Canada,fao1952
CAN-1949-2025,pesticides arsenicals,tonnes,1951,4,4,1,1,values_differ,one_label_one_source,56,2697,907.25,0.336392,Canada,fao1952
CAN-1949-2025,pesticides benzene hexachloride,tonnes,1950,2,2,1,1,values_differ,one_label_one_source,4,96,50,0.520833,Canada,fao1952
