"year","country","iso_draft","polity_name","FAOSTAT_name","item","item_code","value","unit","area_code","region","region_UN","iso3c","polity_code","Source","source_file","sheet"
1850,"France","FRA","France","France","Barley",44,1125004,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Barley",44,1167272,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Grapes",560,2182000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Oats",75,2544698.65217391,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Oats",75,3031049,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Potatoes",116,5757371,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Potatoes",116,932000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Rye",71,2060302.73333333,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Rye",71,2497560,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Wheat",15,6599009.1,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"France","FRA","France","France","Wheat",15,5951384,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1850,"Germany","DEU","Germany","Germany","Barley",44,1872000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1850,"Germany","DEU","Germany","Germany","Oats",75,3098000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1850,"Germany","DEU","Germany","Germany","Potatoes",116,10942000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1850,"Germany","DEU","Germany","Germany","Rye",71,4499000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1850,"Germany","DEU","Germany","Germany","Sugar beet",157,627000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1850,"Germany","DEU","Germany","Germany","Wheat",15,1846000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1850,"Iceland","ISL","Iceland","Iceland","Cattle",866,26109,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1850,"Iceland","ISL","Iceland","Iceland","Horses",1096,38989,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1850,"Iceland","ISL","Iceland","Iceland","Sheep",976,454835,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Barley",44,287000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Barley",44,130000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Cattle",866,2918000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Chickens",NA,6945000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Horses",1096,527000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Oats",75,1471000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Oats",75,867000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Swine / pigs",1034,928000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Potatoes",116,4009000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Potatoes",116,354000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Sheep",976,1876000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Wheat",15,331000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Ireland","IRL","Ireland","Ireland","Wheat",15,245000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1850,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Barley",44,75294.11765,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1850,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Oats",75,108869.5652,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1850,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Potatoes",116,643400,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1850,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Rye",71,224533.3333,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1850,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Wheat",15,117769.2308,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1850,"Portugal","PRT","Portugal","Portugal","Maize",56,371000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1850,"Portugal","PRT","Portugal","Portugal","Potatoes",116,91000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1850,"Portugal","PRT","Portugal","Portugal","Rye",71,96000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1850,"Portugal","PRT","Portugal","Portugal","Wheat",15,134000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1850,"Sweden","SWE","Sweden","Sweden","Barley",44,282000,"tonnes",210,"OECD Europe","Europe","SWE","SWE","juan's team",NA,NA
1850,"Sweden","SWE","Sweden","Sweden","Oats",75,209000,"tonnes",210,"OECD Europe","Europe","SWE","SWE","juan's team",NA,NA
1850,"Sweden","SWE","Sweden","Sweden","Potatoes",116,624000,"tonnes",210,"OECD Europe","Europe","SWE","SWE","juan's team",NA,NA
1850,"Sweden","SWE","Sweden","Sweden","Rye",71,366000,"tonnes",210,"OECD Europe","Europe","SWE","SWE","juan's team",NA,NA
1850,"Sweden","SWE","Sweden","Sweden","Wheat",15,48000,"tonnes",210,"OECD Europe","Europe","SWE","SWE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Apples",515,1363,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Barley",44,3276,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Barley",44,5000,"ha",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Cereals nes",NA,172378,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Cereals nes",NA,120000,"ha",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Cherries",531,12000,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Grapes",560,27000,"ha",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Oats",75,63296,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Oats",75,55000,"ha",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Pears",521,1502,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Plums and sloes",536,9694,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Potatoes",116,328125,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Potatoes",116,70000,"ha",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Rye",71,58219,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Rye",71,50000,"ha",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Wheat",15,74774,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1850,"Switzerland","CHE","Switzerland","Switzerland","Wheat",15,65000,"ha",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Austria","AUT","Austria","Austria","Barley",44,911823.5294,"tonnes",11,"OECD Europe","Europe","AUT","AUT","juan's team",NA,NA
1851,"Austria","AUT","Austria","Austria","Maize",56,230370.3704,"tonnes",11,"OECD Europe","Europe","AUT","AUT","juan's team",NA,NA
1851,"Austria","AUT","Austria","Austria","Oats",75,1279695.652,"tonnes",11,"OECD Europe","Europe","AUT","AUT","juan's team",NA,NA
1851,"Austria","AUT","Austria","Austria","Potatoes",116,2717666.667,"tonnes",11,"OECD Europe","Europe","AUT","AUT","juan's team",NA,NA
1851,"Austria","AUT","Austria","Austria","Rye",71,1567933.333,"tonnes",11,"OECD Europe","Europe","AUT","AUT","juan's team",NA,NA
1851,"Austria","AUT","Austria","Austria","Wheat",15,740769.2308,"tonnes",11,"OECD Europe","Europe","AUT","AUT","juan's team",NA,NA
1851,"France","FRA","France","France","Barley",44,1079551.23529412,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Barley",44,1168215,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Grapes",560,2180000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Oats",75,2656602.86956522,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Oats",75,3018110,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Potatoes",116,5365425.61538462,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Potatoes",116,922000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Rye",71,2173266.66666667,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Rye",71,2456513,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Wheat",15,6448967.4,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"France","FRA","France","France","Wheat",15,5999376,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1851,"Germany","DEU","Germany","Germany","Barley",44,1912000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1851,"Germany","DEU","Germany","Germany","Oats",75,3382000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1851,"Germany","DEU","Germany","Germany","Potatoes",116,7123000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1851,"Germany","DEU","Germany","Germany","Rye",71,4318000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1851,"Germany","DEU","Germany","Germany","Sugar beet",157,853000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1851,"Germany","DEU","Germany","Germany","Wheat",15,1747000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1851,"Hungary","HUN","Hungary","Hungary","Barley",44,1097235.294,"tonnes",97,"Eastern Europe","Europe","HUN","HUN","juan's team",NA,NA
1851,"Hungary","HUN","Hungary","Hungary","Maize",56,1576814.815,"tonnes",97,"Eastern Europe","Europe","HUN","HUN","juan's team",NA,NA
1851,"Hungary","HUN","Hungary","Hungary","Oats",75,1265347.826,"tonnes",97,"Eastern Europe","Europe","HUN","HUN","juan's team",NA,NA
1851,"Hungary","HUN","Hungary","Hungary","Potatoes",116,1132000,"tonnes",97,"Eastern Europe","Europe","HUN","HUN","juan's team",NA,NA
1851,"Hungary","HUN","Hungary","Hungary","Rye",71,1301333.333,"tonnes",97,"Eastern Europe","Europe","HUN","HUN","juan's team",NA,NA
1851,"Hungary","HUN","Hungary","Hungary","Wheat",15,1548769.231,"tonnes",97,"Eastern Europe","Europe","HUN","HUN","juan's team",NA,NA
1851,"Iceland","ISL","Iceland","Iceland","Cattle",866,25566,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1851,"Iceland","ISL","Iceland","Iceland","Horses",1096,37784,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1851,"Iceland","ISL","Iceland","Iceland","Sheep",976,476394,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Barley",44,297000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Barley",44,136000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Cattle",866,2967000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Chickens",NA,7471000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Horses",1096,522000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Oats",75,1532000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Oats",75,886000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Swine / pigs",1034,1085000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Potatoes",116,4512000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Potatoes",116,352000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Sheep",976,2122000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Wheat",15,319000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Ireland","IRL","Ireland","Ireland","Wheat",15,204000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Barley",44,71588.23529,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Cattle",866,1249000,"heads",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Horses",1096,270000,"heads",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Oats",75,99347.82609,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Swine / pigs",1034,237000,"heads",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Potatoes",116,682000,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Rye",71,205666.6667,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Sheep",976,803000,"heads",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Wheat",15,121769.2308,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1851,"Portugal","PRT","Portugal","Portugal","Maize",56,326000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1851,"Portugal","PRT","Portugal","Portugal","Potatoes",116,78000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1851,"Portugal","PRT","Portugal","Portugal","Rye",71,137000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1851,"Portugal","PRT","Portugal","Portugal","Wheat",15,183000,"tonnes",174,"OECD Europe","Europe","PRT","PRT","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Apples",515,30201,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Barley",44,3051,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Cereals nes",NA,173321,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Cherries",531,24053,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Oats",75,68306,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Pears",521,25370,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Plums and sloes",536,25369,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Potatoes",116,333993.7,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Rye",71,57923,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1851,"Switzerland","CHE","Switzerland","Switzerland","Wheat",15,75566,"tonnes",211,"OECD Europe","Europe","CHE","CHE","juan's team",NA,NA
1852,"France","FRA","France","France","Asses",1107,380180,"heads",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Barley",44,1234252,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Barley",44,1179578,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Buckwheat",89,651600,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Buckwheat",89,709000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Cattle",866,11970737,"heads",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Flax fibre and tow",773,33600,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Flax fibre and tow",773,82000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Goats",1016,1337940,"heads",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Grapes",560,2190000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Hemp tow waste",NA,64200,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Hemp tow waste",NA,125000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Hempseed",336,125000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Horses",1096,2866054,"heads",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Linseed",333,82000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Maize",56,591800,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Maize",56,602000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Mules and hinnies",1110,315831,"heads",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Oats",75,2909088.82608696,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Oats",75,3042324,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Swine / pigs",1034,5246403,"heads",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Potatoes",116,4880499.23076923,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Potatoes",116,829000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Rye",71,1944166,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Rye",71,2193000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Sheep",976,33281592,"heads",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Sugar beet",157,3224900,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Sugar beet",157,111000,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Wheat",15,6454903.9,"tonnes",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"France","FRA","France","France","Wheat",15,6090049,"ha",68,"OECD Europe","Europe","FRA","FRA","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Barley",44,1741000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Cattle",866,13107000,"heads",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Oats",75,2826000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Swine / pigs",1034,4751000,"heads",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Potatoes",116,11644000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Rye",71,4972000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Sugar beet",157,1064000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Germany","DEU","Germany","Germany","Wheat",15,2164000,"tonnes",79,"OECD Europe","Europe","DEU","DEU","juan's team",NA,NA
1852,"Iceland","ISL","Iceland","Iceland","Cattle",866,24917,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1852,"Iceland","ISL","Iceland","Iceland","Horses",1096,41132,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1852,"Iceland","ISL","Iceland","Iceland","Sheep",976,481650,"heads",99,"OECD Europe","Europe","ISL","ISL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Barley",44,267000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Barley",44,117000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Cattle",866,3095000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Chickens",NA,8176000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Horses",1096,525000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Oats",75,1666000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Oats",75,924000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Swine / pigs",1034,1073000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Potatoes",116,4324000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Potatoes",116,355000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Sheep",976,2614000,"heads",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Wheat",15,246000,"tonnes",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Ireland","IRL","Ireland","Ireland","Wheat",15,143000,"ha",104,"OECD Europe","Europe","IRL","IRL","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Barley",44,73764.70588,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Barley",44,41000,"ha",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Cattle",866,1251000,"heads",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Horses",1096,239000,"heads",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Oats",75,117217.3913,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Oats",75,82000,"ha",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Swine / pigs",1034,239000,"heads",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Potatoes",116,568466.6667,"tonnes",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
1852,"Netherlands","NLD","Netherlands","Netherlands (Kingdom of the)","Potatoes",116,90000,"ha",150,"OECD Europe","Europe","NLD","NLD","juan's team",NA,NA
